source	target	similarity
otu_5	otu_862	0.8235294117647058
otu_536	otu_621	0.8235294117647058
otu_642	otu_713	0.8235294117647058
otu_207	otu_421	0.8235294117647058
otu_642	otu_762	0.8235294117647058
otu_642	otu_883	0.8235294117647058
otu_506	otu_735	0.8235294117647058
otu_713	otu_761	0.8235294117647058
otu_230	otu_762	0.8235294117647058
otu_506	otu_642	0.8235294117647058
otu_288	otu_406	0.8235294117647058
otu_296	otu_621	0.8235294117647058
otu_296	otu_352	0.8235294117647058
otu_297	otu_735	0.8235294117647058
otu_642	otu_731	0.8235294117647058
otu_148	otu_621	0.8235294117647058
otu_447	otu_640	0.8181818181818181
otu_488	otu_550	0.8181818181818181
otu_209	otu_447	0.8181818181818181
otu_54	otu_635	0.8181818181818181
otu_54	otu_312	0.8181818181818181
otu_350	otu_841	0.8181818181818181
otu_202	otu_763	0.8181818181818181
otu_891	otu_893	0.8181818181818181
otu_659	otu_868	0.8181818181818181
otu_284	otu_834	0.8181818181818181
otu_447	otu_763	0.8181818181818181
otu_202	otu_224	0.8181818181818181
otu_202	otu_209	0.8181818181818181
otu_439	otu_721	0.8181818181818181
otu_318	otu_430	0.8181818181818181
otu_169	otu_891	0.8181818181818181
otu_160	otu_318	0.8181818181818181
otu_80	otu_184	0.8181818181818181
otu_376	otu_751	0.8181818181818181
otu_318	otu_337	0.8181818181818181
otu_479	otu_841	0.8181818181818181
otu_318	otu_881	0.8181818181818181
otu_116	otu_184	0.8181818181818181
otu_184	otu_489	0.8181818181818181
otu_184	otu_508	0.8181818181818181
otu_71	otu_891	0.8181818181818181
otu_202	otu_640	0.8181818181818181
otu_224	otu_447	0.8181818181818181
otu_550	otu_805	0.8181818181818181
otu_805	otu_893	0.8181818181818181
otu_169	otu_868	0.8181818181818181
otu_868	otu_891	0.8181818181818181
otu_113	otu_261	0.8181818181818181
otu_3	otu_536	0.8125
otu_3	otu_573	0.8125
otu_3	otu_421	0.8125
otu_880	otu_884	0.8125
otu_346	otu_730	0.8125
otu_808	otu_851	0.8125
otu_862	otu_863	0.8125
otu_536	otu_734	0.8125
otu_536	otu_735	0.8125
otu_573	otu_735	0.8125
otu_863	otu_883	0.8125
otu_5	otu_346	0.8125
otu_520	otu_851	0.8125
otu_12	otu_617	0.8125
otu_573	otu_734	0.8125
otu_345	otu_731	0.8125
otu_345	otu_762	0.8125
otu_344	otu_863	0.8125
otu_346	otu_761	0.8125
otu_346	otu_808	0.8125
otu_87	otu_493	0.8125
otu_115	otu_730	0.8125
otu_3	otu_296	0.8125
otu_762	otu_880	0.8125
otu_115	otu_761	0.8125
otu_115	otu_808	0.8125
otu_115	otu_855	0.8125
otu_296	otu_734	0.8125
otu_66	otu_154	0.8125
otu_5	otu_154	0.8125
otu_718	otu_743	0.8125
otu_66	otu_246	0.8125
otu_5	otu_306	0.8125
otu_66	otu_306	0.8125
otu_66	otu_346	0.8125
otu_851	otu_875	0.8125
otu_3	otu_148	0.8125
otu_306	otu_808	0.8125
otu_306	otu_855	0.8125
otu_306	otu_730	0.8125
otu_246	otu_808	0.8125
otu_311	otu_776	0.8125
otu_642	otu_874	0.8125
otu_148	otu_734	0.8125
otu_77	otu_762	0.8125
otu_206	otu_506	0.8125
otu_344	otu_493	0.8125
otu_5	otu_643	0.8125
otu_718	otu_863	0.8125
otu_493	otu_617	0.8125
otu_493	otu_862	0.8125
otu_493	otu_883	0.8125
otu_493	otu_848	0.8125
otu_12	otu_297	0.8125
otu_12	otu_344	0.8125
otu_12	otu_87	0.8125
otu_743	otu_883	0.8125
otu_743	otu_884	0.8125
otu_319	otu_536	0.8125
otu_319	otu_573	0.8125
otu_319	otu_717	0.8125
otu_402	otu_762	0.8125
otu_239	otu_288	0.8125
otu_239	otu_296	0.8125
otu_320	otu_629	0.8125
otu_320	otu_543	0.8125
otu_316	otu_617	0.8125
otu_761	otu_851	0.8125
otu_643	otu_808	0.8125
otu_643	otu_855	0.8125
otu_643	otu_730	0.8125
otu_452	otu_731	0.8125
otu_643	otu_761	0.8125
otu_452	otu_617	0.8125
otu_148	otu_230	0.8125
otu_148	otu_239	0.8125
otu_493	otu_718	0.8125
otu_452	otu_728	0.8125
otu_667	otu_875	0.8125
otu_402	otu_776	0.8125
otu_402	otu_506	0.8125
otu_402	otu_728	0.8125
otu_402	otu_731	0.8125
otu_87	otu_863	0.8125
otu_731	otu_880	0.8125
otu_66	otu_667	0.8125
otu_5	otu_115	0.8125
otu_730	otu_851	0.8125
otu_66	otu_851	0.8125
otu_66	otu_643	0.8125
otu_87	otu_316	0.8125
otu_520	otu_667	0.8125
otu_617	otu_863	0.8125
otu_12	otu_718	0.8125
otu_297	otu_452	0.8125
otu_297	otu_493	0.8125
otu_77	otu_731	0.8125
otu_77	otu_506	0.8125
otu_297	otu_316	0.8125
otu_246	otu_855	0.8125
otu_306	otu_761	0.8125
otu_297	otu_863	0.8125
otu_346	otu_855	0.8125
otu_66	otu_115	0.8125
otu_87	otu_552	0.8125
otu_87	otu_402	0.8125
otu_87	otu_452	0.8125
otu_713	otu_880	0.8125
otu_717	otu_735	0.8125
otu_154	otu_855	0.8125
otu_154	otu_730	0.8125
otu_154	otu_761	0.8125
otu_154	otu_808	0.8125
otu_12	otu_848	0.8125
otu_12	otu_862	0.8125
otu_12	otu_883	0.8125
otu_124	otu_762	0.8125
otu_124	otu_506	0.8125
otu_124	otu_731	0.8125
otu_734	otu_874	0.8125
otu_239	otu_874	0.8125
otu_452	otu_762	0.8125
otu_452	otu_776	0.8125
otu_239	otu_573	0.8125
otu_246	otu_730	0.8125
otu_246	otu_761	0.8125
otu_239	otu_536	0.8125
otu_421	otu_734	0.8125
otu_667	otu_808	0.8125
otu_667	otu_855	0.8125
otu_667	otu_730	0.8125
otu_667	otu_761	0.8125
otu_5	otu_851	0.8125
otu_848	otu_863	0.8125
otu_3	otu_874	0.8125
otu_278	otu_808	0.8
otu_278	otu_855	0.8
otu_278	otu_730	0.8
otu_74	otu_92	0.8
otu_286	otu_734	0.8
otu_256	otu_773	0.8
otu_256	otu_801	0.8
otu_256	otu_727	0.8
otu_66	otu_183	0.8
otu_855	otu_860	0.8
otu_284	otu_654	0.8
otu_284	otu_896	0.8
otu_278	otu_761	0.8
otu_5	otu_278	0.8
otu_5	otu_314	0.8
otu_66	otu_278	0.8
otu_66	otu_314	0.8
otu_5	otu_183	0.8
otu_73	otu_406	0.8
otu_160	otu_678	0.8
otu_160	otu_744	0.8
otu_14	otu_881	0.8
otu_16	otu_44	0.8
otu_533	otu_869	0.8
otu_533	otu_635	0.8
otu_874	otu_880	0.8
otu_777	otu_794	0.8
otu_73	otu_621	0.8
otu_73	otu_352	0.8
otu_773	otu_864	0.8
otu_115	otu_687	0.8
otu_764	otu_869	0.8
otu_4	otu_246	0.8
otu_246	otu_655	0.8
otu_5	otu_860	0.8
otu_415	otu_676	0.8
otu_659	otu_765	0.8
otu_447	otu_898	0.8
otu_444	otu_900	0.8
otu_447	otu_545	0.8
otu_31	otu_676	0.8
otu_202	otu_447	0.8
otu_201	otu_559	0.8
otu_201	otu_677	0.8
otu_191	otu_869	0.8
otu_198	otu_201	0.8
otu_198	otu_245	0.8
otu_198	otu_270	0.8
otu_761	otu_827	0.8
otu_421	otu_587	0.8
otu_202	otu_565	0.8
otu_31	otu_575	0.8
otu_430	otu_670	0.8
otu_239	otu_892	0.8
otu_245	otu_287	0.8
otu_239	otu_737	0.8
otu_317	otu_745	0.8
otu_317	otu_773	0.8
otu_430	otu_678	0.8
otu_430	otu_744	0.8
otu_245	otu_559	0.8
otu_245	otu_677	0.8
otu_239	otu_611	0.8
otu_239	otu_526	0.8
otu_246	otu_743	0.8
otu_201	otu_287	0.8
otu_318	otu_670	0.8
otu_108	otu_745	0.8
otu_734	otu_892	0.8
otu_744	otu_881	0.8
otu_745	otu_754	0.8
otu_31	otu_864	0.8
otu_734	otu_737	0.8
otu_676	otu_727	0.8
otu_406	otu_676	0.8
otu_402	otu_874	0.8
otu_99	otu_793	0.8
otu_142	otu_735	0.8
otu_670	otu_881	0.8
otu_90	otu_318	0.8
otu_653	otu_773	0.8
otu_489	otu_751	0.8
otu_148	otu_206	0.8
otu_452	otu_874	0.8
otu_653	otu_745	0.8
otu_317	otu_512	0.8
otu_643	otu_687	0.8
otu_314	otu_808	0.8
otu_761	otu_860	0.8
otu_108	otu_512	0.8
otu_314	otu_855	0.8
otu_319	otu_611	0.8
otu_237	otu_881	0.8
otu_239	otu_286	0.8
otu_5	otu_827	0.8
otu_44	otu_135	0.8
otu_40	otu_176	0.8
otu_237	otu_318	0.8
otu_237	otu_337	0.8
otu_237	otu_430	0.8
otu_80	otu_751	0.8
otu_138	otu_745	0.8
otu_138	otu_773	0.8
otu_382	otu_745	0.8
otu_382	otu_773	0.8
otu_678	otu_881	0.8
otu_703	otu_721	0.8
otu_142	otu_319	0.8
otu_39	otu_421	0.8
otu_318	otu_744	0.8
otu_628	otu_761	0.8
otu_628	otu_808	0.8
otu_116	otu_751	0.8
otu_754	otu_773	0.8
otu_745	otu_864	0.8
otu_314	otu_730	0.8
otu_314	otu_761	0.8
otu_504	otu_676	0.8
otu_504	otu_575	0.8
otu_90	otu_160	0.8
otu_628	otu_875	0.8
otu_628	otu_730	0.8
otu_90	otu_337	0.8
otu_90	otu_430	0.8
otu_90	otu_881	0.8
otu_31	otu_256	0.8
otu_186	otu_855	0.8
otu_183	otu_875	0.8
otu_22	otu_745	0.8
otu_124	otu_296	0.8
otu_730	otu_827	0.8
otu_67	otu_900	0.8
otu_68	otu_99	0.8
otu_66	otu_628	0.8
otu_337	otu_670	0.8
otu_337	otu_678	0.8
otu_337	otu_744	0.8
otu_676	otu_801	0.8
otu_382	otu_512	0.8
otu_327	otu_753	0.8
otu_66	otu_860	0.8
otu_138	otu_512	0.8
otu_54	otu_533	0.8
otu_14	otu_160	0.8
otu_99	otu_358	0.8
otu_99	otu_329	0.8
otu_312	otu_533	0.8
otu_73	otu_207	0.8
otu_311	otu_536	0.8
otu_306	otu_687	0.8
otu_77	otu_288	0.8
otu_77	otu_296	0.8
otu_311	otu_573	0.8
otu_71	otu_580	0.8
otu_256	otu_512	0.8
otu_621	otu_676	0.8
otu_154	otu_687	0.8
otu_99	otu_145	0.8
otu_99	otu_190	0.8
otu_14	otu_337	0.8
otu_22	otu_773	0.8
otu_99	otu_673	0.8
otu_611	otu_734	0.8
otu_611	otu_735	0.8
otu_580	otu_891	0.8
otu_512	otu_864	0.8
otu_520	otu_628	0.8
otu_575	otu_773	0.8
otu_575	otu_801	0.8
otu_356	otu_773	0.8
otu_207	otu_575	0.8
otu_207	otu_676	0.8
otu_711	otu_745	0.8
otu_711	otu_773	0.8
otu_217	otu_834	0.8
otu_66	otu_827	0.8
otu_356	otu_512	0.8
otu_356	otu_745	0.8
otu_124	otu_288	0.8
otu_730	otu_860	0.8
otu_727	otu_864	0.8
otu_125	otu_287	0.8
otu_125	otu_559	0.8
otu_125	otu_677	0.8
otu_512	otu_575	0.8
otu_508	otu_751	0.8
otu_92	otu_764	0.8
otu_92	otu_300	0.8
otu_512	otu_754	0.8
otu_512	otu_653	0.8
otu_183	otu_761	0.8
otu_183	otu_808	0.8
otu_183	otu_855	0.8
otu_183	otu_520	0.8
otu_183	otu_730	0.8
otu_99	otu_204	0.8
otu_512	otu_711	0.8
otu_22	otu_512	0.8
otu_575	otu_727	0.8
otu_14	otu_430	0.8
otu_575	otu_745	0.8
otu_160	otu_237	0.8
otu_125	otu_198	0.8
otu_135	otu_284	0.8
otu_127	otu_642	0.8
otu_352	otu_575	0.8
otu_352	otu_676	0.8
otu_230	otu_286	0.8
otu_346	otu_687	0.8
otu_345	otu_536	0.8
otu_345	otu_573	0.8
otu_520	otu_860	0.8
otu_574	otu_869	0.8
otu_575	otu_621	0.8
otu_573	otu_880	0.8
otu_3	otu_286	0.8
otu_860	otu_875	0.8
otu_559	otu_645	0.8
otu_552	otu_717	0.8
otu_550	otu_558	0.8
otu_520	otu_847	0.8
otu_160	otu_670	0.8
otu_536	otu_880	0.8
otu_19	otu_95	0.8
otu_175	otu_198	0.8
otu_3	otu_526	0.8
otu_526	otu_734	0.8
otu_175	otu_287	0.8
otu_175	otu_559	0.8
otu_175	otu_677	0.8
otu_169	otu_580	0.8
otu_169	otu_872	0.8
otu_808	otu_860	0.8
otu_827	otu_855	0.8
otu_802	otu_869	0.8
otu_808	otu_827	0.8
otu_2	otu_659	0.8
otu_270	otu_559	0.8
otu_270	otu_677	0.8
otu_270	otu_287	0.8
otu_847	otu_875	0.8
otu_108	otu_773	0.8
otu_3	otu_611	0.8
otu_73	otu_745	0.8
otu_256	otu_745	0.8
otu_3	otu_892	0.8
otu_3	otu_737	0.8
otu_73	otu_415	0.8
otu_288	otu_452	0.8
otu_801	otu_864	0.8
otu_3	otu_317	0.7894736842105263
otu_108	otu_875	0.7894736842105263
otu_108	otu_808	0.7894736842105263
otu_108	otu_855	0.7894736842105263
otu_621	otu_801	0.7894736842105263
otu_621	otu_727	0.7894736842105263
otu_617	otu_793	0.7894736842105263
otu_99	otu_713	0.7894736842105263
otu_99	otu_617	0.7894736842105263
otu_575	otu_875	0.7894736842105263
otu_575	otu_888	0.7894736842105263
otu_22	otu_808	0.7894736842105263
otu_297	otu_793	0.7894736842105263
otu_297	otu_507	0.7894736842105263
otu_297	otu_358	0.7894736842105263
otu_256	otu_319	0.7894736842105263
otu_99	otu_297	0.7894736842105263
otu_507	otu_617	0.7894736842105263
otu_507	otu_728	0.7894736842105263
otu_22	otu_875	0.7894736842105263
otu_506	otu_673	0.7894736842105263
otu_642	otu_864	0.7894736842105263
otu_99	otu_325	0.7894736842105263
otu_99	otu_344	0.7894736842105263
otu_642	otu_754	0.7894736842105263
otu_642	otu_711	0.7894736842105263
otu_642	otu_653	0.7894736842105263
otu_642	otu_676	0.7894736842105263
otu_190	otu_883	0.7894736842105263
otu_190	otu_848	0.7894736842105263
otu_31	otu_207	0.7894736842105263
otu_22	otu_730	0.7894736842105263
otu_22	otu_734	0.7894736842105263
otu_22	otu_735	0.7894736842105263
otu_22	otu_761	0.7894736842105263
otu_506	otu_793	0.7894736842105263
otu_728	otu_793	0.7894736842105263
otu_727	otu_773	0.7894736842105263
otu_5	otu_653	0.7894736842105263
otu_66	otu_676	0.7894736842105263
otu_66	otu_711	0.7894736842105263
otu_230	otu_754	0.7894736842105263
otu_230	otu_653	0.7894736842105263
otu_230	otu_711	0.7894736842105263
otu_344	otu_793	0.7894736842105263
otu_344	otu_673	0.7894736842105263
otu_66	otu_754	0.7894736842105263
otu_66	otu_653	0.7894736842105263
otu_5	otu_108	0.7894736842105263
otu_5	otu_138	0.7894736842105263
otu_5	otu_22	0.7894736842105263
otu_730	otu_754	0.7894736842105263
otu_356	otu_735	0.7894736842105263
otu_356	otu_761	0.7894736842105263
otu_356	otu_642	0.7894736842105263
otu_87	otu_329	0.7894736842105263
otu_356	otu_520	0.7894736842105263
otu_66	otu_356	0.7894736842105263
otu_66	otu_382	0.7894736842105263
otu_352	otu_801	0.7894736842105263
otu_358	otu_506	0.7894736842105263
otu_207	otu_801	0.7894736842105263
otu_207	otu_727	0.7894736842105263
otu_356	otu_875	0.7894736842105263
otu_356	otu_808	0.7894736842105263
otu_356	otu_855	0.7894736842105263
otu_356	otu_730	0.7894736842105263
otu_356	otu_734	0.7894736842105263
otu_358	otu_713	0.7894736842105263
otu_138	otu_642	0.7894736842105263
otu_138	otu_730	0.7894736842105263
otu_138	otu_520	0.7894736842105263
otu_108	otu_319	0.7894736842105263
otu_138	otu_319	0.7894736842105263
otu_108	otu_230	0.7894736842105263
otu_108	otu_239	0.7894736842105263
otu_382	otu_520	0.7894736842105263
otu_358	otu_884	0.7894736842105263
otu_358	otu_762	0.7894736842105263
otu_358	otu_776	0.7894736842105263
otu_358	otu_883	0.7894736842105263
otu_358	otu_718	0.7894736842105263
otu_358	otu_728	0.7894736842105263
otu_358	otu_731	0.7894736842105263
otu_329	otu_713	0.7894736842105263
otu_329	otu_718	0.7894736842105263
otu_329	otu_728	0.7894736842105263
otu_68	otu_87	0.7894736842105263
otu_676	otu_808	0.7894736842105263
otu_676	otu_855	0.7894736842105263
otu_676	otu_730	0.7894736842105263
otu_676	otu_761	0.7894736842105263
otu_230	otu_382	0.7894736842105263
otu_230	otu_317	0.7894736842105263
otu_230	otu_356	0.7894736842105263
otu_329	otu_848	0.7894736842105263
otu_329	otu_862	0.7894736842105263
otu_329	otu_883	0.7894736842105263
otu_329	otu_884	0.7894736842105263
otu_329	otu_617	0.7894736842105263
otu_382	otu_730	0.7894736842105263
otu_382	otu_734	0.7894736842105263
otu_382	otu_735	0.7894736842105263
otu_382	otu_761	0.7894736842105263
otu_382	otu_642	0.7894736842105263
otu_711	otu_730	0.7894736842105263
otu_138	otu_808	0.7894736842105263
otu_138	otu_855	0.7894736842105263
otu_204	otu_883	0.7894736842105263
otu_204	otu_884	0.7894736842105263
otu_204	otu_848	0.7894736842105263
otu_204	otu_862	0.7894736842105263
otu_204	otu_718	0.7894736842105263
otu_382	otu_875	0.7894736842105263
otu_382	otu_808	0.7894736842105263
otu_382	otu_855	0.7894736842105263
otu_68	otu_344	0.7894736842105263
otu_239	otu_317	0.7894736842105263
otu_239	otu_356	0.7894736842105263
otu_239	otu_382	0.7894736842105263
otu_239	otu_256	0.7894736842105263
otu_319	otu_575	0.7894736842105263
otu_319	otu_653	0.7894736842105263
otu_68	otu_297	0.7894736842105263
otu_711	otu_808	0.7894736842105263
otu_230	otu_864	0.7894736842105263
otu_329	otu_344	0.7894736842105263
otu_325	otu_793	0.7894736842105263
otu_319	otu_864	0.7894736842105263
otu_319	otu_711	0.7894736842105263
otu_319	otu_754	0.7894736842105263
otu_68	otu_617	0.7894736842105263
otu_673	otu_884	0.7894736842105263
otu_673	otu_848	0.7894736842105263
otu_673	otu_862	0.7894736842105263
otu_99	otu_848	0.7894736842105263
otu_99	otu_862	0.7894736842105263
otu_673	otu_713	0.7894736842105263
otu_673	otu_718	0.7894736842105263
otu_415	otu_801	0.7894736842105263
otu_317	otu_875	0.7894736842105263
otu_204	otu_713	0.7894736842105263
otu_204	otu_506	0.7894736842105263
otu_87	otu_793	0.7894736842105263
otu_406	otu_801	0.7894736842105263
otu_31	otu_773	0.7894736842105263
otu_406	otu_727	0.7894736842105263
otu_673	otu_883	0.7894736842105263
otu_108	otu_735	0.7894736842105263
otu_108	otu_642	0.7894736842105263
otu_735	otu_754	0.7894736842105263
otu_735	otu_864	0.7894736842105263
otu_734	otu_864	0.7894736842105263
otu_734	otu_754	0.7894736842105263
otu_731	otu_793	0.7894736842105263
otu_317	otu_855	0.7894736842105263
otu_138	otu_875	0.7894736842105263
otu_138	otu_734	0.7894736842105263
otu_138	otu_735	0.7894736842105263
otu_138	otu_761	0.7894736842105263
otu_319	otu_356	0.7894736842105263
otu_319	otu_382	0.7894736842105263
otu_108	otu_730	0.7894736842105263
otu_108	otu_734	0.7894736842105263
otu_317	otu_642	0.7894736842105263
otu_239	otu_864	0.7894736842105263
otu_239	otu_711	0.7894736842105263
otu_239	otu_754	0.7894736842105263
otu_239	otu_575	0.7894736842105263
otu_239	otu_653	0.7894736842105263
otu_653	otu_734	0.7894736842105263
otu_653	otu_735	0.7894736842105263
otu_31	otu_415	0.7894736842105263
otu_204	otu_344	0.7894736842105263
otu_317	otu_761	0.7894736842105263
otu_317	otu_808	0.7894736842105263
otu_317	otu_730	0.7894736842105263
otu_317	otu_734	0.7894736842105263
otu_317	otu_735	0.7894736842105263
otu_317	otu_520	0.7894736842105263
otu_5	otu_754	0.7894736842105263
otu_653	otu_808	0.7894736842105263
otu_653	otu_855	0.7894736842105263
otu_653	otu_875	0.7894736842105263
otu_190	otu_884	0.7894736842105263
otu_31	otu_512	0.7894736842105263
otu_31	otu_621	0.7894736842105263
otu_31	otu_406	0.7894736842105263
otu_415	otu_727	0.7894736842105263
otu_145	otu_713	0.7894736842105263
otu_145	otu_718	0.7894736842105263
otu_145	otu_506	0.7894736842105263
otu_145	otu_344	0.7894736842105263
otu_99	otu_884	0.7894736842105263
otu_5	otu_676	0.7894736842105263
otu_5	otu_711	0.7894736842105263
otu_504	otu_773	0.7894736842105263
otu_190	otu_713	0.7894736842105263
otu_190	otu_718	0.7894736842105263
otu_190	otu_506	0.7894736842105263
otu_190	otu_344	0.7894736842105263
otu_504	otu_512	0.7894736842105263
otu_31	otu_352	0.7894736842105263
otu_190	otu_862	0.7894736842105263
otu_3	otu_711	0.7894736842105263
otu_754	otu_808	0.7894736842105263
otu_754	otu_855	0.7894736842105263
otu_754	otu_875	0.7894736842105263
otu_108	otu_520	0.7894736842105263
otu_754	otu_761	0.7894736842105263
otu_629	otu_676	0.7894736842105263
otu_506	otu_507	0.7894736842105263
otu_317	otu_319	0.7894736842105263
otu_68	otu_848	0.7894736842105263
otu_68	otu_862	0.7894736842105263
otu_68	otu_728	0.7894736842105263
otu_68	otu_713	0.7894736842105263
otu_68	otu_718	0.7894736842105263
otu_3	otu_754	0.7894736842105263
otu_3	otu_864	0.7894736842105263
otu_653	otu_761	0.7894736842105263
otu_145	otu_883	0.7894736842105263
otu_145	otu_884	0.7894736842105263
otu_145	otu_848	0.7894736842105263
otu_145	otu_862	0.7894736842105263
otu_653	otu_730	0.7894736842105263
otu_68	otu_883	0.7894736842105263
otu_68	otu_884	0.7894736842105263
otu_793	otu_862	0.7894736842105263
otu_793	otu_883	0.7894736842105263
otu_793	otu_884	0.7894736842105263
otu_776	otu_793	0.7894736842105263
otu_773	otu_801	0.7894736842105263
otu_762	otu_793	0.7894736842105263
otu_3	otu_22	0.7894736842105263
otu_108	otu_761	0.7894736842105263
otu_3	otu_108	0.7894736842105263
otu_543	otu_676	0.7894736842105263
otu_22	otu_239	0.7894736842105263
otu_22	otu_66	0.7894736842105263
otu_22	otu_230	0.7894736842105263
otu_297	otu_329	0.7894736842105263
otu_73	otu_520	0.7894736842105263
otu_793	otu_848	0.7894736842105263
otu_22	otu_319	0.7894736842105263
otu_507	otu_776	0.7894736842105263
otu_507	otu_731	0.7894736842105263
otu_507	otu_762	0.7894736842105263
otu_575	otu_735	0.7894736842105263
otu_575	otu_734	0.7894736842105263
otu_520	otu_754	0.7894736842105263
otu_3	otu_256	0.7894736842105263
otu_22	otu_855	0.7894736842105263
otu_520	otu_711	0.7894736842105263
otu_520	otu_575	0.7894736842105263
otu_520	otu_653	0.7894736842105263
otu_512	otu_727	0.7894736842105263
otu_512	otu_801	0.7894736842105263
otu_22	otu_642	0.7894736842105263
otu_22	otu_520	0.7894736842105263
otu_352	otu_727	0.7894736842105263
otu_87	otu_507	0.7894736842105263
otu_230	otu_256	0.7894736842105263
otu_711	otu_855	0.7894736842105263
otu_711	otu_875	0.7894736842105263
otu_711	otu_734	0.7894736842105263
otu_711	otu_735	0.7894736842105263
otu_711	otu_761	0.7894736842105263
otu_5	otu_356	0.7894736842105263
otu_5	otu_382	0.7894736842105263
otu_5	otu_317	0.7894736842105263
otu_718	otu_793	0.7894736842105263
otu_138	otu_230	0.7894736842105263
otu_138	otu_239	0.7894736842105263
otu_713	otu_793	0.7894736842105263
otu_66	otu_108	0.7894736842105263
otu_73	otu_808	0.7894736842105263
otu_73	otu_855	0.7894736842105263
otu_73	otu_875	0.7894736842105263
otu_3	otu_138	0.7894736842105263
otu_3	otu_356	0.7894736842105263
otu_66	otu_317	0.7894736842105263
otu_66	otu_138	0.7894736842105263
otu_66	otu_73	0.7894736842105263
otu_73	otu_730	0.7894736842105263
otu_73	otu_761	0.7894736842105263
otu_3	otu_575	0.7894736842105263
otu_3	otu_653	0.7894736842105263
otu_3	otu_382	0.7894736842105263
otu_256	otu_734	0.7894736842105263
otu_256	otu_735	0.7894736842105263
otu_256	otu_642	0.7894736842105263
otu_10	otu_121	0.7857142857142857
otu_10	otu_115	0.7857142857142857
otu_346	otu_357	0.7857142857142857
otu_206	otu_526	0.7857142857142857
otu_206	otu_482	0.7857142857142857
otu_77	otu_526	0.7857142857142857
otu_107	otu_288	0.7857142857142857
otu_261	otu_296	0.7857142857142857
otu_10	otu_719	0.7857142857142857
otu_286	otu_345	0.7857142857142857
otu_148	otu_499	0.7857142857142857
otu_154	otu_357	0.7857142857142857
otu_215	otu_536	0.7857142857142857
otu_115	otu_184	0.7857142857142857
otu_655	otu_827	0.7857142857142857
otu_305	otu_536	0.7857142857142857
otu_816	otu_874	0.7857142857142857
otu_215	otu_573	0.7857142857142857
otu_357	otu_643	0.7857142857142857
otu_154	otu_184	0.7857142857142857
otu_402	otu_611	0.7857142857142857
otu_288	otu_738	0.7857142857142857
otu_587	otu_894	0.7857142857142857
otu_206	otu_759	0.7857142857142857
otu_184	otu_719	0.7857142857142857
otu_184	otu_306	0.7857142857142857
otu_77	otu_892	0.7857142857142857
otu_184	otu_346	0.7857142857142857
otu_10	otu_154	0.7857142857142857
otu_184	otu_643	0.7857142857142857
otu_376	otu_667	0.7857142857142857
otu_561	otu_687	0.7857142857142857
otu_552	otu_847	0.7857142857142857
otu_183	otu_316	0.7857142857142857
otu_39	otu_894	0.7857142857142857
otu_215	otu_717	0.7857142857142857
otu_350	otu_421	0.7857142857142857
otu_224	otu_421	0.7857142857142857
otu_232	otu_717	0.7857142857142857
otu_246	otu_357	0.7857142857142857
otu_296	otu_499	0.7857142857142857
otu_452	otu_611	0.7857142857142857
otu_439	otu_667	0.7857142857142857
otu_127	otu_743	0.7857142857142857
otu_142	otu_452	0.7857142857142857
otu_142	otu_402	0.7857142857142857
otu_717	otu_816	0.7857142857142857
otu_499	otu_573	0.7857142857142857
otu_121	otu_184	0.7857142857142857
otu_305	otu_717	0.7857142857142857
otu_305	otu_573	0.7857142857142857
otu_439	otu_874	0.7857142857142857
otu_4	otu_827	0.7857142857142857
otu_124	otu_894	0.7857142857142857
otu_124	otu_526	0.7857142857142857
otu_306	otu_357	0.7857142857142857
otu_4	otu_314	0.7857142857142857
otu_10	otu_643	0.7857142857142857
otu_250	otu_552	0.7857142857142857
otu_314	otu_655	0.7857142857142857
otu_316	otu_628	0.7857142857142857
otu_421	otu_640	0.7857142857142857
otu_316	otu_860	0.7857142857142857
otu_115	otu_357	0.7857142857142857
otu_10	otu_346	0.7857142857142857
otu_421	otu_479	0.7857142857142857
otu_10	otu_306	0.7857142857142857
otu_499	otu_536	0.7857142857142857
otu_421	otu_763	0.7857142857142857
otu_209	otu_421	0.7857142857142857
otu_447	otu_609	0.7777777777777778
otu_477	otu_508	0.7777777777777778
otu_87	otu_862	0.7777777777777778
otu_204	otu_536	0.7777777777777778
otu_87	otu_762	0.7777777777777778
otu_87	otu_848	0.7777777777777778
otu_87	otu_731	0.7777777777777778
otu_406	otu_520	0.7777777777777778
otu_406	otu_642	0.7777777777777778
otu_447	otu_698	0.7777777777777778
otu_190	otu_874	0.7777777777777778
otu_207	otu_230	0.7777777777777778
otu_207	otu_239	0.7777777777777778
otu_48	otu_703	0.7777777777777778
otu_190	otu_717	0.7777777777777778
otu_48	otu_721	0.7777777777777778
otu_190	otu_667	0.7777777777777778
otu_358	otu_667	0.7777777777777778
otu_477	otu_489	0.7777777777777778
otu_190	otu_573	0.7777777777777778
otu_204	otu_774	0.7777777777777778
otu_204	otu_851	0.7777777777777778
otu_204	otu_874	0.7777777777777778
otu_204	otu_717	0.7777777777777778
otu_190	otu_536	0.7777777777777778
otu_207	otu_319	0.7777777777777778
otu_288	otu_329	0.7777777777777778
otu_45	otu_558	0.7777777777777778
otu_207	otu_642	0.7777777777777778
otu_207	otu_735	0.7777777777777778
otu_87	otu_344	0.7777777777777778
otu_299	otu_545	0.7777777777777778
otu_299	otu_898	0.7777777777777778
otu_801	otu_855	0.7777777777777778
