source	target	similarity
otu_713	otu_848	0.8823529411764706
otu_713	otu_718	0.8823529411764706
otu_801	otu_808	0.8823529411764706
otu_773	otu_855	0.8823529411764706
otu_773	otu_808	0.8823529411764706
otu_762	otu_776	0.8823529411764706
otu_1	otu_300	0.875
otu_776	otu_874	0.875
otu_609	otu_896	0.875
otu_762	otu_874	0.875
otu_5	otu_855	0.875
otu_5	otu_761	0.875
otu_296	otu_506	0.875
otu_5	otu_808	0.875
otu_5	otu_730	0.875
otu_667	otu_848	0.875
otu_299	otu_744	0.875
otu_237	otu_299	0.875
otu_237	otu_330	0.875
otu_246	otu_718	0.875
otu_239	otu_735	0.875
otu_239	otu_319	0.875
otu_239	otu_734	0.875
otu_299	otu_670	0.875
otu_330	otu_670	0.875
otu_288	otu_728	0.875
otu_288	otu_776	0.875
otu_288	otu_762	0.875
otu_148	otu_506	0.875
otu_573	otu_762	0.875
otu_246	otu_883	0.875
otu_103	otu_135	0.875
otu_48	otu_558	0.875
otu_330	otu_744	0.875
otu_297	otu_851	0.875
otu_325	otu_719	0.875
otu_761	otu_855	0.875
otu_344	otu_667	0.875
otu_66	otu_855	0.875
otu_3	otu_735	0.875
otu_288	otu_731	0.875
otu_84	otu_416	0.875
otu_319	otu_734	0.875
otu_87	otu_667	0.875
otu_90	otu_299	0.875
otu_90	otu_330	0.875
otu_477	otu_764	0.875
otu_477	otu_574	0.875
otu_477	otu_802	0.875
otu_191	otu_477	0.875
otu_29	otu_654	0.875
otu_421	otu_506	0.875
otu_3	otu_319	0.875
otu_164	otu_777	0.875
otu_14	otu_538	0.875
otu_531	otu_654	0.875
otu_161	otu_300	0.875
otu_536	otu_731	0.875
otu_536	otu_762	0.875
otu_573	otu_731	0.875
otu_263	otu_802	0.875
otu_288	otu_506	0.875
otu_280	otu_558	0.875
otu_728	otu_874	0.875
otu_74	otu_161	0.875
otu_667	otu_862	0.875
otu_734	otu_735	0.875
otu_731	otu_874	0.875
otu_808	otu_855	0.875
otu_1	otu_74	0.875
otu_139	otu_574	0.875
otu_139	otu_802	0.875
otu_718	otu_851	0.875
otu_121	otu_325	0.875
otu_3	otu_239	0.875
otu_851	otu_883	0.875
otu_263	otu_574	0.875
otu_5	otu_66	0.875
otu_730	otu_855	0.875
otu_717	otu_776	0.875
otu_263	otu_533	0.875
otu_3	otu_77	0.8666666666666667
otu_319	otu_452	0.8666666666666667
otu_316	otu_875	0.8666666666666667
otu_288	otu_874	0.8666666666666667
otu_66	otu_863	0.8666666666666667
otu_66	otu_493	0.8666666666666667
otu_761	otu_863	0.8666666666666667
otu_239	otu_345	0.8666666666666667
otu_246	otu_346	0.8666666666666667
otu_246	otu_643	0.8666666666666667
otu_246	otu_306	0.8666666666666667
otu_148	otu_296	0.8666666666666667
otu_12	otu_66	0.8666666666666667
otu_77	otu_734	0.8666666666666667
otu_316	otu_520	0.8666666666666667
otu_402	otu_734	0.8666666666666667
otu_319	otu_402	0.8666666666666667
otu_493	otu_808	0.8666666666666667
otu_452	otu_520	0.8666666666666667
otu_12	otu_808	0.8666666666666667
otu_12	otu_761	0.8666666666666667
otu_12	otu_730	0.8666666666666667
otu_12	otu_875	0.8666666666666667
otu_520	otu_863	0.8666666666666667
otu_493	otu_875	0.8666666666666667
otu_452	otu_735	0.8666666666666667
otu_154	otu_246	0.8666666666666667
otu_402	otu_735	0.8666666666666667
otu_493	otu_730	0.8666666666666667
otu_452	otu_875	0.8666666666666667
otu_493	otu_520	0.8666666666666667
otu_493	otu_761	0.8666666666666667
otu_808	otu_863	0.8666666666666667
otu_3	otu_402	0.8666666666666667
otu_863	otu_875	0.8666666666666667
otu_667	otu_851	0.8666666666666667
otu_3	otu_124	0.8666666666666667
otu_124	otu_734	0.8666666666666667
otu_12	otu_520	0.8666666666666667
otu_730	otu_863	0.8666666666666667
otu_642	otu_880	0.8666666666666667
otu_642	otu_743	0.8666666666666667
otu_115	otu_246	0.8666666666666667
otu_115	otu_561	0.8571428571428572
otu_115	otu_314	0.8571428571428572
otu_851	otu_860	0.8571428571428572
otu_288	otu_611	0.8571428571428572
otu_267	otu_330	0.8571428571428572
otu_280	otu_830	0.8571428571428572
otu_286	otu_573	0.8571428571428572
otu_286	otu_536	0.8571428571428572
otu_387	otu_698	0.8571428571428572
otu_139	otu_370	0.8571428571428572
otu_115	otu_827	0.8571428571428572
otu_124	otu_206	0.8571428571428572
otu_667	otu_860	0.8571428571428572
otu_655	otu_687	0.8571428571428572
otu_643	otu_827	0.8571428571428572
otu_4	otu_687	0.8571428571428572
otu_32	otu_48	0.8571428571428572
otu_32	otu_280	0.8571428571428572
otu_343	otu_462	0.8571428571428572
otu_296	otu_526	0.8571428571428572
otu_296	otu_892	0.8571428571428572
otu_296	otu_894	0.8571428571428572
otu_346	otu_827	0.8571428571428572
otu_346	otu_561	0.8571428571428572
otu_421	otu_759	0.8571428571428572
otu_421	otu_482	0.8571428571428572
otu_183	otu_851	0.8571428571428572
otu_460	otu_668	0.8571428571428572
otu_402	otu_452	0.8571428571428572
otu_440	otu_650	0.8571428571428572
otu_500	otu_775	0.8571428571428572
otu_183	otu_667	0.8571428571428572
otu_154	otu_314	0.8571428571428572
otu_561	otu_643	0.8571428571428572
otu_164	otu_789	0.8571428571428572
otu_164	otu_783	0.8571428571428572
otu_148	otu_737	0.8571428571428572
otu_148	otu_286	0.8571428571428572
otu_541	otu_826	0.8571428571428572
otu_148	otu_526	0.8571428571428572
otu_154	otu_561	0.8571428571428572
otu_154	otu_827	0.8571428571428572
otu_314	otu_643	0.8571428571428572
otu_314	otu_346	0.8571428571428572
otu_77	otu_402	0.8571428571428572
otu_77	otu_124	0.8571428571428572
otu_250	otu_717	0.8571428571428572
otu_628	otu_851	0.8571428571428572
otu_246	otu_827	0.8571428571428572
otu_69	otu_168	0.8571428571428572
otu_359	otu_871	0.8571428571428572
otu_48	otu_830	0.8571428571428572
otu_227	otu_343	0.8571428571428572
otu_306	otu_314	0.8571428571428572
otu_69	otu_532	0.8571428571428572
otu_306	otu_827	0.8571428571428572
otu_246	otu_314	0.8571428571428572
otu_628	otu_667	0.8571428571428572
otu_626	otu_823	0.8571428571428572
otu_622	otu_775	0.8571428571428572
otu_306	otu_561	0.8571428571428572
otu_73	otu_507	0.85
otu_73	otu_329	0.85
otu_256	otu_793	0.85
otu_793	otu_864	0.85
otu_73	otu_204	0.85
otu_673	otu_676	0.85
otu_73	otu_793	0.85
otu_73	otu_673	0.85
otu_507	otu_864	0.85
otu_99	otu_256	0.85
otu_99	otu_317	0.85
otu_99	otu_356	0.85
otu_99	otu_653	0.85
otu_204	otu_676	0.85
otu_190	otu_676	0.85
otu_190	otu_256	0.85
otu_190	otu_864	0.85
otu_99	otu_754	0.85
otu_673	otu_864	0.85
otu_358	otu_575	0.85
otu_358	otu_676	0.85
otu_99	otu_108	0.85
otu_329	otu_676	0.85
otu_329	otu_575	0.85
otu_68	otu_73	0.85
otu_68	otu_575	0.85
otu_73	otu_99	0.85
otu_575	otu_793	0.85
otu_204	otu_864	0.85
otu_358	otu_864	0.85
otu_99	otu_864	0.85
otu_99	otu_382	0.85
otu_99	otu_711	0.85
otu_145	otu_864	0.85
otu_145	otu_676	0.85
otu_507	otu_575	0.85
otu_507	otu_676	0.85
otu_22	otu_99	0.85
otu_99	otu_138	0.85
otu_145	otu_256	0.85
otu_676	otu_793	0.85
otu_256	otu_673	0.85
otu_204	otu_256	0.85
otu_99	otu_676	0.85
otu_99	otu_575	0.85
otu_256	otu_358	0.85
otu_73	otu_145	0.85
otu_73	otu_190	0.85
otu_68	otu_676	0.85
otu_256	otu_507	0.85
otu_286	otu_737	0.8461538461538461
otu_278	otu_827	0.8461538461538461
otu_286	otu_526	0.8461538461538461
otu_526	otu_892	0.8461538461538461
otu_526	otu_737	0.8461538461538461
otu_561	otu_827	0.8461538461538461
otu_482	otu_894	0.8461538461538461
otu_452	otu_738	0.8461538461538461
otu_183	otu_628	0.8461538461538461
otu_402	otu_738	0.8461538461538461
otu_816	otu_880	0.8461538461538461
otu_107	otu_402	0.8461538461538461
otu_124	otu_261	0.8461538461538461
otu_439	otu_880	0.8461538461538461
otu_628	otu_860	0.8461538461538461
otu_77	otu_107	0.8461538461538461
otu_314	otu_827	0.8461538461538461
otu_39	otu_209	0.8461538461538461
otu_39	otu_763	0.8461538461538461
otu_39	otu_640	0.8461538461538461
otu_39	otu_350	0.8461538461538461
otu_215	otu_311	0.8461538461538461
otu_224	otu_587	0.8461538461538461
otu_209	otu_587	0.8461538461538461
otu_206	otu_261	0.8461538461538461
otu_232	otu_452	0.8461538461538461
otu_350	otu_587	0.8461538461538461
otu_759	otu_894	0.8461538461538461
otu_39	otu_224	0.8461538461538461
otu_305	otu_311	0.8461538461538461
otu_587	otu_640	0.8461538461538461
otu_587	otu_763	0.8461538461538461
otu_892	otu_894	0.8461538461538461
otu_108	otu_848	0.8421052631578947
otu_22	otu_617	0.8421052631578947
otu_22	otu_344	0.8421052631578947
otu_507	otu_801	0.8421052631578947
otu_22	otu_713	0.8421052631578947
otu_22	otu_506	0.8421052631578947
otu_507	otu_727	0.8421052631578947
otu_507	otu_512	0.8421052631578947
otu_507	otu_745	0.8421052631578947
otu_507	otu_773	0.8421052631578947
otu_617	otu_653	0.8421052631578947
otu_617	otu_711	0.8421052631578947
otu_99	otu_727	0.8421052631578947
otu_621	otu_793	0.8421052631578947
otu_621	otu_673	0.8421052631578947
otu_507	otu_621	0.8421052631578947
otu_22	otu_883	0.8421052631578947
otu_22	otu_884	0.8421052631578947
otu_22	otu_776	0.8421052631578947
otu_22	otu_848	0.8421052631578947
otu_22	otu_862	0.8421052631578947
otu_575	otu_762	0.8421052631578947
otu_575	otu_776	0.8421052631578947
otu_617	otu_754	0.8421052631578947
otu_68	otu_801	0.8421052631578947
otu_317	otu_731	0.8421052631578947
otu_317	otu_617	0.8421052631578947
otu_317	otu_762	0.8421052631578947
otu_317	otu_776	0.8421052631578947
otu_317	otu_848	0.8421052631578947
otu_317	otu_713	0.8421052631578947
otu_754	otu_776	0.8421052631578947
otu_754	otu_848	0.8421052631578947
otu_754	otu_862	0.8421052631578947
otu_68	otu_727	0.8421052631578947
otu_317	otu_344	0.8421052631578947
otu_317	otu_506	0.8421052631578947
otu_108	otu_506	0.8421052631578947
otu_754	otu_883	0.8421052631578947
otu_754	otu_884	0.8421052631578947
otu_73	otu_87	0.8421052631578947
otu_754	otu_762	0.8421052631578947
otu_329	otu_727	0.8421052631578947
otu_108	otu_731	0.8421052631578947
otu_87	otu_108	0.8421052631578947
otu_87	otu_138	0.8421052631578947
otu_108	otu_728	0.8421052631578947
otu_108	otu_617	0.8421052631578947
otu_108	otu_713	0.8421052631578947
otu_108	otu_718	0.8421052631578947
otu_745	otu_793	0.8421052631578947
otu_317	otu_718	0.8421052631578947
otu_317	otu_728	0.8421052631578947
otu_317	otu_862	0.8421052631578947
otu_317	otu_883	0.8421052631578947
otu_317	otu_884	0.8421052631578947
otu_731	otu_754	0.8421052631578947
otu_731	otu_864	0.8421052631578947
otu_506	otu_653	0.8421052631578947
otu_22	otu_731	0.8421052631578947
otu_22	otu_762	0.8421052631578947
otu_506	otu_754	0.8421052631578947
otu_190	otu_207	0.8421052631578947
otu_22	otu_728	0.8421052631578947
otu_99	otu_512	0.8421052631578947
otu_506	otu_864	0.8421052631578947
otu_22	otu_718	0.8421052631578947
otu_506	otu_711	0.8421052631578947
otu_504	otu_673	0.8421052631578947
otu_190	otu_621	0.8421052631578947
otu_504	otu_793	0.8421052631578947
otu_190	otu_727	0.8421052631578947
otu_190	otu_504	0.8421052631578947
otu_190	otu_352	0.8421052631578947
otu_352	otu_358	0.8421052631578947
otu_352	otu_507	0.8421052631578947
otu_344	otu_754	0.8421052631578947
otu_344	otu_653	0.8421052631578947
otu_344	otu_676	0.8421052631578947
otu_344	otu_711	0.8421052631578947
otu_344	otu_382	0.8421052631578947
otu_727	otu_793	0.8421052631578947
otu_728	otu_754	0.8421052631578947
otu_329	otu_801	0.8421052631578947
otu_344	otu_356	0.8421052631578947
otu_31	otu_190	0.8421052631578947
otu_31	otu_204	0.8421052631578947
otu_31	otu_329	0.8421052631578947
otu_190	otu_801	0.8421052631578947
otu_504	otu_507	0.8421052631578947
otu_653	otu_776	0.8421052631578947
otu_31	otu_68	0.8421052631578947
otu_31	otu_99	0.8421052631578947
otu_31	otu_145	0.8421052631578947
otu_145	otu_801	0.8421052631578947
otu_653	otu_713	0.8421052631578947
otu_653	otu_718	0.8421052631578947
otu_653	otu_728	0.8421052631578947
otu_653	otu_762	0.8421052631578947
otu_31	otu_507	0.8421052631578947
otu_31	otu_673	0.8421052631578947
otu_653	otu_731	0.8421052631578947
otu_356	otu_713	0.8421052631578947
otu_356	otu_718	0.8421052631578947
otu_356	otu_728	0.8421052631578947
otu_87	otu_317	0.8421052631578947
otu_87	otu_356	0.8421052631578947
otu_356	otu_762	0.8421052631578947
otu_356	otu_617	0.8421052631578947
otu_718	otu_754	0.8421052631578947
otu_352	otu_793	0.8421052631578947
otu_356	otu_506	0.8421052631578947
otu_711	otu_884	0.8421052631578947
otu_138	otu_297	0.8421052631578947
otu_87	otu_575	0.8421052631578947
otu_87	otu_382	0.8421052631578947
otu_352	otu_673	0.8421052631578947
otu_87	otu_711	0.8421052631578947
otu_204	otu_352	0.8421052631578947
otu_204	otu_207	0.8421052631578947
otu_87	otu_653	0.8421052631578947
otu_145	otu_727	0.8421052631578947
otu_415	otu_507	0.8421052631578947
otu_415	otu_793	0.8421052631578947
otu_653	otu_884	0.8421052631578947
otu_653	otu_848	0.8421052631578947
otu_653	otu_862	0.8421052631578947
otu_653	otu_883	0.8421052631578947
otu_145	otu_504	0.8421052631578947
otu_145	otu_352	0.8421052631578947
otu_145	otu_621	0.8421052631578947
otu_87	otu_754	0.8421052631578947
otu_406	otu_793	0.8421052631578947
otu_204	otu_621	0.8421052631578947
otu_204	otu_504	0.8421052631578947
otu_138	otu_344	0.8421052631578947
otu_713	otu_754	0.8421052631578947
otu_138	otu_713	0.8421052631578947
otu_138	otu_718	0.8421052631578947
otu_138	otu_728	0.8421052631578947
otu_138	otu_506	0.8421052631578947
otu_711	otu_776	0.8421052631578947
otu_711	otu_713	0.8421052631578947
otu_711	otu_848	0.8421052631578947
otu_711	otu_862	0.8421052631578947
otu_711	otu_883	0.8421052631578947
otu_138	otu_617	0.8421052631578947
otu_108	otu_297	0.8421052631578947
otu_108	otu_344	0.8421052631578947
otu_358	otu_512	0.8421052631578947
otu_358	otu_621	0.8421052631578947
otu_358	otu_406	0.8421052631578947
otu_207	otu_793	0.8421052631578947
otu_711	otu_762	0.8421052631578947
otu_356	otu_884	0.8421052631578947
otu_356	otu_776	0.8421052631578947
otu_356	otu_848	0.8421052631578947
otu_356	otu_862	0.8421052631578947
otu_356	otu_731	0.8421052631578947
otu_207	otu_673	0.8421052631578947
otu_356	otu_883	0.8421052631578947
otu_676	otu_713	0.8421052631578947
otu_676	otu_718	0.8421052631578947
otu_673	otu_801	0.8421052631578947
otu_406	otu_507	0.8421052631578947
otu_31	otu_793	0.8421052631578947
otu_673	otu_727	0.8421052631578947
otu_99	otu_801	0.8421052631578947
otu_99	otu_745	0.8421052631578947
otu_204	otu_801	0.8421052631578947
otu_99	otu_773	0.8421052631578947
otu_145	otu_207	0.8421052631578947
otu_382	otu_848	0.8421052631578947
otu_382	otu_862	0.8421052631578947
otu_382	otu_731	0.8421052631578947
otu_204	otu_727	0.8421052631578947
otu_382	otu_883	0.8421052631578947
otu_382	otu_884	0.8421052631578947
otu_711	otu_718	0.8421052631578947
otu_711	otu_728	0.8421052631578947
otu_711	otu_731	0.8421052631578947
otu_676	otu_884	0.8421052631578947
otu_382	otu_762	0.8421052631578947
otu_382	otu_617	0.8421052631578947
otu_382	otu_713	0.8421052631578947
otu_382	otu_776	0.8421052631578947
otu_138	otu_731	0.8421052631578947
otu_138	otu_762	0.8421052631578947
otu_138	otu_883	0.8421052631578947
otu_138	otu_884	0.8421052631578947
otu_138	otu_776	0.8421052631578947
otu_138	otu_848	0.8421052631578947
otu_138	otu_862	0.8421052631578947
otu_207	otu_358	0.8421052631578947
otu_382	otu_718	0.8421052631578947
otu_382	otu_728	0.8421052631578947
otu_382	otu_506	0.8421052631578947
otu_676	otu_848	0.8421052631578947
otu_676	otu_862	0.8421052631578947
otu_676	otu_883	0.8421052631578947
otu_358	otu_415	0.8421052631578947
otu_358	otu_773	0.8421052631578947
otu_207	otu_507	0.8421052631578947
otu_108	otu_862	0.8421052631578947
otu_108	otu_762	0.8421052631578947
otu_108	otu_883	0.8421052631578947
otu_108	otu_884	0.8421052631578947
otu_108	otu_776	0.8421052631578947
otu_22	otu_87	0.8421052631578947
otu_22	otu_297	0.8421052631578947
otu_575	otu_728	0.8421052631578947
otu_575	otu_731	0.8421052631578947
otu_575	otu_617	0.8421052631578947
otu_297	otu_711	0.8421052631578947
otu_297	otu_575	0.8421052631578947
otu_297	otu_653	0.8421052631578947
otu_297	otu_356	0.8421052631578947
otu_297	otu_754	0.8421052631578947
otu_73	otu_617	0.8421052631578947
otu_73	otu_344	0.8421052631578947
otu_297	otu_317	0.8421052631578947
otu_297	otu_382	0.8421052631578947
otu_256	otu_506	0.8421052631578947
otu_256	otu_731	0.8421052631578947
otu_256	otu_762	0.8421052631578947
otu_762	otu_864	0.8421052631578947
otu_776	otu_864	0.8421052631578947
otu_793	otu_801	0.8421052631578947
otu_73	otu_848	0.8421052631578947
otu_73	otu_862	0.8421052631578947
otu_256	otu_776	0.8421052631578947
otu_3	otu_204	0.8333333333333334
otu_3	otu_190	0.8333333333333334
otu_3	otu_145	0.8333333333333334
otu_284	otu_759	0.8333333333333334
otu_284	otu_482	0.8333333333333334
otu_773	otu_883	0.8333333333333334
otu_773	otu_884	0.8333333333333334
otu_793	otu_855	0.8333333333333334
otu_254	otu_561	0.8333333333333334
otu_297	otu_406	0.8333333333333334
otu_297	otu_415	0.8333333333333334
otu_297	otu_801	0.8333333333333334
otu_297	otu_727	0.8333333333333334
otu_71	otu_250	0.8333333333333334
otu_512	otu_883	0.8333333333333334
otu_512	otu_884	0.8333333333333334
otu_92	otu_561	0.8333333333333334
otu_520	otu_673	0.8333333333333334
otu_160	otu_482	0.8333333333333334
otu_160	otu_894	0.8333333333333334
otu_526	otu_794	0.8333333333333334
otu_169	otu_250	0.8333333333333334
otu_160	otu_759	0.8333333333333334
otu_19	otu_97	0.8333333333333334
otu_860	otu_869	0.8333333333333334
otu_834	otu_894	0.8333333333333334
otu_261	otu_763	0.8333333333333334
otu_261	otu_640	0.8333333333333334
otu_3	otu_673	0.8333333333333334
otu_827	otu_869	0.8333333333333334
otu_834	otu_892	0.8333333333333334
otu_275	otu_588	0.8333333333333334
otu_275	otu_417	0.8333333333333334
otu_267	otu_444	0.8333333333333334
otu_881	otu_894	0.8333333333333334
otu_3	otu_68	0.8333333333333334
otu_54	otu_628	0.8333333333333334
otu_358	otu_808	0.8333333333333334
otu_358	otu_855	0.8333333333333334
otu_358	otu_875	0.8333333333333334
otu_376	otu_439	0.8333333333333334
otu_376	otu_816	0.8333333333333334
otu_673	otu_875	0.8333333333333334
otu_204	otu_734	0.8333333333333334
otu_204	otu_735	0.8333333333333334
otu_204	otu_875	0.8333333333333334
otu_10	otu_184	0.8333333333333334
otu_5	otu_793	0.8333333333333334
otu_145	otu_239	0.8333333333333334
otu_145	otu_319	0.8333333333333334
otu_673	otu_734	0.8333333333333334
otu_673	otu_735	0.8333333333333334
otu_99	otu_808	0.8333333333333334
otu_99	otu_730	0.8333333333333334
otu_99	otu_761	0.8333333333333334
otu_406	otu_506	0.8333333333333334
otu_406	otu_728	0.8333333333333334
otu_406	otu_617	0.8333333333333334
otu_207	otu_731	0.8333333333333334
otu_358	otu_520	0.8333333333333334
otu_207	otu_762	0.8333333333333334
otu_207	otu_776	0.8333333333333334
otu_358	otu_730	0.8333333333333334
otu_358	otu_761	0.8333333333333334
otu_87	otu_801	0.8333333333333334
otu_87	otu_727	0.8333333333333334
otu_31	otu_883	0.8333333333333334
otu_204	otu_520	0.8333333333333334
otu_145	otu_520	0.8333333333333334
otu_415	otu_617	0.8333333333333334
otu_415	otu_506	0.8333333333333334
otu_31	otu_848	0.8333333333333334
otu_31	otu_862	0.8333333333333334
otu_415	otu_728	0.8333333333333334
otu_204	otu_319	0.8333333333333334
otu_204	otu_239	0.8333333333333334
otu_430	otu_482	0.8333333333333334
otu_444	otu_783	0.8333333333333334
otu_215	otu_305	0.8333333333333334
otu_87	otu_406	0.8333333333333334
otu_87	otu_415	0.8333333333333334
otu_66	otu_99	0.8333333333333334
otu_352	otu_728	0.8333333333333334
otu_713	otu_773	0.8333333333333334
otu_713	otu_745	0.8333333333333334
otu_718	otu_773	0.8333333333333334
otu_107	otu_738	0.8333333333333334
otu_718	otu_801	0.8333333333333334
otu_718	otu_727	0.8333333333333334
otu_718	otu_745	0.8333333333333334
otu_66	otu_358	0.8333333333333334
otu_352	otu_776	0.8333333333333334
otu_209	otu_261	0.8333333333333334
otu_209	otu_350	0.8333333333333334
otu_352	otu_884	0.8333333333333334
otu_444	otu_789	0.8333333333333334
otu_439	otu_816	0.8333333333333334
otu_430	otu_759	0.8333333333333334
otu_430	otu_894	0.8333333333333334
otu_31	otu_718	0.8333333333333334
otu_145	otu_875	0.8333333333333334
otu_145	otu_734	0.8333333333333334
otu_145	otu_735	0.8333333333333334
otu_462	otu_539	0.8333333333333334
otu_31	otu_87	0.8333333333333334
otu_482	otu_881	0.8333333333333334
otu_190	otu_734	0.8333333333333334
otu_31	otu_297	0.8333333333333334
otu_190	otu_875	0.8333333333333334
otu_190	otu_735	0.8333333333333334
otu_68	otu_239	0.8333333333333334
otu_337	otu_482	0.8333333333333334
otu_329	otu_734	0.8333333333333334
otu_329	otu_735	0.8333333333333334
otu_344	otu_504	0.8333333333333334
otu_337	otu_894	0.8333333333333334
otu_337	otu_759	0.8333333333333334
otu_230	otu_329	0.8333333333333334
otu_66	otu_507	0.8333333333333334
otu_5	otu_507	0.8333333333333334
otu_727	otu_883	0.8333333333333334
otu_727	otu_848	0.8333333333333334
otu_727	otu_862	0.8333333333333334
otu_344	otu_727	0.8333333333333334
otu_344	otu_801	0.8333333333333334
otu_344	otu_745	0.8333333333333334
otu_224	otu_261	0.8333333333333334
otu_224	otu_350	0.8333333333333334
otu_350	otu_640	0.8333333333333334
otu_87	otu_504	0.8333333333333334
otu_350	otu_763	0.8333333333333334
otu_31	otu_344	0.8333333333333334
otu_190	otu_520	0.8333333333333334
otu_190	otu_319	0.8333333333333334
otu_504	otu_506	0.8333333333333334
otu_504	otu_731	0.8333333333333334
otu_504	otu_617	0.8333333333333334
otu_504	otu_848	0.8333333333333334
otu_504	otu_862	0.8333333333333334
otu_504	otu_762	0.8333333333333334
otu_504	otu_776	0.8333333333333334
otu_621	otu_884	0.8333333333333334
otu_628	otu_635	0.8333333333333334
otu_621	otu_776	0.8333333333333334
otu_10	otu_357	0.8333333333333334
otu_190	otu_239	0.8333333333333334
otu_183	otu_869	0.8333333333333334
otu_5	otu_99	0.8333333333333334
otu_737	otu_794	0.8333333333333334
otu_118	otu_763	0.8333333333333334
otu_745	otu_848	0.8333333333333334
otu_318	otu_894	0.8333333333333334
otu_319	otu_329	0.8333333333333334
otu_68	otu_319	0.8333333333333334
otu_239	otu_329	0.8333333333333334
otu_319	otu_673	0.8333333333333334
otu_68	otu_642	0.8333333333333334
otu_232	otu_738	0.8333333333333334
otu_67	otu_783	0.8333333333333334
otu_67	otu_789	0.8333333333333334
otu_67	otu_267	0.8333333333333334
otu_329	otu_642	0.8333333333333334
otu_68	otu_230	0.8333333333333334
otu_71	otu_847	0.8333333333333334
otu_312	otu_628	0.8333333333333334
otu_250	otu_868	0.8333333333333334
otu_250	otu_891	0.8333333333333334
otu_745	otu_862	0.8333333333333334
otu_745	otu_883	0.8333333333333334
otu_745	otu_884	0.8333333333333334
otu_118	otu_209	0.8333333333333334
otu_118	otu_224	0.8333333333333334
otu_118	otu_640	0.8333333333333334
otu_759	otu_881	0.8333333333333334
otu_68	otu_734	0.8333333333333334
otu_68	otu_735	0.8333333333333334
otu_239	otu_673	0.8333333333333334
otu_621	otu_728	0.8333333333333334
otu_507	otu_642	0.8333333333333334
otu_507	otu_730	0.8333333333333334
otu_92	otu_827	0.8333333333333334
otu_507	otu_855	0.8333333333333334
otu_507	otu_761	0.8333333333333334
otu_507	otu_808	0.8333333333333334
otu_512	otu_713	0.8333333333333334
otu_512	otu_718	0.8333333333333334
otu_801	otu_883	0.8333333333333334
otu_801	otu_848	0.8333333333333334
otu_801	otu_862	0.8333333333333334
otu_3	otu_329	0.8333333333333334
otu_855	otu_884	0.8235294117647058
otu_288	otu_621	0.8235294117647058
otu_288	otu_352	0.8235294117647058
otu_5	otu_713	0.8235294117647058
otu_288	otu_415	0.8235294117647058
otu_667	otu_773	0.8235294117647058
otu_406	otu_874	0.8235294117647058
otu_5	otu_848	0.8235294117647058
otu_154	otu_745	0.8235294117647058
otu_512	otu_643	0.8235294117647058
otu_344	otu_642	0.8235294117647058
otu_734	otu_776	0.8235294117647058
otu_421	otu_621	0.8235294117647058
otu_239	otu_728	0.8235294117647058
otu_239	otu_506	0.8235294117647058
otu_239	otu_776	0.8235294117647058
otu_246	otu_745	0.8235294117647058
otu_512	otu_667	0.8235294117647058
otu_154	otu_773	0.8235294117647058
otu_728	otu_875	0.8235294117647058
otu_728	otu_734	0.8235294117647058
otu_154	otu_512	0.8235294117647058
otu_617	otu_808	0.8235294117647058
otu_520	otu_776	0.8235294117647058
otu_87	otu_319	0.8235294117647058
otu_617	otu_761	0.8235294117647058
otu_306	otu_745	0.8235294117647058
otu_297	otu_319	0.8235294117647058
otu_306	otu_512	0.8235294117647058
otu_352	otu_421	0.8235294117647058
otu_352	otu_573	0.8235294117647058
otu_713	otu_808	0.8235294117647058
otu_573	otu_621	0.8235294117647058
otu_730	otu_884	0.8235294117647058
otu_415	otu_717	0.8235294117647058
otu_415	otu_536	0.8235294117647058
otu_352	otu_874	0.8235294117647058
otu_406	otu_536	0.8235294117647058
otu_406	otu_717	0.8235294117647058
otu_406	otu_573	0.8235294117647058
otu_87	otu_735	0.8235294117647058
otu_148	otu_352	0.8235294117647058
otu_148	otu_207	0.8235294117647058
otu_415	otu_573	0.8235294117647058
otu_621	otu_874	0.8235294117647058
otu_520	otu_728	0.8235294117647058
otu_66	otu_713	0.8235294117647058
otu_617	otu_730	0.8235294117647058
otu_642	otu_718	0.8235294117647058
otu_207	otu_288	0.8235294117647058
otu_207	otu_296	0.8235294117647058
otu_230	otu_506	0.8235294117647058
otu_66	otu_617	0.8235294117647058
otu_66	otu_884	0.8235294117647058
otu_230	otu_731	0.8235294117647058
otu_642	otu_848	0.8235294117647058
otu_642	otu_862	0.8235294117647058
otu_306	otu_773	0.8235294117647058
otu_5	otu_344	0.8235294117647058
otu_319	otu_506	0.8235294117647058
otu_5	otu_884	0.8235294117647058
otu_3	otu_728	0.8235294117647058
otu_643	otu_745	0.8235294117647058
otu_643	otu_773	0.8235294117647058
otu_3	otu_776	0.8235294117647058
otu_808	otu_884	0.8235294117647058
otu_415	otu_874	0.8235294117647058
otu_855	otu_883	0.8235294117647058
otu_115	otu_512	0.8235294117647058
otu_346	otu_773	0.8235294117647058
otu_346	otu_745	0.8235294117647058
otu_346	otu_512	0.8235294117647058
otu_352	otu_536	0.8235294117647058
otu_761	otu_884	0.8235294117647058
otu_713	otu_855	0.8235294117647058
otu_713	otu_730	0.8235294117647058
otu_718	otu_855	0.8235294117647058
otu_115	otu_773	0.8235294117647058
otu_115	otu_745	0.8235294117647058
otu_776	otu_875	0.8235294117647058
