source	target	Spearman	P_value	FDR
otu_148	otu_526	0.8470681763433286	2.460271457671581e-6	2.491059997627586e-4
otu_306	otu_894	-0.8470681763433286	2.460271457671581e-6	2.491059997627586e-4
otu_160	otu_90	0.8469029862273706	2.4827154161410903e-6	2.5101988278803983e-4
otu_202	otu_565	0.8468468468468469	2.490383482101066e-6	2.514364952669447e-4
otu_727	otu_808	0.846753079427904	2.5032372255040514e-6	2.523747391107043e-4
otu_827	otu_92	0.846599851421739	2.5243664523166842e-6	2.5397636742129727e-4
otu_493	otu_676	0.8465859566599865	2.526290126869668e-6	2.5397636742129727e-4
otu_667	otu_711	0.8465514428380296	2.531073960865271e-6	2.54096881091058e-4
otu_48	otu_71	0.8464958061150109	2.5388021975825126e-6	2.54512227094566e-4
otu_184	otu_337	-0.8464677452457089	2.5427078034212514e-6	2.545437263775206e-4
otu_402	otu_621	0.8463231277092367	2.5629193673992745e-6	2.5593121921437277e-4
otu_154	otu_512	0.8463010893722119	2.5660116880210637e-6	2.5593121921437277e-4
otu_10	otu_209	-0.8462809917355372	2.5688345348662267e-6	2.5593121921437277e-4
otu_191	otu_489	0.8462655039845762	2.571011739949114e-6	2.5593121921437277e-4
otu_493	otu_863	0.8461538461538461	2.5867558259839996e-6	2.5709864421864987e-4
otu_215	otu_872	0.8461309526643682	2.5899942430740452e-6	2.5709864421864987e-4
otu_125	otu_830	0.8459797623121714	2.611469917424003e-6	2.5850634339014475e-4
otu_270	otu_830	0.8459797623121714	2.611469917424003e-6	2.5850634339014475e-4
otu_731	otu_874	0.8459277602690289	2.618892300798592e-6	2.588795128471423e-4
otu_31	otu_883	0.8458071631888217	2.6361762741622385e-6	2.6022511087398723e-4
otu_154	otu_643	0.8455598455598455	2.671933301279239e-6	2.6338796197700605e-4
otu_654	otu_67	0.8454220946880877	2.692032043061232e-6	2.645085304034786e-4
otu_67	otu_777	0.8454220946880877	2.692032043061232e-6	2.645085304034786e-4
otu_350	otu_538	0.845405263393889	2.6944968529729607e-6	2.645085304034786e-4
otu_565	otu_678	0.8453365627068764	2.704577947376663e-6	2.6513093582056484e-4
otu_738	otu_765	0.8452412250590429	2.718622216901778e-6	2.661395970236608e-4
otu_107	otu_288	0.8451972947695348	2.7251149994356183e-6	2.6640724234482604e-4
otu_160	otu_670	0.8450894894688538	2.741105680659217e-6	2.67323406656849e-4
otu_115	otu_834	-0.8450832748681509	2.7420299768543543e-6	2.67323406656849e-4
otu_206	otu_754	0.8450495030181353	2.747057609608916e-6	2.6744568013549664e-4
otu_138	otu_204	0.8446785102797569	2.8028189364981415e-6	2.7250013023764376e-4
otu_224	otu_640	0.8446280991735537	2.8104715190657714e-6	2.728698347743913e-4
otu_154	otu_337	-0.8442691291312837	2.8654931805149886e-6	2.778313196473055e-4
otu_319	otu_728	0.8441125657130842	2.889783279780289e-6	2.798036608438631e-4
otu_667	otu_721	0.8440810279007407	2.894697890720721e-6	2.798971455698797e-4
otu_504	otu_765	0.8439704426561294	2.911988270515309e-6	2.811853959959714e-4
otu_160	otu_261	0.8439409758569156	2.9166106700895256e-6	2.8124856850784383e-4
otu_207	otu_759	0.8433318430648579	3.0136078954523526e-6	2.898763873616368e-4
otu_175	otu_830	0.8433277881356442	3.014262902611975e-6	2.898763873616368e-4
otu_452	otu_801	0.8432455890630213	3.0275675961810578e-6	2.9076135629665126e-4
otu_2	otu_677	0.8431914295305993	3.0363617780082564e-6	2.912113361002885e-4
otu_107	otu_794	0.8430987193939846	3.051467326375956e-6	2.918701730421353e-4
otu_169	otu_215	0.8430987193939846	3.051467326375956e-6	2.918701730421353e-4
otu_139	otu_370	0.8429641648726183	3.0735072322762846e-6	2.9358207357791635e-4
otu_452	otu_765	0.8428131471295373	3.0984089554042527e-6	2.955623595198275e-4
otu_793	otu_855	0.8427653063535047	3.1063341434656166e-6	2.95758876345007e-4
otu_168	otu_192	0.8427252234597101	3.1129877779978443e-6	2.95758876345007e-4
otu_276	otu_430	0.8427252234597101	3.1129877779978443e-6	2.95758876345007e-4
otu_209	otu_654	0.8425720422430669	3.13852997391173e-6	2.977864128928618e-4
otu_296	otu_352	0.8424854848213904	3.1530436093163416e-6	2.985558658092901e-4
otu_232	otu_452	0.842469690781247	3.155698198309409e-6	2.985558658092901e-4
otu_138	otu_239	0.8424484177142314	3.1592767559818213e-6	2.985558658092901e-4
otu_116	otu_306	0.8424128835768261	3.1652622016764553e-6	2.987232008069513e-4
otu_312	otu_533	0.8423692443310785	3.1726264102527324e-6	2.9902003916632003e-4
otu_66	otu_863	0.8421870003277404	3.203542100704837e-6	3.015328684323453e-4
otu_207	otu_482	0.841775880254775	3.274250104379206e-6	3.0777950981164537e-4
otu_224	otu_609	0.8417054591777232	3.2864971908352913e-6	3.0852155615581733e-4
otu_558	otu_87	0.8416271359232915	3.3001654411446424e-6	3.086821577116589e-4
otu_237	otu_545	0.8416207975960769	3.3012737110649226e-6	3.086821577116589e-4
otu_545	otu_90	0.8416207975960769	3.3012737110649226e-6	3.086821577116589e-4
otu_325	otu_754	-0.8415154255494578	3.319745816465769e-6	3.1000040116973366e-4
otu_574	otu_869	0.8414624959518201	3.329058509304872e-6	3.104609880335422e-4
otu_506	otu_892	0.8413475955546268	3.3493530422479267e-6	3.1194316192163476e-4
otu_115	otu_261	-0.8412029786316825	3.375049516085582e-6	3.139238969843592e-4
otu_489	otu_73	0.8411308967074758	3.387921535757954e-6	3.147081609022028e-4
otu_337	otu_538	0.8408399321320598	3.440316419078826e-6	3.1915689334899327e-4
otu_438	otu_625	0.8408103159624729	3.4456888753364723e-6	3.192374440893435e-4
otu_306	otu_80	0.8407447392529116	3.4576106973105425e-6	3.199237803950157e-4
otu_168	otu_532	0.8405797101449275	3.487772115562393e-6	3.2201437431630486e-4
otu_462	otu_826	0.8405714285714285	3.4892917133433343e-6	3.2201437431630486e-4
otu_14	otu_90	0.8405172413793104	3.4992488431306867e-6	3.2211307439695085e-4
otu_406	otu_731	0.840516144294879	3.4994506925567492e-6	3.2211307439695085e-4
otu_477	otu_827	0.8403947616249001	3.521846303033982e-6	3.237540578130175e-4
otu_330	otu_898	0.8401739270123526	3.56291166059286e-6	3.2710482753391134e-4
otu_207	otu_415	0.8401206636500754	3.5728784852917528e-6	3.275955181417054e-4
otu_190	otu_621	0.8399252066299433	3.6096615338987448e-6	3.3054053084833e-4
otu_209	otu_500	0.8398555570696403	3.6228483830669234e-6	3.3132000257838875e-4
otu_118	otu_209	0.8396694214876033	3.658295885333729e-6	3.34130643258909e-4
otu_48	otu_559	0.8394689561327523	3.6968099537126875e-6	3.3714719889224533e-4
otu_285	otu_532	0.839438264717122	3.702737562782943e-6	3.3714719889224533e-4
otu_3	otu_356	0.8394180277224536	3.7066505780281034e-6	3.3714719889224533e-4
otu_154	otu_802	0.8393917262492593	3.711741601852836e-6	3.3714719889224533e-4
otu_245	otu_32	0.8393498268708535	3.7198644045055573e-6	3.3714719889224533e-4
otu_783	otu_900	0.8393498268708535	3.7198644045055573e-6	3.3714719889224533e-4
otu_721	otu_880	0.8392364497586678	3.74192190522038e-6	3.3871322727254105e-4
otu_148	otu_737	0.8391957955222941	3.749858889179336e-6	3.3894679271664896e-4
otu_512	otu_869	0.839169292998523	3.75504090799339e-6	3.3894679271664896e-4
otu_183	otu_869	0.8391298527327237	3.7627641842341575e-6	3.3894679271664896e-4
otu_721	otu_851	0.8390765949289971	3.773215199176505e-6	3.3894679271664896e-4
otu_280	otu_71	0.8389546408044094	3.7972421025322944e-6	3.3894679271664896e-4
otu_541	otu_660	0.8389546408044094	3.7972421025322944e-6	3.3894679271664896e-4
otu_206	otu_834	0.8388865263906607	3.810719650276795e-6	3.3894679271664896e-4
otu_261	otu_421	0.8388063889489712	3.826629489944722e-6	3.3894679271664896e-4
otu_444	otu_654	0.8387300992156227	3.841829169903832e-6	3.3894679271664896e-4
otu_444	otu_777	0.8387300992156227	3.841829169903832e-6	3.3894679271664896e-4
otu_154	otu_160	-0.8385701089732134	3.8738759264855815e-6	3.3894679271664896e-4
otu_346	otu_827	0.8384085574401906	3.906471455650262e-6	3.3894679271664896e-4
otu_160	otu_482	0.8382998528783887	3.928538517161684e-6	3.3894679271664896e-4
otu_297	otu_87	0.8382575757575758	3.937150067745421e-6	3.3894679271664896e-4
otu_263	otu_80	0.8382424926973817	3.940226357634913e-6	3.3894679271664896e-4
otu_435	otu_566	0.8382424926973817	3.940226357634913e-6	3.3894679271664896e-4
otu_263	otu_676	0.8381258228938414	3.9640927558259875e-6	3.3894679271664896e-4
otu_119	otu_258	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_119	otu_625	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_157	otu_497	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_157	otu_72	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_172	otu_193	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_234	otu_409	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_258	otu_322	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_258	otu_814	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_258	otu_818	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_272	otu_383	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_272	otu_661	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_322	otu_625	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_383	otu_397	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_386	otu_409	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_396	otu_608	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_396	otu_91	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_397	otu_661	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_432	otu_701	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_497	otu_742	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_497	otu_850	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_519	otu_748	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_519	otu_782	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_577	otu_666	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_603	otu_681	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_625	otu_814	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_625	otu_818	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_691	otu_748	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_691	otu_782	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_701	otu_723	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_701	otu_885	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_72	otu_742	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_72	otu_850	0.8380540736433387	3.978832489703876e-6	3.3894679271664896e-4
otu_801	otu_808	0.8376482076060986	4.063113398178331e-6	3.45710954632998e-4
otu_317	otu_754	0.837593984962406	4.074490008942888e-6	3.462632540453671e-4
otu_659	otu_868	0.8373390557939914	4.128350116650026e-6	3.504202908595057e-4
otu_154	otu_184	0.8372086624938303	4.156137848987385e-6	3.520329892395954e-4
otu_261	otu_881	0.8372029241534672	4.15736446290893e-6	3.520329892395954e-4
otu_202	otu_881	0.8371677626009465	4.164887398960815e-6	3.520329892395954e-4
otu_204	otu_356	0.8371568850769096	4.1672170829620825e-6	3.520329892395954e-4
otu_477	otu_869	0.837069349476759	4.186006294926159e-6	3.5319926447522195e-4
otu_719	otu_731	-0.8367495205554409	4.255285207754866e-6	3.586178292328584e-4
otu_267	otu_900	0.8366978526943263	4.266570276634241e-6	3.591418467063283e-4
otu_558	otu_677	0.8364994340581343	4.310150608866081e-6	3.6237987491576795e-4
otu_306	otu_773	0.836380517540076	4.336454583864224e-6	3.640356498653164e-4
otu_184	otu_506	-0.8363640106598755	4.3401168821066705e-6	3.640356498653164e-4
otu_202	otu_538	0.8363110583824108	4.351883321707106e-6	3.645911138407953e-4
otu_116	otu_802	0.8360471499298777	4.410941174093352e-6	3.6910255803428626e-4
otu_48	otu_713	0.835981112587809	4.425827818455019e-6	3.6991152412832305e-4
otu_284	otu_482	0.8358098533153835	4.46463842473932e-6	3.7271579857694234e-4
otu_68	otu_754	0.8356525600363401	4.500544812380269e-6	3.752713107320753e-4
otu_12	otu_54	0.8356032131758245	4.511861241951465e-6	3.7549670652724097e-4
otu_738	otu_87	0.8355727485873496	4.518859871849301e-6	3.7549670652724097e-4
otu_670	otu_894	0.8355715224509216	4.519141749925737e-6	3.7549670652724097e-4
otu_29	otu_678	0.8354551650031617	4.54596107690719e-6	3.768596401214874e-4
otu_14	otu_350	0.8354542214004644	4.5461791340351e-6	3.768596401214874e-4
otu_318	otu_898	0.8354090067971629	4.556638449670913e-6	3.772854050921445e-4
otu_280	otu_550	0.8351840581491087	4.608986960974448e-6	3.81115888933075e-4
otu_344	otu_880	0.8351351767960634	4.62043129401124e-6	3.81115888933075e-4
otu_116	otu_533	0.8351182086521779	4.624409736475599e-6	3.81115888933075e-4
otu_447	otu_896	0.8351182086521779	4.624409736475599e-6	3.81115888933075e-4
otu_115	otu_773	0.8348542757197475	4.686678026111224e-6	3.857990612992557e-4
otu_184	otu_759	-0.834780237498043	4.704276038047794e-6	3.8679845530472794e-4
otu_118	otu_284	0.834676154764674	4.729112548229608e-6	3.8839001270952686e-4
otu_204	otu_352	0.834652133583836	4.734860735045032e-6	3.884120248345506e-4
otu_499	otu_765	0.8345644937951392	4.755884250862152e-6	3.895857458202753e-4
otu_22	otu_721	0.8345467018213116	4.760162197081641e-6	3.895857458202753e-4
otu_280	otu_703	0.8343796240674399	4.800498508039652e-6	3.924338318982911e-4
otu_73	otu_863	0.8342943275251773	4.821205491056801e-6	3.934702480543469e-4
otu_300	otu_410	0.8342687689006459	4.827425341691338e-6	3.934702480543469e-4
otu_520	otu_721	0.834258890449026	4.82983119542979e-6	3.934702480543469e-4
otu_703	otu_801	0.8341559675319233	4.85495978153061e-6	0.00039476406091835047
otu_190	otu_356	0.8341482349957706	4.856852264811806e-6	0.00039476406091835047
otu_53	otu_79	0.8340458785177991	4.88196386694284e-6	3.960957869403998e-4
otu_184	otu_421	-0.8340132095835484	4.890002448965092e-6	3.960957869403998e-4
otu_209	otu_421	0.8340132095835484	4.890002448965092e-6	3.960957869403998e-4
otu_10	otu_561	0.8339658177541425	4.90168425626436e-6	3.9613657166133725e-4
otu_640	otu_892	0.8339658177541425	4.90168425626436e-6	3.9613657166133725e-4
otu_267	otu_90	0.833880936662921	4.922667674378545e-6	3.9737926433855783e-4
otu_31	otu_848	0.8337134057169528	4.964312503297208e-6	3.986958763928477e-4
otu_402	otu_452	0.8335949764521193	4.993936344455108e-6	3.986958763928477e-4
otu_761	otu_855	0.833587786259542	4.995739840030211e-6	3.986958763928477e-4
otu_131	otu_396	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_157	otu_432	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_157	otu_723	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_157	otu_885	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_409	otu_813	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_432	otu_742	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_432	otu_850	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_497	otu_701	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_510	otu_748	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_510	otu_782	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_701	otu_72	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_723	otu_742	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_723	otu_850	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_742	otu_885	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_850	otu_885	0.8334111147865889	5.040232310626891e-6	3.986958763928477e-4
otu_575	otu_734	0.833357247738898	5.053866473758717e-6	3.993286958685873e-4
otu_754	otu_834	0.833086262813281	5.122942925428475e-6	4.043359719183392e-4
otu_209	otu_224	0.8330578512396695	5.130232656025413e-6	4.0446092294600357e-4
otu_107	otu_402	0.8328046465275424	5.1955987292462424e-6	4.0915917281561856e-4
otu_703	otu_883	0.8327450831223043	5.211080212452757e-6	4.099228869453958e-4
otu_677	otu_89	0.8325120310819283	5.27204070932541e-6	4.1121132769712034e-4
otu_346	otu_670	-0.832511466198036	5.272189219196477e-6	4.1121132769712034e-4
otu_346	otu_744	-0.832511466198036	5.272189219196477e-6	4.1121132769712034e-4
otu_346	otu_90	-0.832511466198036	5.272189219196477e-6	4.1121132769712034e-4
otu_643	otu_670	-0.832511466198036	5.272189219196477e-6	4.1121132769712034e-4
otu_643	otu_744	-0.832511466198036	5.272189219196477e-6	4.1121132769712034e-4
otu_643	otu_90	-0.832511466198036	5.272189219196477e-6	4.1121132769712034e-4
otu_609	otu_896	0.8324678402176916	5.2836696489144686e-6	4.1121132769712034e-4
otu_280	otu_439	0.8324559486373087	5.286802758242004e-6	4.1121132769712034e-4
otu_508	otu_751	0.8324324324324325	5.29300340179617e-6	4.1121132769712034e-4
otu_703	otu_721	0.8324324324324325	5.29300340179617e-6	4.1121132769712034e-4
otu_350	otu_506	0.8324077002972461	5.299531483426989e-6	4.1121132769712034e-4
otu_160	otu_237	0.8323950121592358	5.302883254065804e-6	4.1121132769712034e-4
otu_54	otu_862	0.8322039427105431	5.353580787126333e-6	4.1428276067863936e-4
otu_325	otu_352	-0.8322016860329693	5.354182075478775e-6	4.1428276067863936e-4
otu_184	otu_869	0.8321493853758809	5.368133982219803e-6	4.144573683265912e-4
otu_232	otu_893	0.8321493853758809	5.368133982219803e-6	4.144573683265912e-4
otu_66	otu_808	0.8320610687022901	5.391765476092658e-6	4.154621391541199e-4
otu_306	otu_869	0.8320569430782757	5.392871607057259e-6	4.154621391541199e-4
otu_504	otu_659	0.8319281389841543	5.427505060495719e-6	4.1767627434060206e-4
otu_765	otu_97	0.8317883872610065	5.465300938922724e-6	4.201287086194002e-4
otu_190	otu_352	0.8316389489860605	5.505969749020068e-6	4.2279643762897757e-4
otu_10	otu_357	0.8314049586776859	5.570177955327438e-6	4.26539883957726e-4
otu_184	otu_261	-0.8314049586776859	5.570177955327438e-6	4.26539883957726e-4
otu_121	otu_325	0.8313955473891812	5.572774035567107e-6	4.26539883957726e-4
otu_357	otu_92	0.8313071289129499	5.597215506636388e-6	4.279484857048119e-4
otu_183	otu_628	0.8310593900481541	5.66619531516821e-6	4.32755667195972e-4
otu_116	otu_312	0.8310121172877042	5.679441526407203e-6	4.328345135759536e-4
otu_54	otu_751	0.8310121172877042	5.679441526407203e-6	4.328345135759536e-4
otu_14	otu_670	0.8309386973180076	5.700067818636967e-6	4.33939856835353e-4
otu_204	otu_621	0.8308856528366166	5.715010434226286e-6	4.346106003607535e-4
otu_640	otu_731	0.8308251761521943	5.732088268928237e-6	4.3544210948398467e-4
otu_54	otu_73	0.830676177192799	5.774353238008345e-6	4.3776442236568045e-4
otu_77	otu_777	0.8306738631173834	5.775011779896033e-6	4.3776442236568045e-4
otu_107	otu_164	0.8306060465292258	5.794340129927633e-6	4.3876031094952026e-4
otu_160	otu_744	0.8305815154007189	5.8013455750405285e-6	4.388219519493836e-4
otu_202	otu_609	0.830516755437498	5.819874733248298e-6	4.3975420212548653e-4
otu_350	otu_881	0.8304648724500189	5.834756652056683e-6	4.404091719607769e-4
otu_356	otu_892	0.8304105605246623	5.8503707363044555e-6	4.41117953517356e-4
otu_73	otu_87	0.8301945902281647	5.912820098430416e-6	4.4461831934555275e-4
otu_263	otu_618	0.8301930560649871	5.913265778811905e-6	4.4461831934555275e-4
otu_68	otu_834	0.8301849736208541	5.915614243789946e-6	4.4461831934555275e-4
otu_10	otu_300	0.8301158557685127	5.935730543971118e-6	4.456576674094248e-4
otu_77	otu_794	0.8298574150498611	6.011476278988681e-6	4.5086708227471084e-4
otu_316	otu_520	0.8298018973817443	6.0278570805927245e-6	4.51140864249303e-4
otu_493	otu_520	0.8298018973817443	6.0278570805927245e-6	4.51140864249303e-4
otu_350	otu_763	0.8297520661157025	6.042593130972662e-6	4.517666991042388e-4
otu_452	otu_711	0.8296849665996238	6.0624852349366876e-6	4.5276889794271935e-4
otu_297	otu_730	0.8296637920657431	6.068774381251529e-6	4.5276889794271935e-4
otu_359	otu_793	0.8296153899428304	6.083171838699997e-6	4.5336581202912824e-4
otu_80	otu_92	0.8292533614839207	6.19180455263546e-6	4.596941484512214e-4
otu_617	otu_738	0.8292426520071424	6.195043640744302e-6	4.596941484512214e-4
otu_191	otu_357	0.8292261281631873	6.200044179394126e-6	4.596941484512214e-4
otu_357	otu_5	0.8292245774128397	6.20051365651797e-6	4.596941484512214e-4
otu_734	otu_763	0.8292245774128397	6.20051365651797e-6	4.596941484512214e-4
otu_489	otu_493	0.8291454303226918	6.22451589160633e-6	4.605680502143902e-4
otu_267	otu_789	0.8291428571428572	6.225297591644363e-6	4.605680502143902e-4
otu_306	otu_489	0.8290677289855101	6.248158262778247e-6	4.6177733580049117e-4
otu_3	otu_382	0.8288116627512312	6.326625916042161e-6	4.6708951919312937e-4
otu_406	otu_609	0.8287862039133239	6.3344740341975125e-6	4.671822909966523e-4
otu_512	otu_54	0.8287098483111014	6.35806274784656e-6	4.6843456893593845e-4
otu_330	otu_447	0.8285853211225271	6.396697143529195e-6	4.694838472396025e-4
otu_198	otu_559	0.8285714285714286	6.40101992255282e-6	4.694838472396025e-4
otu_539	otu_9	0.8285714285714286	6.40101992255282e-6	4.694838472396025e-4
otu_744	otu_894	0.8285572809193293	6.405424689326367e-6	4.694838472396025e-4
otu_894	otu_90	0.8285572809193293	6.405424689326367e-6	4.694838472396025e-4
otu_482	otu_881	0.8283398546263682	6.4734511173725195e-6	4.7397967086249454e-4
otu_306	otu_676	0.8282641029387383	6.4972987767752954e-6	4.75234827763391e-4
otu_12	otu_73	0.8281485129577726	6.533835317235059e-6	4.764322139345186e-4
otu_124	otu_356	0.8281485129577726	6.533835317235059e-6	4.764322139345186e-4
otu_864	otu_880	0.8281485129577726	6.533835317235059e-6	4.764322139345186e-4
otu_239	otu_526	0.828115662491523	6.544251488271868e-6	4.7670130368217565e-4
otu_31	otu_801	0.8280542986425339	6.563747323218294e-6	4.776305495692195e-4
otu_325	otu_506	-0.828030303030303	6.5713846666426434e-6	4.776958560338092e-4
otu_215	otu_4	-0.8279721244006901	6.58993390212359e-6	4.785534377529832e-4
otu_703	otu_718	0.8277882671513382	6.648853229540563e-6	4.823378930367625e-4
otu_654	otu_734	0.8277314565486558	6.667151288830553e-6	4.8317077172510667e-4
otu_520	otu_851	0.8276528765691892	6.6925331925205e-6	4.8392105761007183e-4
otu_48	otu_550	0.8276428928385072	6.695764018571637e-6	4.8392105761007183e-4
otu_224	otu_734	0.8276360245825469	6.697987436021791e-6	4.8392105761007183e-4
otu_773	otu_80	0.8275618492115129	6.722040704953969e-6	4.8516431466834775e-4
otu_31	otu_667	0.8272230666181044	6.832857221139577e-6	4.926608223860515e-4
otu_356	otu_731	0.8271757008091531	6.8484765500809175e-6	4.932851869548121e-4
otu_107	otu_868	0.8270958465982946	6.874879540097467e-6	4.94182517529359e-4
otu_284	otu_879	0.8270958465982946	6.874879540097467e-6	4.94182517529359e-4
otu_444	otu_900	0.8269015865060567	6.939479564094242e-6	4.979995485940742e-4
otu_297	otu_617	0.8268939393939394	6.942033325962882e-6	4.979995485940742e-4
otu_261	otu_306	-0.8268234405354145	6.9656150194497e-6	4.991859758528989e-4
otu_284	otu_754	0.826659367825329	7.020766796816957e-6	5.018112176019805e-4
otu_48	otu_703	0.8266538868075561	7.0226157333763695e-6	5.018112176019805e-4
otu_184	otu_482	-0.8266360400590377	7.0286389919349546e-6	5.018112176019805e-4
otu_184	otu_80	0.8266303272099036	7.030568021315631e-6	5.018112176019805e-4
otu_506	otu_894	0.8265323922964823	7.063708877375063e-6	5.036519446616701e-4
otu_276	otu_90	0.8264931906467512	7.07701260482807e-6	5.036519446616701e-4
otu_306	otu_802	0.8264912386532154	7.077675614919343e-6	5.036519446616701e-4
otu_224	otu_329	0.8264300628348543	7.098481859646455e-6	5.04339983354343e-4
otu_22	otu_617	0.8264209784544003	7.101576039669766e-6	5.04339983354343e-4
otu_154	otu_330	-0.8261302481080165	7.201221382757694e-6	5.109046713957301e-4
otu_38	otu_79	0.8260899559882176	7.215126613280276e-6	5.111706115279677e-4
otu_439	otu_87	0.8260776037170389	7.2193941833553765e-6	5.111706115279677e-4
otu_357	otu_855	0.8260474717522541	7.229813643538918e-6	5.113974768457729e-4
otu_325	otu_734	-0.8258614832111797	7.294417292857958e-6	5.15159492167268e-4
otu_508	otu_764	0.8258287958751792	7.3058230312117445e-6	5.15159492167268e-4
otu_561	otu_763	-0.8258216203151372	7.308328905830663e-6	5.15159492167268e-4
otu_280	otu_847	0.8258109045901947	7.312072480392118e-6	5.15159492167268e-4
otu_263	otu_295	0.8255551060311044	7.401932845763071e-6	5.209725842862993e-4
otu_533	otu_618	0.8253461082706925	7.476063485611917e-6	5.256681305617363e-4
otu_12	otu_66	0.8251574837769956	7.5435210411534115e-6	5.293609874384051e-4
otu_493	otu_808	0.8251574837769956	7.5435210411534115e-6	5.293609874384051e-4
otu_138	otu_190	0.8251222847523538	7.556167634259481e-6	5.294981103488096e-4
otu_316	otu_617	0.8251104701493885	7.560416610319365e-6	5.294981103488096e-4
otu_183	otu_860	0.8250401284109149	7.585757168637741e-6	5.307483959371851e-4
otu_288	otu_296	0.8247104247104247	7.705519266654193e-6	5.385960389974187e-4
otu_10	otu_834	-0.8245690772095015	7.75736374114544e-6	5.412871213954509e-4
otu_224	otu_575	0.8245427528383904	7.767052604190638e-6	5.412871213954509e-4
otu_139	otu_574	0.8245016407897711	7.78220521335804e-6	5.412871213954509e-4
otu_276	otu_670	0.8245016407897711	7.78220521335804e-6	5.412871213954509e-4
otu_299	otu_90	0.8245016407897711	7.78220521335804e-6	5.412871213954509e-4
otu_312	otu_54	0.8244635193133047	7.79627854319287e-6	5.417343510071939e-4
otu_10	otu_115	0.8244268508527031	7.80983632919785e-6	5.421449164233368e-4
otu_139	otu_154	0.824342087397826	7.841255207141629e-6	5.437933503535911e-4
otu_54	otu_676	0.824249282204847	7.875780812849342e-6	5.451209383706152e-4
otu_864	otu_893	0.824249282204847	7.875780812849342e-6	5.451209383706152e-4
otu_207	otu_329	0.8241059874916216	7.92934915350152e-6	5.482932201010475e-4
otu_574	otu_751	0.8239709133197796	7.98013403668918e-6	5.512670370218151e-4
otu_263	otu_54	0.8238723101832065	8.017384896863433e-6	5.533010437683473e-4
otu_802	otu_92	0.8237809025562808	8.052052285156819e-6	5.547717521246271e-4
otu_142	otu_488	0.8237748554275255	8.054350315145342e-6	5.547717521246271e-4
otu_337	otu_350	0.8237268207465704	8.07262471091974e-6	5.554906301079102e-4
otu_258	otu_53	0.8235096921772368	8.155679794619175e-6	5.601181793831674e-4
otu_38	otu_397	0.8235096921772368	8.155679794619175e-6	5.601181793831674e-4
otu_280	otu_727	0.8234847996238998	8.165248865932284e-6	5.602325059262504e-4
otu_352	otu_77	0.8232415878626211	8.259257712639467e-6	5.661345741209235e-4
