source	target	Spearman	P_value	FDR
otu_430	otu_67	0.7707517773011027	6.977381055683907e-5	0.0024610271022014515
otu_444	otu_868	0.7707517773011027	6.977381055683907e-5	0.0024610271022014515
otu_139	otu_802	0.7707297946513078	6.982794602583553e-5	0.0024610271022014515
otu_609	otu_90	0.7707297946513078	6.982794602583553e-5	0.0024610271022014515
otu_70	otu_89	0.7707297946513078	6.982794602583553e-5	0.0024610271022014515
otu_329	otu_834	0.7707138332065818	6.986727606106413e-5	0.0024611893926958154
otu_161	otu_320	0.7706972660921106	6.990811867702007e-5	0.002461404778615238
otu_346	otu_447	-0.7706826776485023	6.99441003293444e-5	0.002461448885274386
otu_763	otu_92	-0.770664663581914	6.998855310680341e-5	0.002461790913150272
otu_855	otu_92	0.7706165607448774	7.010737426926816e-5	0.0024647471521372275
otu_558	otu_864	0.7705658867263103	7.023273444817235e-5	0.0024679302363652274
otu_545	otu_628	-0.7703847675816958	7.068237595908577e-5	0.0024824995433479504
otu_254	otu_327	0.7703350420571734	7.080625596334045e-5	0.002485618720979553
otu_312	otu_574	0.7702827481800335	7.093673605229611e-5	0.0024889663883378905
otu_209	otu_357	-0.7702479338842976	7.10237170253869e-5	0.002490785238936824
otu_239	otu_286	0.7701945291981651	7.115732318663248e-5	0.0024924904544283287
otu_276	otu_330	0.7701863354037267	7.117784129695437e-5	0.0024924904544283287
otu_299	otu_589	0.7701863354037267	7.117784129695437e-5	0.0024924904544283287
otu_559	otu_721	0.7701461375122731	7.127857478828048e-5	0.002494785316886009
otu_265	otu_444	0.7699591584956903	7.1748747766609e-5	0.0025087638118925404
otu_265	otu_67	0.7699591584956903	7.1748747766609e-5	0.0025087638118925404
otu_284	otu_350	0.769822407118983	7.209430768506664e-5	0.00251681470975465
otu_164	otu_77	0.7698118525084309	7.212103780562806e-5	0.00251681470975465
otu_206	otu_263	-0.7698118525084309	7.212103780562806e-5	0.00251681470975465
otu_48	otu_880	0.7698118525084309	7.212103780562806e-5	0.00251681470975465
otu_278	otu_302	0.7697806005476551	7.2200235118558e-5	0.0025183385158774195
otu_139	otu_74	0.7697340197228176	7.231841709920417e-5	0.0025212199362140654
otu_201	otu_765	0.7696306063705528	7.258138643351231e-5	0.002527497571203726
otu_337	otu_676	-0.7696206748072547	7.260668462594211e-5	0.002527497571203726
otu_22	otu_851	0.7695922207618452	7.267920627529456e-5	0.002527497571203726
otu_808	otu_848	0.7695873121636407	7.269172326562767e-5	0.002527497571203726
otu_444	otu_90	0.7695794793334836	7.271170092959522e-5	0.002527497571203726
otu_207	otu_356	0.7695791859980838	7.271244917439468e-5	0.002527497571203726
otu_184	otu_263	0.7695592769624898	7.276324897165232e-5	0.0025280235461347202
otu_452	otu_520	0.7694245205200129	7.310789676351348e-5	0.0025387532048068502
otu_533	otu_894	-0.7693746179965202	7.323588154450889e-5	0.0025415352556185534
otu_493	otu_618	0.7693516592400675	7.329482851137215e-5	0.0025415352556185534
otu_506	otu_68	0.7693513637161238	7.329558753998988e-5	0.0025415352556185534
otu_566	otu_628	0.7692984585807112	7.343157902495179e-5	0.0025450056699131947
otu_31	otu_558	0.7691774930551835	7.374333450393955e-5	0.00255456137649131
otu_312	otu_493	0.7691161205753905	7.390194040191034e-5	0.0025588050453960905
otu_202	otu_643	-0.7690145333245878	7.416511926150449e-5	0.0025666385828944705
otu_477	otu_830	0.7690008575031498	7.420061031027103e-5	0.0025666385828944705
otu_580	otu_847	0.7689362279007956	7.436853281306277e-5	0.002569938630745313
otu_74	otu_827	0.7689362279007956	7.436853281306277e-5	0.002569938630745313
otu_306	otu_330	-0.7689091053819201	7.443910070126236e-5	0.002571123636112413
otu_558	otu_667	0.7688690607242191	7.454339501800078e-5	0.0025718203981986844
otu_670	otu_676	-0.7688686050374859	7.45445825547364e-5	0.0025718203981986844
otu_734	otu_879	0.7688595698617134	7.456813192474598e-5	0.0025718203981986844
otu_10	otu_482	-0.7688122382421001	7.469160217898896e-5	0.0025748258735593488
otu_184	otu_574	0.7687246510010664	7.492054822400007e-5	0.002579597606674461
otu_559	otu_738	0.768715888482285	7.494348594683231e-5	0.002579597606674461
otu_875	otu_97	0.768705805265625	7.496988835131724e-5	0.002579597606674461
otu_139	otu_773	0.7687036219665159	7.497560626656963e-5	0.002579597606674461
otu_508	otu_827	0.7686841389556877	7.502664759639899e-5	0.0025801012494140584
otu_618	otu_805	0.7686401285961681	7.514205543501795e-5	0.0025825598806950892
otu_230	otu_526	0.7686290931632095	7.517101746534749e-5	0.0025825598806950892
otu_261	otu_350	0.768595041322314	7.526044566130707e-5	0.0025843795284354655
otu_306	otu_92	0.7685535756026344	7.536946808284206e-5	0.0025868699369682876
otu_654	otu_900	0.7684166779693374	7.5730367514958985e-05	0.0025967419100097885
otu_777	otu_900	0.7684166779693374	7.5730367514958985e-05	0.0025967419100097885
otu_753	otu_762	-0.7683064754997451	7.602197078449002e-5	0.0026039779502848416
otu_12	otu_312	0.7682952922716815	7.605161630297452e-5	0.0026039779502848416
otu_12	otu_635	0.7682952922716815	7.605161630297452e-5	0.0026039779502848416
otu_653	otu_863	0.7682268209255776	7.623334340678412e-5	0.002607516342108813
otu_31	otu_80	0.7682147843278188	7.626532785698359e-5	0.002607516342108813
otu_406	otu_753	-0.7682147843278188	7.626532785698359e-5	0.002607516342108813
otu_550	otu_738	0.7681378941931208	7.646991809795445e-5	0.002613250682309845
otu_330	otu_538	0.7681159420289855	7.652841529370846e-5	0.0026139893794490995
otu_621	otu_711	0.7680731601937822	7.664252917649605e-5	0.0026152539306799395
otu_66	otu_776	0.7680663886218154	7.666060470645775e-5	0.0026152539306799395
otu_359	otu_855	0.7680500671177269	7.670418719230021e-5	0.0026152539306799395
otu_124	otu_506	0.7680467553913934	7.671303292910991e-5	0.0026152539306799395
otu_237	otu_346	-0.7680090282178161	7.681386550872915e-5	0.0026159387760328534
otu_237	otu_643	-0.7680090282178161	7.681386550872915e-5	0.0026159387760328534
otu_107	otu_737	0.7679978184981996	7.684384744766071e-5	0.0026159387760328534
otu_124	otu_734	0.7678763826517633	7.716929037004938e-5	0.0026257564206757654
otu_504	otu_520	0.7678441903055904	7.725576311656823e-5	0.0026274373640354557
otu_296	otu_734	0.767767046910194	7.746331950198027e-5	0.0026332327256701937
otu_851	otu_863	0.7676395050273096	7.780752689701131e-5	0.0026436655207826335
otu_198	otu_830	0.7675225788801976	7.812424029740583e-5	0.0026531546024527726
otu_230	otu_659	0.7673786760358653	7.85155466491716e-5	0.0026651666112579913
otu_217	otu_67	0.7673488141759952	7.859695915457543e-5	0.0026655231509452432
otu_145	otu_429	0.7673472348875044	7.860126679659629e-5	0.0026655231509452432
otu_541	otu_797	0.7673135703536957	7.869313796748933e-5	0.0026673624326082135
otu_2	otu_245	0.7672027495681221	7.899622307649956e-5	0.0026763557871749438
otu_765	otu_875	0.7670197484753556	7.949891382708074e-5	0.0026920998645046223
otu_107	otu_499	0.7669421487603306	7.97129041432143e-5	0.0026965175013021238
otu_280	otu_31	0.7669364872033744	7.972853592930207e-5	0.0026965175013021238
otu_116	otu_863	0.7669174771341734	7.978104279038334e-5	0.0026965175013021238
otu_653	otu_676	0.7669172932330827	7.978155088084193e-5	0.0026965175013021238
otu_227	otu_89	0.7668254661099302	8.003560302460855e-5	0.002703814775963849
otu_139	otu_489	0.7667794230434575	8.01632491644888e-5	0.002706440365769864
otu_183	otu_851	0.7667698919687752	8.018969422818323e-5	0.002706440365769864
otu_206	otu_356	0.7666903672837264	8.041063735086951e-5	0.002706661247692455
otu_3	otu_754	0.7666886679197861	8.041536439673536e-5	0.002706661247692455
otu_670	otu_773	-0.7666277334096966	8.058502129415501e-5	0.002706661247692455
otu_489	otu_512	0.7665662547477161	8.075650523320377e-5	0.002706661247692455
otu_721	otu_801	0.7665662547477161	8.075650523320377e-5	0.002706661247692455
otu_66	otu_718	0.76654546507999	8.081456534969611e-5	0.002706661247692455
otu_550	otu_677	0.7665284798912336	8.086202720103408e-5	0.002706661247692455
otu_67	otu_794	0.7665284798912336	8.086202720103408e-5	0.002706661247692455
otu_659	otu_738	0.7664533812672587	8.107216341990409e-5	0.002706661247692455
otu_193	otu_275	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_387	otu_592	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_397	otu_79	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_418	otu_723	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_497	otu_830	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_497	otu_871	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_577	otu_783	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_626	otu_748	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_626	otu_782	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_650	otu_748	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_650	otu_782	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_72	otu_830	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_72	otu_871	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_748	otu_775	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_775	otu_782	0.7664388895590903	8.111276722866378e-5	0.002706661247692455
otu_808	otu_855	0.766412213740458	8.118755501262953e-5	0.002707881952505944
otu_208	otu_745	0.7663071229076361	8.148276303066027e-5	0.0027152885287128237
otu_14	otu_759	0.7663058873264486	8.14862393556659e-5	0.0027152885287128237
otu_609	otu_734	0.7662721734438434	8.158114308409736e-5	0.0027171734479457164
otu_667	otu_808	0.7662315128163737	8.16957282032682e-5	0.0027197118046664334
otu_10	otu_754	-0.7662099003431314	8.175669033172461e-5	0.0027204634666438093
otu_773	otu_881	-0.7659531801865714	8.24838174686704e-5	0.0027433707399856793
otu_356	otu_526	0.7659352784633461	8.253472863861688e-5	0.0027437764666935318
otu_737	otu_77	0.7659202963629751	8.257735739380934e-5	0.0027439066022708065
otu_802	otu_848	0.7658125457439667	8.288449986970647e-5	0.002752630079804943
otu_230	otu_550	0.7657597336813592	8.303539883769417e-5	0.002752630079804943
otu_267	otu_29	0.7657377704133203	8.309822363217201e-5	0.002752630079804943
otu_148	otu_898	0.7656782446767588	8.326869954333738e-5	0.002752630079804943
otu_263	otu_894	-0.7656524943220349	8.334253921393753e-5	0.002752630079804943
otu_29	otu_561	-0.7656524943220349	8.334253921393753e-5	0.002752630079804943
otu_477	otu_482	-0.7656524943220349	8.334253921393753e-5	0.002752630079804943
otu_477	otu_759	-0.7656524943220349	8.334253921393753e-5	0.002752630079804943
otu_531	otu_561	-0.7656524943220349	8.334253921393753e-5	0.002752630079804943
otu_561	otu_609	-0.7656524943220349	8.334253921393753e-5	0.002752630079804943
otu_345	otu_580	0.7656419844808451	8.337269257996383e-5	0.002752630079804943
otu_550	otu_830	0.7656186512017954	8.34396707054541e-5	0.002752630079804943
otu_297	otu_851	0.7656181627751337	8.344107322733052e-5	0.002752630079804943
otu_329	otu_673	0.7656132430398797	8.34552014272738e-5	0.002752630079804943
otu_209	otu_881	0.7656111248043277	8.346128508240902e-5	0.002752630079804943
otu_640	otu_834	0.7656111248043277	8.346128508240902e-5	0.002752630079804943
otu_676	otu_90	-0.7654740416598369	8.385580526248937e-5	0.0027643553738531143
otu_202	otu_744	0.7654476128246881	8.393205061318909e-5	0.002765582528712408
otu_508	otu_73	0.7654126555165875	8.403299160653077e-5	0.0027676218927065407
otu_190	otu_874	0.7653081497188797	8.433538030261367e-5	0.002776290949525335
otu_245	otu_703	0.7652356405615107	8.454573589333769e-5	0.0027806327504297924
otu_429	otu_53	0.7652356405615107	8.454573589333769e-5	0.0027806327504297924
otu_206	otu_482	0.7651265965739978	8.486293190945737e-5	0.0027897704833092303
otu_148	otu_67	0.7650910326369216	8.496660427637082e-5	0.002791883655397338
otu_520	otu_718	0.7650245415381646	8.516072458553126e-5	0.0027969654845802195
otu_325	otu_416	-0.7649606964161092	8.534747883048865e-5	0.0028018007918433137
otu_3	otu_735	0.7648854961832061	8.556789973646062e-5	0.0028077363248710106
otu_230	otu_880	0.7647801069152642	8.587763208867116e-5	0.002812498892840799
otu_357	otu_869	0.7647688683413967	8.591071836283604e-5	0.002812498892840799
otu_278	otu_31	0.7647557211556782	8.594943748829742e-5	0.002812498892840799
otu_161	otu_496	0.7647551450803673	8.595113440224011e-5	0.002812498892840799
otu_276	otu_744	0.7647551450803673	8.595113440224011e-5	0.002812498892840799
otu_538	otu_744	0.7647551450803673	8.595113440224011e-5	0.002812498892840799
otu_184	otu_295	0.7645718675201164	8.64924701848846e-5	0.002828906468308205
otu_719	otu_892	-0.7644081777224648	8.697842695859492e-5	0.0028434884636150243
otu_71	otu_721	0.7641793967439312	8.766155735218106e-5	0.0028645000179313897
otu_2	otu_87	0.7641088470882516	8.787314418201575e-5	0.002870090768223294
otu_31	otu_802	0.7640779737642098	8.796587501036512e-5	0.0028717961111168304
otu_667	otu_703	0.7640101003528443	8.817003484828945e-5	0.002875863982514923
otu_224	otu_531	0.764009570638241	8.817162980423454e-5	0.002875863982514923
otu_160	otu_209	0.7639266118784656	8.842172273970661e-5	0.0028814569509352595
otu_224	otu_482	0.7639257197786969	8.842441543377433e-5	0.0028814569509352595
otu_148	otu_783	0.7637507238814599	8.895398458319548e-5	0.0028973817147603686
otu_184	otu_306	0.763713245557349	8.906775462280692e-5	0.002899754789456161
otu_32	otu_550	0.7636377491288282	8.929731318163547e-5	0.0029038827163578086
otu_198	otu_302	0.7636363636363637	8.9301530734609e-5	0.0029038827163578086
otu_154	otu_299	-0.7635446232513486	8.958117742885463e-5	0.0029038827163578086
otu_280	otu_893	0.763542987698395	8.958616981002976e-5	0.0029038827163578086
otu_402	otu_738	0.7635384960426598	8.959988142343e-5	0.0029038827163578086
otu_193	otu_79	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_227	otu_55	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_267	otu_577	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_275	otu_397	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_409	otu_783	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_432	otu_830	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_432	otu_871	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_462	otu_843	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_577	otu_741	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_830	otu_885	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_871	otu_885	0.7634566370705336	8.985008743400691e-5	0.0029038827163578086
otu_12	otu_862	0.7634199677083128	8.996236383751466e-5	0.002906186189310706
otu_224	otu_654	0.7633862853691145	9.006560066726621e-5	0.0029081956778556537
otu_230	otu_621	0.7632917543946877	9.035588366579361e-5	0.00291624025988014
otu_406	otu_447	0.7632691955875109	9.042527536307077e-5	0.0029171514868607208
otu_773	otu_90	-0.7632280538823809	9.055194670182232e-5	0.002919908905567952
otu_31	otu_512	0.7631975867269984	9.064585042573015e-5	0.0029215435760362217
otu_284	otu_894	0.7631848660610677	9.068508193577074e-5	0.0029215435760362217
otu_306	otu_618	0.7630881765305423	9.098375734462039e-5	0.002929834068858389
otu_439	otu_864	0.7630567731812256	9.108094452581206e-5	0.0029316317094511602
otu_678	otu_834	0.7630287611459662	9.1167711558926e-5	0.0029330924759194007
otu_830	otu_87	0.7629970525267461	9.126601446740601e-5	0.002934922886293951
otu_184	otu_296	-0.7629143823297785	9.152273683232792e-5	0.0029418437622349544
otu_67	otu_90	0.7628874838610185	9.160640054339808e-5	0.0029425056662035556
otu_38	otu_429	0.7628810693597831	9.162636160775506e-5	0.0029425056662035556
otu_776	otu_893	0.7628536141513312	9.171184077993999e-5	0.002943916860108255
otu_609	otu_670	0.7627635952233872	9.199258718961545e-5	0.0029515919464242575
otu_287	otu_735	0.7626894855139751	9.222427093624752e-5	0.002957686618496597
otu_302	otu_32	0.7626494196492122	9.234973467697749e-5	0.0029592454570616213
otu_267	otu_881	0.7626472980923447	9.235638228766163e-5	0.0029592454570616213
otu_280	otu_880	0.7626005002601083	9.250312159703178e-5	0.002962607883556812
otu_329	otu_506	0.7625563075105839	9.264187636137677e-5	0.00296571166621
otu_232	otu_875	0.7625053585405422	9.280206606399055e-5	0.002969498525666544
otu_4	otu_99	0.762367664636642	9.323618416479107e-5	0.002980646506422057
otu_346	otu_512	0.7623577892541387	9.326738601433959e-5	0.002980646506422057
otu_869	otu_894	-0.7623548662067327	9.327662327507369e-5	0.002980646506422057
otu_215	otu_737	0.7622968802908959	9.34600299320465e-5	0.0029838167033620394
otu_640	otu_894	0.7622968802908959	9.34600299320465e-5	0.0029838167033620394
otu_783	otu_872	0.7622111196473499	9.373185496786007e-5	0.0029911476599288837
otu_421	otu_587	0.7621897316650468	9.379975161927234e-5	0.0029919672348188778
otu_855	otu_871	0.7621676027907047	9.387004474437077e-5	0.002992862479218184
otu_261	otu_296	0.7621155191022081	9.403566909016448e-5	0.0029967950010946483
otu_5	otu_718	0.7619826944545138	9.445918449380031e-5	0.003007587223801703
otu_730	otu_883	0.7619826944545138	9.445918449380031e-5	0.003007587223801703
otu_71	otu_727	0.7619303168452554	9.462664224191286e-5	0.003011566185692778
otu_190	otu_794	0.7618735285504062	9.48084897485213e-5	0.0030159993354650786
otu_573	otu_762	0.7617938962278055	9.506399429071166e-5	0.003022722851395182
otu_325	otu_518	0.761778816823828	9.511244394833085e-5	0.003022722851395182
otu_622	otu_654	0.7617678202948972	9.514778883490393e-5	0.003022722851395182
otu_617	otu_721	0.761697387538457	9.53744406331225e-5	0.0030285657949431855
otu_135	otu_44	0.7616686385770784	9.546708773466861e-5	0.0030301501613445468
otu_160	otu_183	-0.7615248663523976	9.59315732083077e-5	0.00304319618637247
otu_653	otu_776	0.7615148559456528	9.59639860678152e-5	0.00304319618637247
otu_738	otu_864	0.7614802096002726	9.607624070873122e-5	0.0030453933973488526
otu_754	otu_874	0.7612105233080032	9.695389294339662e-5	0.0030718391221529633
otu_209	otu_731	0.7611941137699151	9.700751688468401e-5	0.0030721647751201357
otu_184	otu_489	0.7610521384124582	9.747253661296362e-5	0.0030855129544351987
otu_164	otu_734	0.7609384924221925	9.784614681729309e-5	0.0030959569204564575
otu_738	otu_875	0.7609168057102494	9.791758134403139e-5	0.003096834669941798
otu_356	otu_834	0.7607836941988207	9.835702400096125e-5	0.0031062679104740176
otu_190	otu_526	0.7607836667511989	9.835711478833886e-5	0.0031062679104740176
otu_68	otu_894	0.7607836667511989	9.835711478833886e-5	0.0031062679104740176
otu_344	otu_73	0.7607601335909	9.8434981191442e-5	0.0031062679104740176
otu_356	otu_506	0.7607601335909	9.8434981191442e-5	0.0031062679104740176
otu_654	otu_763	0.7607171025531386	9.857749907116187e-5	0.0031093808741289135
otu_14	otu_154	-0.7606987519133913	9.863832990930632e-5	0.003109915600823841
otu_479	otu_759	0.7606680408030948	9.874020684286222e-5	0.003111533767803985
otu_677	otu_784	0.7606568187035301	9.877745608610766e-5	0.003111533767803985
otu_128	otu_370	0.7605714285714286	9.906128520897894e-5	0.003119088249876318
otu_382	otu_402	0.7605445527163218	9.915076301014736e-5	0.0031205193068859697
otu_115	otu_881	-0.7604121182339624	9.959269223647205e-5	0.003133036686618816
otu_4	otu_762	-0.760335442586259	9.984932900941601e-5	0.0031356226112742762
otu_10	otu_118	-0.7603305785123967	9.986562842856372e-5	0.0031356226112742762
otu_541	otu_640	0.7603097664220753	9.993539517028083e-5	0.0031356226112742762
otu_550	otu_70	0.7603085160081908	9.993958816822968e-5	0.0031356226112742762
otu_462	otu_541	0.7602992919302711	9.997052382937355e-5	0.0031356226112742762
otu_622	otu_775	0.7602992919302711	9.997052382937355e-5	0.0031356226112742762
otu_306	otu_670	-0.7602687356601898	1.00073062061945e-4	0.0031356226112742762
otu_306	otu_744	-0.7602687356601898	1.00073062061945e-4	0.0031356226112742762
otu_306	otu_90	-0.7602687356601898	1.00073062061945e-4	0.0031356226112742762
otu_299	otu_894	0.7601835479340203	1.0035940537100885e-4	0.0031420856849413447
otu_202	otu_827	-0.7601809958256469	1.0036799467671997e-4	0.0031420856849413447
otu_124	otu_207	0.7601520456152053	1.0046547294062513e-4	0.0031437487241235086
otu_267	otu_872	0.7601185702454354	1.0057828927179102e-4	0.0031458900399062052
otu_402	otu_868	0.7600870092345908	1.0068475364111151e-4	0.0031465665858140257
otu_54	otu_635	0.7600858369098712	1.0068871009405456e-4	0.0031465665858140257
otu_344	otu_721	0.7600451155481349	1.0082622265938923e-4	0.003148087822558093
otu_718	otu_721	0.7600451155481349	1.0082622265938923e-4	0.003148087822558093
otu_31	otu_721	0.7599721364273057	1.0107307068585314e-4	0.0031506487507048588
otu_512	otu_545	-0.7599721364273057	1.0107307068585314e-4	0.0031506487507048588
otu_1	otu_320	0.7599683018309675	1.0108605535164017e-4	0.0031506487507048588
otu_139	otu_306	0.7599683018309675	1.0108605535164017e-4	0.0031506487507048588
otu_215	otu_575	0.7599036460193197	1.0130520803297571e-4	0.0031560913954044776
otu_14	otu_202	0.7598739651584889	1.0140594877272591e-4	0.0031564307102414863
otu_357	otu_759	-0.7598536210591943	1.0147504902491278e-4	0.0031564307102414863
otu_561	otu_640	-0.7598536210591943	1.0147504902491278e-4	0.0031564307102414863
otu_135	otu_209	0.7598273749478133	1.0156425566210103e-4	0.0031564307102414863
otu_345	otu_402	0.7598116169544741	1.0161784710716049e-4	0.0031564307102414863
otu_397	otu_417	0.7598029484617587	1.0164733818829319e-4	0.0031564307102414863
otu_409	otu_67	0.7598029484617587	1.0164733818829319e-4	0.0031564307102414863
otu_312	otu_489	0.7597825072344724	1.017169104096105e-4	0.0031564307102414863
otu_746	otu_751	0.7597825072344724	1.017169104096105e-4	0.0031564307102414863
otu_14	otu_183	-0.7597300358905809	1.0189568525298398e-4	0.003159211980748247
otu_561	otu_654	-0.7597300358905809	1.0189568525298398e-4	0.003159211980748247
otu_115	otu_869	0.7595979724970952	1.0234683298393499e-4	0.003171812039601826
otu_561	otu_731	-0.7594741038648809	1.0277154484072959e-4	0.0031826275740720273
otu_224	otu_415	0.7594700025781631	1.0278563289478626e-4	0.0031826275740720273
otu_711	otu_864	0.7593984962406015	1.0303152627866297e-4	0.003188848234291055
otu_653	otu_87	0.7592506888813942	1.0354140322821337e-4	0.0032032302467057405
otu_330	otu_826	0.7592115962336613	1.036766193180938e-4	0.003206013992490932
otu_520	otu_711	0.7591126929403416	1.0401938977921965e-4	0.003213809184826492
otu_653	otu_808	0.7591126929403416	1.0401938977921965e-4	0.003213809184826492
otu_285	otu_560	0.7590996168582376	1.0406478051194767e-4	0.003213810624646973
otu_545	otu_589	0.7590536857835738	1.0422435498225191e-4	0.0032173368396002117
otu_154	otu_202	-0.7590056673811008	1.0439140598617058e-4	0.0032210906794409343
otu_54	otu_80	0.7589031293325806	1.0474889528655495e-4	0.0032285100526972714
otu_721	otu_891	0.7589031293325806	1.0474889528655495e-4	0.0032285100526972714
otu_154	otu_482	-0.7588975111477406	1.0476851291274514e-4	0.0032285100526972714
otu_352	otu_728	0.7588832813597649	1.0481821472962949e-4	0.003228637890994011
otu_115	otu_430	-0.7587838267602279	1.0516615567279786e-4	0.00323379046687217
otu_643	otu_881	-0.7587838267602279	1.0516615567279786e-4	0.00323379046687217
otu_250	otu_452	0.7587769982621805	1.0519008146081532e-4	0.00323379046687217
otu_239	otu_621	0.758739318483785	1.0532218850523023e-4	0.00323379046687217
otu_776	otu_862	0.7587121212121212	1.054176319341682e-4	0.00323379046687217
otu_239	otu_677	0.7587067727958864	1.0543640987892289e-4	0.00323379046687217
otu_206	otu_640	0.7587059739158075	1.0543921494221564e-4	0.00323379046687217
otu_499	otu_77	0.7587059739158075	1.0543921494221564e-4	0.00323379046687217
otu_580	otu_95	0.7587052507596144	1.0544175417548374e-4	0.00323379046687217
otu_533	otu_863	0.7587052507596143	1.0544175417548374e-4	0.00323379046687217
otu_184	otu_350	-0.7586776859504132	1.0553858223039114e-4	0.0032353601012807967
otu_284	otu_68	0.758658872311797	1.0560471353038281e-4	0.0032359877545090412
otu_316	otu_875	0.7585875554422662	1.0585572079291339e-4	0.003242277470578448
otu_438	otu_826	0.7584646144867744	1.0628962774905659e-4	0.0032504633640945543
otu_562	otu_95	0.7584646144867744	1.0628962774905659e-4	0.0032504633640945543
otu_209	otu_538	0.7584598643139924	1.0630642358444575e-4	0.0032504633640945543
otu_261	otu_330	0.7584598643139924	1.0630642358444575e-4	0.0032504633640945543
otu_337	otu_493	-0.7584453526271727	1.0635774866019077e-4	0.0032506303553426824
otu_489	otu_848	0.7583928435578129	1.0654364113715786e-4	0.003254908236740173
otu_444	otu_531	0.7583048305398066	1.0685585053415991e-4	0.00326303975116722
otu_329	otu_896	0.7581213356741427	1.0750929141911669e-4	0.003279579940962091
otu_209	otu_306	-0.7581212029643558	1.0750976524920297e-4	0.003279579940962091
otu_406	otu_531	0.7581008133876673	1.0758258596332837e-4	0.003279579940962091
otu_415	otu_609	0.7581008133876673	1.0758258596332837e-4	0.003279579940962091
otu_118	otu_834	0.7580308166379482	1.0783289954208186e-4	0.003283170269655011
otu_763	otu_834	0.7580308166379482	1.0783289954208186e-4	0.003283170269655011
otu_759	otu_827	-0.7580256821829856	1.0785128041002068e-4	0.003283170269655011
otu_202	otu_90	0.7580160826030892	1.0788565322572552e-4	0.003283170269655011
otu_370	otu_508	0.7579753564111705	1.0803158445793493e-4	0.003286200248944462
otu_254	otu_745	0.7579074535039394	1.0827527304524409e-4	0.0032922000224601972
otu_284	otu_29	0.7578871137154439	1.0834835989337321e-4	0.003293009586536329
otu_452	otu_70	0.7578381590444605	1.0852444217679391e-4	0.003296947434085917
otu_561	otu_92	0.75778986700789	1.0869838181104541e-4	0.0033008168420049933
otu_12	otu_145	0.7577565698908558	1.0881845172527882e-4	0.0033030477877862363
otu_267	otu_409	0.75749213209342	1.0977606969020393e-4	0.0033249951775055097
otu_32	otu_497	0.75749213209342	1.0977606969020393e-4	0.0033249951775055097
otu_32	otu_72	0.75749213209342	1.0977606969020393e-4	0.0033249951775055097
otu_409	otu_741	0.75749213209342	1.0977606969020393e-4	0.0033249951775055097
otu_577	otu_826	0.75749213209342	1.0977606969020393e-4	0.0033249951775055097
otu_148	otu_754	0.7574006608289843	1.1010899811148e-4	0.0033336545707600414
otu_415	otu_506	0.7573715616757812	1.102150920786471e-4	0.003335441872829288
otu_751	otu_851	0.7573375230571863	1.1033930646853207e-4	0.003337775793966572
otu_115	otu_357	0.7573223397367854	1.1039475249763342e-4	0.0033380283609310006
otu_504	otu_784	0.7572786147095784	1.1055456002928565e-4	0.003341434966582367
otu_561	otu_827	0.757223113964687	1.1075769189128337e-4	0.0033453268634408575
otu_609	otu_687	-0.7571919860738664	1.1087175971336016e-4	0.0033453268634408575
otu_402	otu_737	0.7571895986842261	1.1088051244079189e-4	0.0033453268634408575
otu_284	otu_357	-0.7571885601750171	1.1088432004324744e-4	0.0033453268634408575
otu_444	otu_447	0.7571661464306055	1.1096652542397223e-4	0.0033453268634408575
otu_559	otu_703	0.7571661464306055	1.1096652542397223e-4	0.0033453268634408575
otu_209	otu_789	0.7570782089082858	1.1128955361150439e-4	0.003353638776262324
otu_230	otu_402	0.7570394175740166	1.1143230549670591e-4	0.0033555582365663505
otu_215	otu_68	0.757035172062462	1.1144793849648948e-4	0.0033555582365663505
otu_320	otu_734	-0.7570183082534514	1.1151005371656808e-4	0.0033560027886265307
otu_711	otu_784	0.7569876332157146	1.1162311667245461e-4	0.003357855389109189
