source	target	Pearson	P_value	FDR
otu_168	otu_376	0.946955681253449	2.602735804657641e-10	1.1522267513486257e-8
otu_128	otu_746	0.9469422230262877	2.6085578141987753e-10	1.154083293627668e-8
otu_635	otu_69	0.9468193750283037	2.6622171134249584e-10	1.1770885847230651e-8
otu_717	otu_863	0.9467973204810339	2.671951548904872e-10	1.1806560971333024e-8
otu_16	otu_682	0.9467885772528855	2.675821786368715e-10	1.1816295634309597e-8
otu_263	otu_305	0.9467791715985059	2.679989563603158e-10	1.1827331277082032e-8
otu_611	otu_813	0.9467670943721379	2.685347499919999e-10	1.184360232758742e-8
otu_319	otu_417	0.9467301450193095	2.701803225590993e-10	1.1908768993593733e-8
otu_635	otu_814	0.9466420667977926	2.741384896864929e-10	1.2066762084163341e-8
otu_2	otu_270	0.9466371489260972	2.743609783806278e-10	1.2066762084163341e-8
otu_532	otu_863	0.9466359535894724	2.744151572642295e-10	1.2066762084163341e-8
otu_322	otu_66	0.9466352729831912	2.7444579941970915e-10	1.2066762084163341e-8
otu_116	otu_54	0.9466149654328337	2.753668404409382e-10	1.2095980148115159e-8
otu_157	otu_477	0.9466130950892209	2.7545166148001954e-10	1.2095980148115159e-8
otu_38	otu_635	0.9465571746543119	2.7800206581218845e-10	1.2200417595358929e-8
otu_169	otu_97	0.9465215283104816	2.7963853455048593e-10	1.2264641568564506e-8
otu_193	otu_863	0.9464709934007294	2.8197333357127263e-10	1.2359395170190178e-8
otu_288	otu_504	0.9464627745091663	2.823545841579289e-10	1.236845704992421e-8
otu_201	otu_558	0.9463898677011187	2.8575763977300994e-10	1.2509795229494658e-8
otu_417	otu_717	0.9463369154095584	2.882516447755279e-10	1.2611187392043404e-8
otu_429	otu_717	0.9463306894185772	2.885460759216585e-10	1.261628110858943e-8
otu_728	otu_816	0.9463174980717822	2.891709094399175e-10	1.2635806028029343e-8
otu_477	otu_489	0.9462846052099019	2.9073432550319467e-10	1.2696294549824046e-8
otu_577	otu_67	0.946254971208782	2.9214919372577697e-10	1.2750225526174981e-8
otu_322	otu_488	0.9461864751340621	2.9544278135062996e-10	1.2886032351389076e-8
otu_174	otu_488	0.946163239309633	2.9656765931918017e-10	1.292713986587098e-8
otu_116	otu_805	0.9461279838959098	2.9828139957999156e-10	1.2993849094426232e-8
otu_258	otu_635	0.9460796973669655	3.0064262190876434e-10	1.3088664908111536e-8
otu_396	otu_618	0.9460674178744659	3.012456950557407e-10	1.3106869172971565e-8
otu_148	otu_682	0.9460094307104612	3.0410829410243423e-10	1.3223300277793944e-8
otu_462	otu_577	0.9459881599873503	3.051643382434577e-10	1.326108377519516e-8
otu_192	otu_488	0.9459659154139249	3.062723408220336e-10	1.3301077468200032e-8
otu_128	otu_805	0.9459340587614233	3.0786528881776576e-10	1.3348266021694491e-8
otu_376	otu_751	0.9459340280345552	3.078666210853953e-10	1.3348266021694491e-8
otu_169	otu_645	0.9459328904411046	3.0792390859346597e-10	1.3348266021694491e-8
otu_261	otu_276	0.9458336007849537	3.129361214604387e-10	1.3557249721656512e-8
otu_429	otu_863	0.9458165327095336	3.1380498199951035e-10	1.358658638008387e-8
otu_148	otu_577	0.945803931814564	3.144478011307683e-10	1.360610644257896e-8
otu_532	otu_66	0.9457876750062947	3.152789140870027e-10	1.3633745158529837e-8
otu_181	otu_311	0.945717214436701	3.1890312612858907e-10	1.3782059736274316e-8
otu_296	otu_609	0.945599147821073	3.2505909075553063e-10	1.403954181376538e-8
otu_541	otu_545	0.9455681976822834	3.26690008378705e-10	1.4101389180176062e-8
otu_202	otu_284	0.9454910182433947	3.3078872974101614e-10	1.4269617777921034e-8
otu_29	otu_622	0.9454243229028002	3.3436720059398795e-10	1.4415212718552002e-8
otu_149	otu_305	0.9454056721100643	3.3537395083271804e-10	1.4449826224449682e-8
otu_370	otu_53	0.9453829736729068	3.3660274567637316e-10	1.4493958810788957e-8
otu_14	otu_759	0.9453090148490833	3.4063440956799695e-10	1.4658654773856315e-8
otu_192	otu_743	0.9452022416701459	3.465303599625713e-10	1.4903328757710682e-8
otu_119	otu_66	0.9451481942409853	3.495488343219222e-10	1.5024028612128898e-8
otu_40	otu_625	0.9450718251688911	3.538538351222087e-10	1.5199845101891917e-8
otu_193	otu_66	0.9449998214477378	3.5795544306438387e-10	1.5366717130606466e-8
otu_276	otu_660	0.9448195117609086	3.684115235103036e-10	1.5806014007455373e-8
otu_138	otu_603	0.94480053454349755	3.6952774173926173e-10	1.5841507508165663e-8
otu_311	otu_40	0.9447978502289597	3.6968583749796835e-10	1.5841507508165663e-8
otu_322	otu_370	0.9447048066743008	3.752029797965406e-10	1.6068209302755052e-08
otu_421	otu_482	0.9446796070527925	3.7670977448556187e-10	1.6122996362583746e-8
otu_149	otu_863	0.9446310066503059	3.796309933079556e-10	1.623821743011144e-8
otu_311	otu_814	0.944560847513257	3.83882925447665e-10	1.641018469483034e-8
otu_116	otu_38	0.9445237771656146	3.861466701948757e-10	1.6497005061321285e-8
otu_113	otu_592	0.9444511689893449	3.906146517351772e-10	1.6677833768905072e-8
otu_370	otu_397	0.9444300118566755	3.919249369488398e-10	1.672370369126187e-8
otu_168	otu_805	0.9443411605834856	3.974709450460523e-10	1.6950150843010832e-8
otu_608	otu_625	0.944314063876296	3.991758035226667e-10	1.7012618310566763e-8
otu_154	otu_827	0.9442868343328954	4.00895761032416e-10	1.7075653821474468e-8
otu_145	otu_588	0.9442484339939827	4.0333247852686327e-10	1.7169124773615592e-8
otu_198	otu_418	0.9442253195341896	4.0480552243593593e-10	1.721187604272736e-8
otu_330	otu_737	0.9442225856719819	4.04980049495407e-10	1.721187604272736e-8
otu_560	otu_625	0.9442212482956645	4.050653146236982e-10	1.721187604272736e-8
otu_55	otu_677	0.9442127699476914	4.056071034597153e-10	1.7224571039431262e-8
otu_532	otu_635	0.9441925191380591	4.0690384395247747e-10	1.7269291523338798e-8
otu_305	otu_588	0.9441657397477222	4.086242455514366e-10	1.733071839773696e-8
otu_376	otu_717	0.944161180256461	4.089177885191475e-10	1.733071839773696e-8
otu_66	otu_751	0.9441585852051635	4.0908476606205113e-10	1.733071839773696e-8
otu_357	otu_92	0.9440909528018215	4.1346259749275305e-10	1.7505719868516348e-8
otu_5	otu_855	0.9440829341404987	4.1398440231432687e-10	1.751734835727178e-8
otu_215	otu_872	0.9440494302143598	4.1617065349441873e-10	1.7599350380113615e-8
otu_429	otu_728	0.9440154195980728	4.1840086950628574e-10	1.768311271742845e-8
otu_12	otu_574	0.9440035822662723	4.191793578911529e-10	1.7705456597075895e-8
otu_261	otu_337	0.9439948641167288	4.1975356523948903e-10	1.771915050024659e-8
otu_370	otu_383	0.9439855499635523	4.2036774061671167e-10	1.7734514276160746e-8
otu_370	otu_661	0.9439533932100072	4.224944838426836e-10	1.7813634168253446e-8
otu_566	otu_782	0.9439386166629636	4.2347503281803256e-10	1.784436172771158e-8
otu_263	otu_635	0.9438987652378487	4.261293540253064e-10	1.7945540163932036e-8
otu_172	otu_311	0.9438868964948264	4.2692294144330845e-10	1.7968284084166227e-8
otu_217	otu_29	0.9438731705263919	4.2784198406309315e-10	1.79962780192616e-8
otu_541	otu_894	0.9437949405576933	4.3311398911782817e-10	1.8207228406118144e-8
otu_66	otu_816	0.9437735621036648	4.345648285664083e-10	1.8257389916699916e-8
otu_816	otu_863	0.9437687393186743	4.3489256640327767e-10	1.8260335033411556e-8
otu_625	otu_91	0.9437143028136267	4.3860826082209314e-10	1.8405446473668843e-8
otu_12	otu_66	0.9437028922628317	4.3939074600984895e-10	1.8427371901889973e-8
otu_116	otu_532	0.9436248143245575	4.4477777016993514e-10	1.8642264481705692e-8
otu_69	otu_728	0.9436206284395809	4.450682045131771e-10	1.864341256682975e-8
otu_234	otu_9	0.9436005908146575	4.464608682752669e-10	1.8690703189532082e-8
otu_174	otu_743	0.9435720661355388	4.4845016589079023e-10	1.8762900801461422e-8
otu_125	otu_48	0.9435578670416731	4.4944314936401497e-10	1.8793352598421195e-8
otu_272	otu_635	0.9435511212480413	4.4991566028329544e-10	1.8802017888112527e-8
otu_128	otu_311	0.943508642217804	4.529010499965125e-10	1.8915624525369957e-8
otu_488	otu_625	0.9434844593909256	4.5460835096378105e-10	1.8975748812078296e-8
otu_397	otu_625	0.9434686738030812	4.5572612350497366e-10	1.901120937583197e-8
otu_258	otu_863	0.9433824161068529	4.618756488383724e-10	1.9256410874746167e-8
otu_635	otu_66	0.943340177002439	4.649138851675616e-10	1.937168519996243e-8
otu_353	otu_677	0.9433226014516194	4.661830921293131e-10	1.9413156778940773e-8
otu_272	otu_574	0.9433062292320398	4.673683662304029e-10	1.9451086509069896e-8
otu_69	otu_751	0.943298722788294	4.679123755124692e-10	1.9462299018087894e-8
otu_138	otu_55	0.9432886859515848	4.686411259058332e-10	1.9481177970499607e-8
otu_191	otu_432	0.9432638568195761	4.704479028561082e-10	1.9535280171615224e-8
otu_239	otu_668	0.9432632247677774	4.704938660893276e-10	1.9535280171615224e-8
otu_12	otu_429	0.9431379031950516	4.797084951491115e-10	1.990461618504868e-8
otu_430	otu_539	0.9431346371561541	4.799507458130847e-10	1.990461618504868e-8
otu_650	otu_888	0.9431207531203053	4.809819209583566e-10	1.993571615780379e-8
otu_805	otu_91	0.9430854252891546	4.836140377051379e-10	2.0033096748328084e-8
otu_667	otu_893	0.9430724328716449	4.8458526080708e-10	2.0054761173773785e-8
otu_45	otu_735	0.9430708620298696	4.847029444476902e-10	2.0054761173773785e-8
otu_617	otu_718	0.9430385996929467	4.871227865521632e-10	2.0143124048816292e-8
otu_181	otu_66	0.9430064521341521	4.895446270580806e-10	2.023146646493791e-8
otu_272	otu_66	0.94297448249469	4.919635809841338e-10	2.0319586693374983e-8
otu_272	otu_863	0.9429425349760108	4.943914166943841e-10	2.0407970908346632e-8
otu_38	otu_66	0.9429301247193392	4.953373267113648e-10	2.0435115464490506e-8
otu_383	otu_625	0.9429155159380321	4.96453100851113e-10	2.046923209768673e-8
otu_438	otu_577	0.9429097935030318	4.968905287228154e-10	2.047535646148736e-8
otu_625	otu_661	0.942890134335873	4.983964352334169e-10	2.052547689924675e-8
otu_305	otu_370	0.9428338967866783	5.027267491186649e-10	2.069178923956707e-8
otu_2	otu_48	0.9427917705339199	5.059921370786924e-10	2.0814102558090193e-8
otu_217	otu_872	0.9427503417411667	5.09221775857327e-10	2.0934804284027788e-8
otu_119	otu_370	0.9427226982181941	5.11386932799951e-10	2.1011629129930044e-8
otu_370	otu_805	0.9427096092236484	5.124147772761489e-10	2.1041662661775392e-8
otu_444	otu_9	0.9426459978285707	5.174367601057384e-10	2.1235580665462833e-8
otu_350	otu_660	0.9426400406576574	5.179092710250188e-10	2.1242672160398862e-8
otu_263	otu_863	0.9425850044051473	5.222928756154488e-10	2.141008088613103e-8
otu_40	otu_805	0.9425781682783594	5.228395494327742e-10	2.1420101679536015e-8
otu_258	otu_417	0.9425082365837629	5.284619408740809e-10	2.1637936754125567e-8
otu_181	otu_370	0.9424976955111708	5.293139260231783e-10	2.1660308210634402e-8
otu_215	otu_500	0.9424918881226718	5.297839944518046e-10	2.1667034270494e-8
otu_743	otu_746	0.9424358020547455	5.343419040571007e-10	2.1840840133766476e-8
otu_751	otu_816	0.9424078467912811	5.366262989525694e-10	2.1921570930583464e-8
otu_19	otu_677	0.9423939105390199	5.377684964003038e-10	2.1955576008564475e-8
otu_138	otu_19	0.9422801004634945	5.471769704001872e-10	2.2323914499603294e-8
otu_296	otu_659	0.9422771777244214	5.47420331287185e-10	2.2323914499603294e-8
otu_107	otu_879	0.9422696075263836	5.48051382054382e-10	2.233679686859481e-8
otu_169	otu_77	0.9422602132620961	5.488356435989772e-10	2.2355905215931672e-8
otu_168	otu_728	0.9422564099503302	5.491533894286249e-10	2.235599978698634e-8
otu_138	otu_343	0.9422239645312107	5.518705492590925e-10	2.245371816836248e-8
otu_12	otu_168	0.9422127594157321	5.528117963393697e-10	2.2479110084537674e-8
otu_209	otu_577	0.9422071078002533	5.532871938385142e-10	2.2485540797304208e-8
otu_608	otu_805	0.9422031512443659	5.536198166566919e-10	2.248616511481931e-8
otu_751	otu_814	0.9421319185332566	5.596441088329129e-10	2.2710323877519704e-8
otu_292	otu_376	0.9421303246761785	5.597795560419172e-10	2.2710323877519704e-8
otu_161	otu_636	0.9421190507086007	5.607385666905884e-10	2.273286300502399e-8
otu_417	otu_743	0.9421162525346782	5.60976598507068e-10	2.273286300502399e-8
otu_292	otu_625	0.9420569398238863	5.660476531943459e-10	2.2925253410172832e-8
otu_276	otu_881	0.9420353992224582	5.678990611102108e-10	2.2987101002425643e-8
otu_169	otu_668	0.9420067670929894	5.70368641206187e-10	2.3073885738658508e-8
otu_276	otu_350	0.9419421456068272	5.759768217927785e-10	2.328746903672845e-8
otu_172	otu_66	0.9419311975118493	5.769318356385611e-10	2.3312782658334466e-8
otu_128	otu_285	0.9419171339463035	5.781606304822162e-10	2.3349124128807724e-8
otu_376	otu_661	0.941863273838356	5.828877380764652e-10	2.3526623760767398e-8
otu_488	otu_818	0.9418329074370964	5.855680385025153e-10	2.3609565427447843e-8
otu_278	otu_885	0.94183244605594	5.856088947098215e-10	2.3609565427447843e-8
otu_376	otu_383	0.9418154284959248	5.871156893988427e-10	2.365685707892688e-8
otu_292	otu_863	0.9417705357183723	5.911071632169751e-10	2.3804154147821777e-8
otu_370	otu_396	0.9416800926261911	5.992220053485653e-10	2.4117239552007335e-8
otu_345	otu_677	0.9416673565487375	6.003724184466819e-10	2.4149827201944962e-8
otu_532	otu_751	0.9416605965769864	6.009839292886454e-10	2.4160712973489525e-8
otu_319	otu_66	0.9416506440131156	6.018852083400361e-10	2.418322903985737e-8
otu_292	otu_488	0.9416247635398464	6.042344402601429e-10	2.4263864129109286e-8
otu_396	otu_40	0.9415659868302002	6.095999260935514e-10	2.446546113352579e-8
otu_430	otu_763	0.941540141416982	6.119722506525704e-10	2.454677149816162e-8
otu_40	otu_488	0.9415353595156424	6.124123430595318e-10	2.455053010559241e-8
otu_618	otu_880	0.9414384912149211	6.213829450985031e-10	2.4896064226569535e-8
otu_12	otu_40	0.9414181849519435	6.232783178461432e-10	2.4957894946702398e-8
otu_280	otu_558	0.9413853830374109	6.263505269998859e-10	2.506675321944885e-8
otu_113	otu_169	0.9413752750410583	6.272997676859404e-10	2.5090574680873994e-8
otu_138	otu_452	0.9413567085620582	6.290470366820955e-10	2.5146270598917203e-8
otu_397	otu_863	0.9413494982809265	6.297264931731661e-10	2.515924178700187e-8
otu_717	otu_743	0.9411827926677353	6.45622888484354e-10	2.577981286998145e-8
otu_396	otu_91	0.9411591147064395	6.479092817812671e-10	2.5856541810545657e-8
otu_258	otu_311	0.9411120033580143	6.52479403839834e-10	2.6011086163348e-8
otu_275	otu_376	0.9411116284218096	6.525158191550418e-10	2.6011086163348e-8
otu_12	otu_38	0.9410429597031805	6.592288936957402e-10	2.6263916284192963e-8
otu_181	otu_863	0.941012638199235	6.622125070521179e-10	2.6367962724621297e-8
otu_625	otu_717	0.9409699193048318	6.664360174823969e-10	2.652123479791261e-8
otu_107	otu_577	0.9409474891315148	6.686633469143999e-10	2.6594940166052195e-8
otu_479	otu_881	0.9409229637623766	6.711058375685752e-10	2.6677115728272765e-8
otu_661	otu_863	0.9409148183813376	6.719189649118107e-10	2.66944666799829e-8
otu_383	otu_863	0.9408865420405619	6.747482572677654e-10	2.6791852931154143e-8
otu_172	otu_370	0.9408556652251171	6.778495542647534e-10	2.689992441661179e-8
otu_319	otu_625	0.9408149208248308	6.819611542141502e-10	2.704794558818249e-8
otu_386	otu_9	0.940596854605704	7.043443606136179e-10	2.7920084397567555e-8
otu_410	otu_496	0.940576525396385	7.064637763676274e-10	2.7988444166479576e-8
otu_717	otu_746	0.9405605026312307	7.081379926887621e-10	2.8039099647937822e-8
otu_192	otu_635	0.9405305484032026	7.11277703402402e-10	2.814769319170779e-8
otu_145	otu_275	0.9405036080731778	7.141118807396651e-10	2.8244081283094032e-8
otu_12	otu_149	0.9404789270577174	7.167169080446456e-10	2.8331303722572392e-8
otu_272	otu_751	0.9404352262628782	7.213505348602212e-10	2.849857330476758e-8
otu_318	otu_698	0.9404166083651224	7.23332505003782e-10	2.8560955222645157e-8
otu_192	otu_574	0.9404070337529816	7.243539101864371e-10	2.85853606561102e-8
otu_263	otu_751	0.9403812886562259	7.27105931019878e-10	2.867799664271835e-8
otu_172	otu_625	0.940362549955224	7.291149906052397e-10	2.8723505370237616e-8
otu_488	otu_53	0.9403612752196924	7.292517700818735e-10	2.8723505370237616e-8
otu_168	otu_370	0.9403588572001806	7.295115622696358e-10	2.8723505370237616e-8
otu_116	otu_814	0.940355418147238	7.298808224476261e-10	2.8723505370237616e-8
otu_588	otu_743	0.9402948044056751	7.364189258396436e-10	2.8964721302891556e-8
otu_488	otu_717	0.9402829204086183	7.377067845482088e-10	2.899928234145249e-8
otu_286	otu_345	0.9402666692385329	7.394711509789431e-10	2.9037799504282713e-8
otu_22	otu_738	0.940266349104972	7.395060119819163e-10	2.9037799504282713e-8
otu_370	otu_69	0.9401810672445341	7.488267783628544e-10	2.938751203944943e-8
otu_193	otu_311	0.9401631434683205	7.507989785437985e-10	2.9443388646559078e-8
otu_168	otu_880	0.9401605796728026	7.510814192812632e-10	2.9443388646559078e-8
otu_296	otu_9	0.9401201492660327	7.555480685539351e-10	2.9602114376356385e-8
otu_172	otu_863	0.9400523715513307	7.630887033371891e-10	2.9881035877197024e-8
otu_107	otu_609	0.940032601810738	7.653009337360572e-10	2.9951114842339476e-8
otu_53	otu_863	0.9400287956150001	7.657274814221182e-10	2.995126985280025e-8
otu_417	otu_814	0.9399294754542316	7.769316301420304e-10	3.0372755773826e-8
otu_305	otu_625	0.9398943001257689	7.809344282350139e-10	3.051240823350873e-8
otu_116	otu_635	0.9398860332559809	7.818776737167354e-10	3.053243085528779e-8
otu_275	otu_66	0.939814901560311	7.900362586354959e-10	3.083403627040165e-8
otu_263	otu_275	0.9398006952003881	7.916747257752377e-10	3.088097846122496e-8
otu_444	otu_682	0.9397364783473287	7.991181050215346e-10	3.115417756408486e-8
otu_265	otu_29	0.9396989407431212	8.034979348536808e-10	3.130770732858135e-8
otu_14	otu_276	0.9396826915119352	8.054001909840736e-10	3.136458458032264e-8
otu_128	otu_417	0.9395664535906334	8.191256561929094e-10	3.1881576061685146e-8
otu_237	otu_276	0.9395439441940077	8.21807288886589e-10	3.196839374705043e-8
otu_562	otu_95	0.9395032721998665	8.266725082251014e-10	3.214001135104898e-8
otu_500	otu_744	0.9393680573070365	8.430296460915088e-10	3.2757987498016324e-8
otu_113	otu_562	0.9393290897152007	8.477964996700393e-10	3.292516422499381e-8
otu_215	otu_430	0.9392836577096718	8.533842521529778e-10	3.312402095048984e-8
otu_227	otu_611	0.939251044111355	8.574154719553917e-10	3.326227640411075e-8
otu_261	otu_479	0.9391455511555524	8.705698384403604e-10	3.37480340753354e-8
otu_504	otu_677	0.9391430072160593	8.708893606268475e-10	3.37480340753354e-8
otu_302	otu_784	0.9391356455315781	8.718141764063603e-10	3.3765410692337265e-8
otu_337	otu_759	0.9391205558219603	8.737126577784693e-10	3.3820457855110205e-8
otu_16	otu_794	0.9391099989136493	8.750431490511801e-10	3.3853470650737684e-8
otu_125	otu_239	0.9390607809045917	8.81269279773278e-10	3.4075745484566746e-8
otu_232	otu_891	0.9390490697670699	8.827565345370658e-10	3.410318575087379e-8
otu_193	otu_79	0.9390476161074122	8.829412756483634e-10	3.410318575087379e-8
otu_383	otu_488	0.9390434858885502	8.834664111390111e-10	3.4104883091442566e-8
otu_488	otu_661	0.9390330059049522	8.848002330807958e-10	3.413777970595236e-8
otu_128	otu_263	0.9389158544249223	8.998304323881712e-10	3.468107154367707e-8
otu_38	otu_728	0.9389156235403491	8.998601863652311e-10	3.468107154367707e-8
otu_698	otu_77	0.9389036000603639	9.014158308673359e-10	3.4722145885083316e-8
otu_113	otu_138	0.9388444878944053	9.090967978409026e-10	3.499899220194015e-8
otu_345	otu_765	0.9388358740228878	9.102207876310331e-10	3.501911745685577e-8
otu_558	otu_713	0.9388289938216751	9.111196241917696e-10	3.501911745685577e-8
otu_744	otu_763	0.9388265648363344	9.114371479768124e-10	3.501911745685577e-8
otu_209	otu_763	0.9388253509067527	9.115959098693338e-10	3.501911745685577e-8
otu_409	otu_872	0.9387378737266816	9.230967101814258e-10	3.5441713126120657e-8
otu_319	otu_751	0.9387051535856803	9.274314649587723e-10	3.558886438030208e-8
otu_10	otu_753	0.9387008137436964	9.280076707085527e-10	3.5591705448668496e-8
otu_286	otu_668	0.938650076226211	9.347682627947052e-10	3.583160378249731e-8
otu_119	otu_863	0.9386383743942451	9.363336772594266e-10	3.587220849158871e-8
otu_311	otu_38	0.9386308417006104	9.37342647944206e-10	3.589146273133092e-8
otu_215	otu_462	0.9386047923743199	9.408389622933555e-10	3.599237529519519e-8
otu_169	otu_603	0.9386036422012535	9.409937273829883e-10	3.599237529519519e-8
otu_169	otu_592	0.9385708102469627	9.454175220469097e-10	3.614207782772209e-8
otu_192	otu_863	0.9385491818403952	9.483418494937723e-10	3.622753184939764e-8
otu_193	otu_625	0.9385467206478212	9.486751384457648e-10	3.622753184939764e-8
otu_119	otu_285	0.9384931987210151	9.559482094800842e-10	3.648561405229426e-8
otu_577	otu_622	0.9384444345767606	9.626175412336124e-10	3.672038797226777e-8
otu_69	otu_805	0.9384361629219319	9.637526332539892e-10	3.674391158392132e-8
otu_488	otu_608	0.9384257166413719	9.651883736694344e-10	3.677886622161012e-8
otu_477	otu_802	0.9384049244537265	9.680511947607329e-10	3.68681335195388e-8
otu_500	otu_777	0.9383563231980726	9.747722629072086e-10	3.7073119404130846e-8
otu_227	otu_592	0.9383550133922315	9.749541174386422e-10	3.7073119404130846e-8
otu_169	otu_19	0.9383546621891943	9.750027452071208e-10	3.7073119404130846e-8
otu_814	otu_863	0.938296735213571	9.830691816148374e-10	3.7359791590419956e-8
otu_805	otu_818	0.9382823283049415	9.85084458449137e-10	3.741631622563828e-8
otu_376	otu_618	0.9382300105637563	9.924336907829456e-10	3.767527063092237e-8
otu_577	otu_659	0.9381573212820655	1.0027245700428011e-9	3.801217480864223e-8
otu_418	otu_847	0.9381567038033911	1.0028124997063514e-9	3.801217480864223e-8
otu_350	otu_763	0.9381559667924279	1.002917304759876e-9	3.801217480864223e-8
otu_70	otu_765	0.9381372309447626	1.0055853927326552e-9	3.8092929072859256e-8
otu_376	otu_38	0.9381251873251467	1.007304017974775e-9	3.813764934721162e-8
otu_618	otu_746	0.9380605769031384	1.0165674968476424e-9	3.8467825897796854e-8
otu_193	otu_370	0.9380319301843292	1.0206986367222726e-9	3.8603541396119413e-8
otu_488	otu_91	0.9379661776633087	1.030237228860642e-9	3.8943516710787664e-8
otu_345	otu_611	0.9379439407986129	1.033480634404782e-9	3.9045295012832266e-8
otu_322	otu_863	0.9379216200608541	1.0367453562309947e-9	3.9147769775294613e-8
otu_66	otu_814	0.9378646755368393	1.0451159937474586e-9	3.943125613241482e-8
otu_666	otu_900	0.9378629842541755	1.0453655718833943e-9	3.943125613241482e-8
otu_376	otu_429	0.9378565426273692	1.0463163668816833e-9	3.944612703143946e-8
otu_2	otu_22	0.9378178102233731	1.0520497806254525e-9	3.9641190989691426e-8
otu_376	otu_574	0.9378071848113941	1.0536274075434449e-9	3.9679540986742404e-8
otu_263	otu_91	0.937741337005244	1.063451104954538e-9	4.00282318187774e-8
otu_116	otu_417	0.9377107267535377	1.068045207830437e-9	4.017981536634291e-8
otu_396	otu_608	0.937706700733631	1.0686509455126725e-9	4.0181275551276484e-8
otu_135	otu_659	0.9376438192531849	1.078148237354526e-9	4.0516879358822575e-8
otu_376	otu_53	0.9376304575980424	1.0801759486867013e-9	4.0571568913152434e-8
otu_305	otu_751	0.9376169468289519	1.082229417193048e-9	4.062716746449919e-8
otu_138	otu_353	0.9375766812222144	1.0883707268760645e-9	4.083608450930013e-8
otu_488	otu_743	0.9374977191024579	1.1005027999999584e-9	4.1269437276612195e-8
otu_12	otu_272	0.9374912983858297	1.1014944512055536e-9	4.128478092207552e-8
otu_174	otu_863	0.9374868263589665	1.1021858981052901e-9	4.128886242817682e-8
otu_797	otu_894	0.9373680008423058	1.1206928718365816e-9	4.1959972522075835e-8
otu_272	otu_79	0.9373379520578587	1.1254162046725469e-9	4.211457176471565e-8
otu_263	otu_588	0.9373312482886292	1.1264722488135703e-9	4.2131845439002965e-08
otu_666	otu_872	0.9373241741039122	1.1275878009087137e-9	4.2139658011025056e-8
otu_138	otu_169	0.9373223845814314	1.1278702416461783e-9	4.2139658011025056e-8
otu_397	otu_488	0.9373032746676264	1.1308889380501341e-9	4.223018144006391e-8
otu_322	otu_805	0.9372923238342378	1.132621996191574e-9	4.227262590946498e-8
otu_239	otu_603	0.9372648669011985	1.1369776231617834e-9	4.241285579958661e-8
otu_29	otu_872	0.9372575807539294	1.1381362519102822e-9	4.2433742761911184e-8
otu_174	otu_66	0.9371829515660703	1.1500607133285712e-9	4.28557850251713e-8
otu_148	otu_872	0.9371530313832875	1.1548724199172966e-9	4.299364404268057e-8
otu_376	otu_560	0.9371524042248788	1.1549734502125375e-9	4.299364404268057e-8
otu_12	otu_560	0.9371385158168493	1.1572132141424163e-9	4.304713382767551e-8
otu_721	otu_727	0.9371359646154268	1.1576251068845522e-9	4.304713382767551e-8
otu_359	otu_5	0.937124542380125	1.1594705195960842e-9	4.309314763864293e-8
otu_54	otu_574	0.9370537497712716	1.1709662128822629e-9	4.3497589782098146e-8
otu_396	otu_560	0.9370455786017268	1.1722995907348377e-9	4.352430895386189e-8
otu_305	otu_488	0.9370001918460885	1.179730091394049e-9	4.377725128672493e-8
otu_444	otu_577	0.9369942106361485	1.1807124167262373e-9	4.3790776163207115e-8
otu_376	otu_397	0.9369775877435482	1.1834462299020743e-9	4.3869212861160784e-8
otu_319	otu_728	0.9368195415815791	1.2097189916460138e-9	4.4819677601622e-8
otu_863	otu_91	0.9367903180530975	1.2146328387530048e-9	4.4978222089580966e-8
otu_12	otu_816	0.936773087076727	1.2175385144530537e-9	4.506227663204941e-8
otu_488	otu_560	0.9367236355831761	1.2259118165047767e-9	4.534849995124872e-8
otu_107	otu_659	0.9367128677758202	1.2277416860939638e-9	4.5372926393468034e-8
otu_438	otu_500	0.9367122163673725	1.2278524863518214e-9	4.5372926393468034e-8
otu_12	otu_128	0.9366883707363642	1.2319136821759002e-9	4.549927782068739e-8
otu_193	otu_376	0.9366759530554496	1.2340333199745146e-9	4.555257583412165e-8
otu_263	otu_608	0.9366723904497426	1.234642166281219e-9	4.555257583412165e-8
otu_100	otu_735	0.9366467362978138	1.2390333203882165e-9	4.5690804170569836e-8
otu_625	otu_746	0.9366132931082705	1.2447785024960467e-9	4.587879414607895e-8
otu_550	otu_883	0.936590381138689	1.2487280098838482e-9	4.598673831553283e-8
otu_138	otu_592	0.9365887770948793	1.2490048995061898e-9	4.598673831553283e-8
otu_532	otu_805	0.936575260701788	1.2513403646607912e-9	4.6048805651972084e-8
otu_234	otu_577	0.9364913968992755	1.2659180370633294e-9	4.656108292418295e-8
otu_608	otu_863	0.9364648421836425	1.2705652085998054e-9	4.670776956676339e-8
otu_128	otu_880	0.9364424040420111	1.2745036137573607e-9	4.6828262378780036e-8
otu_370	otu_816	0.9364295357038606	1.2767671364599664e-9	4.6887123090018954e-8
otu_580	otu_677	0.9364009949501625	1.2817999994751972e-9	4.7047569530193726e-8
otu_500	otu_783	0.9363911582746961	1.283538830776365e-9	4.708700733442322e-8
otu_345	otu_526	0.93638206320686	1.2851482100728617e-9	4.710856316412048e-8
otu_319	otu_370	0.9363803263972219	1.285455741850683e-9	4.710856316412048e-8
