source	target	Rho
otu_263	otu_10	0.719121307758639
otu_589	otu_14	0.719086850334277
otu_782	otu_626	0.719018487262803
otu_626	otu_566	0.718934285887489
otu_881	otu_763	0.718908741048611
otu_745	otu_346	0.718865255617412
otu_183	otu_66	0.718796399958676
otu_869	otu_306	0.718757485605042
otu_881	otu_587	0.718671300695935
otu_881	otu_462	0.718569873392939
otu_773	otu_643	0.718411180956344
otu_589	otu_350	0.718377232806867
otu_827	otu_300	0.71826567539386
otu_435	otu_176	0.718228269318143
otu_872	otu_444	0.718049555043663
otu_175	otu_32	0.718021753168721
otu_183	otu_154	0.718017016796342
otu_855	otu_306	0.717862113547104
otu_92	otu_4	0.717829829580493
otu_881	otu_267	0.71770043935183
otu_532	otu_285	0.717662712787339
otu_346	otu_92	0.71763675670668
otu_622	otu_350	0.717168972210967
otu_653	otu_138	0.717126919590753
otu_622	otu_103	0.71702234757234
otu_802	otu_92	0.716959612266644
otu_703	otu_32	0.716913236417127
otu_191	otu_92	0.716828557830263
otu_745	otu_643	0.716782156237676
otu_116	otu_54	0.716713732577475
otu_763	otu_160	0.716421962400561
otu_818	otu_181	0.716276524479612
otu_421	otu_337	0.716246592227935
otu_764	otu_561	0.716148763064823
otu_759	otu_206	0.715989812172666
otu_734	otu_207	0.71587632352864
otu_643	otu_512	0.715432999198234
otu_743	otu_642	0.715428169541092
otu_869	otu_643	0.715338351656788
otu_881	otu_299	0.715206178453869
otu_477	otu_10	0.715199460201024
otu_587	otu_337	0.715145273891088
otu_789	otu_500	0.715030700586109
otu_745	otu_4	0.714981009486409
otu_666	otu_438	0.714969201639968
otu_383	otu_292	0.714845746832028
otu_894	otu_763	0.71470550666402
otu_410	otu_46	0.714587352285843
otu_66	otu_5	0.714532645784774
otu_588	otu_79	0.714525164464458
otu_232	otu_71	0.714445548850568
otu_254	otu_115	0.714249335856373
otu_421	otu_160	0.714203425473661
otu_533	otu_477	0.714032607208287
otu_500	otu_209	0.714024945457515
otu_477	otu_357	0.71397256379301
otu_54	otu_12	0.713928859491693
otu_830	otu_721	0.71391967081814
otu_730	otu_628	0.713888462085504
otu_775	otu_523	0.71386754339964
otu_508	otu_370	0.713821577407746
otu_723	otu_245	0.713764464205977
otu_659	otu_402	0.713724597834181
otu_345	otu_239	0.713698961143891
otu_737	otu_286	0.713661063318678
otu_397	otu_275	0.713620204106592
otu_320	otu_74	0.713514898406722
otu_574	otu_295	0.713462314354865
otu_862	otu_667	0.713274710445514
otu_847	otu_489	0.713258038471847
otu_678	otu_531	0.713231380441903
otu_826	otu_330	0.713172165216501
otu_661	otu_292	0.713109191954457
otu_520	otu_12	0.713083581609398
otu_863	otu_520	0.713051253757639
otu_462	otu_160	0.712700004349625
otu_343	otu_318	0.712689276840527
otu_322	otu_181	0.712563390792731
otu_738	otu_402	0.712555790828345
otu_320	otu_300	0.712223604699044
otu_139	otu_40	0.712202103101358
otu_325	otu_184	0.712197934550349
otu_678	otu_444	0.712179667916492
otu_745	otu_655	0.712085800256982
otu_500	otu_118	0.712066413342633
otu_881	otu_421	0.71200072263318
otu_678	otu_67	0.711992146867207
otu_763	otu_430	0.711934657115438
otu_808	otu_773	0.71186720465968
otu_773	otu_154	0.711807684267485
otu_261	otu_217	0.711783273983773
otu_115	otu_92	0.711744188529587
otu_275	otu_193	0.711561022508106
otu_116	otu_40	0.711432198728277
otu_830	otu_703	0.711360324833037
otu_797	otu_479	0.711276188266306
otu_677	otu_558	0.711260778259412
otu_871	otu_46	0.711134881137436
otu_512	otu_154	0.711124223868452
otu_300	otu_139	0.710906814919297
otu_673	otu_406	0.710829677213427
otu_275	otu_116	0.710763548397863
otu_698	otu_90	0.710687529170146
otu_508	otu_92	0.710659865912978
otu_508	otu_54	0.710639447848069
otu_759	otu_447	0.710437524212535
otu_834	otu_763	0.710429684926886
otu_698	otu_430	0.710399890756175
otu_587	otu_284	0.710272260044268
otu_539	otu_409	0.710200641666882
otu_115	otu_5	0.71019773753223
otu_773	otu_730	0.710155640351605
otu_462	otu_276	0.70995129909598
otu_621	otu_68	0.709774650335345
otu_698	otu_265	0.709765612007984
otu_609	otu_284	0.709345661026642
otu_765	otu_738	0.709298667746894
otu_409	otu_67	0.709122932940209
otu_773	otu_66	0.709109475783919
otu_764	otu_154	0.708743446411351
otu_280	otu_245	0.708567216839305
otu_698	otu_670	0.708512375340975
otu_719	otu_561	0.708473704837272
otu_654	otu_202	0.708356013783577
otu_762	otu_621	0.70820605050395
otu_843	otu_462	0.708149488209988
otu_723	otu_559	0.708089350646036
otu_493	otu_54	0.707798598342976
otu_622	otu_209	0.707512568225556
otu_719	otu_92	0.707505150410561
otu_751	otu_54	0.707369010609584
otu_875	otu_727	0.707344026834045
otu_678	otu_103	0.707286171779131
otu_124	otu_3	0.707230813631393
otu_352	otu_68	0.707210558085881
otu_299	otu_160	0.706969894858705
otu_118	otu_29	0.706865811783025
otu_801	otu_520	0.706824264650461
otu_296	otu_261	0.706771123188002
otu_855	otu_357	0.706741845731721
otu_621	otu_329	0.706731003907107
otu_753	otu_561	0.70668868095303
otu_783	otu_29	0.706647742372001
otu_496	otu_4	0.706426797460599
otu_587	otu_421	0.706425512256173
otu_847	otu_80	0.706313731268996
otu_759	otu_479	0.70619713469012
otu_477	otu_32	0.706151792127814
otu_280	otu_175	0.706138337962382
otu_589	otu_545	0.706060609615831
otu_687	otu_306	0.705995894967319
otu_655	otu_246	0.705947710968719
otu_518	otu_161	0.705926722300342
otu_622	otu_118	0.705749176765358
otu_462	otu_337	0.705702916766565
otu_759	otu_118	0.705696686517725
otu_869	otu_115	0.705480037445596
otu_898	otu_267	0.705360050964798
otu_643	otu_327	0.705342711677681
otu_406	otu_190	0.705239866858206
otu_714	otu_626	0.705207441665705
otu_284	otu_103	0.705149422027742
otu_452	otu_402	0.705068198517647
otu_237	otu_202	0.705047655309208
otu_330	otu_14	0.704879911447764
otu_489	otu_370	0.704802278913438
otu_814	otu_181	0.704781473778625
otu_759	otu_670	0.70477060121754
otu_730	otu_154	0.704649955415984
otu_397	otu_79	0.704630785490525
otu_660	otu_479	0.704593636174649
otu_482	otu_447	0.704505634891831
otu_181	otu_119	0.704425613349748
otu_327	otu_92	0.704305580937262
otu_154	otu_5	0.704216355978969
otu_855	otu_115	0.704139023270078
otu_250	otu_232	0.704077856847497
otu_762	otu_573	0.704054736505524
otu_430	otu_421	0.70396515447608
otu_892	otu_526	0.703918383172911
otu_609	otu_215	0.703792386718098
otu_267	otu_164	0.703773701582799
otu_643	otu_92	0.703750908415287
otu_175	otu_48	0.703711810976693
otu_834	otu_113	0.703585157376264
otu_499	otu_318	0.703386461431779
otu_763	otu_337	0.703377942654961
otu_566	otu_54	0.703285432989739
otu_329	otu_207	0.703076213731171
otu_193	otu_79	0.702994546696875
otu_789	otu_330	0.702955408100846
otu_745	otu_306	0.702934243874073
otu_759	otu_237	0.702912902703244
otu_352	otu_329	0.702814002931771
otu_504	otu_358	0.702607207259616
otu_860	otu_80	0.702601011778004
otu_687	otu_115	0.702555403084978
otu_417	otu_79	0.702387208292128
otu_609	otu_224	0.702265951763331
otu_574	otu_154	0.702136967015965
otu_802	otu_154	0.702075544377877
otu_245	otu_48	0.702074685418483
otu_421	otu_284	0.701958673703478
otu_860	otu_489	0.70183494690994
otu_118	otu_103	0.701787190617417
otu_208	otu_4	0.701760202821615
otu_318	otu_276	0.70175482655698
otu_759	otu_90	0.701691306519452
otu_611	otu_288	0.701668105305783
otu_789	otu_622	0.701603274631799
otu_677	otu_2	0.701547721835874
otu_678	otu_622	0.701401153076235
otu_561	otu_121	0.701395482166247
otu_209	otu_135	0.701363814863871
otu_493	otu_312	0.701280559588765
otu_759	otu_744	0.70124851613806
otu_574	otu_183	0.701216425220497
otu_479	otu_416	0.701209754349116
otu_628	otu_508	0.701155841594387
otu_759	otu_565	0.701130253282768
otu_761	otu_278	0.701090412698069
otu_678	otu_202	0.700891956257189
otu_609	otu_237	0.700878783289496
otu_863	otu_635	0.700717774185103
otu_539	otu_343	0.700683181578128
otu_827	otu_4	0.700615527471828
otu_538	otu_209	0.700358750861513
otu_754	otu_653	0.700310271956656
otu_655	otu_74	0.70025866391945
otu_227	otu_89	0.700215475992817
otu_306	otu_254	0.700104176095593
otu_745	otu_115	0.700030364645188
otu_577	otu_444	0.699843812363412
otu_477	otu_74	0.699803845310501
otu_80	otu_54	0.699698156681261
otu_869	otu_751	0.699694626704746
otu_561	otu_191	0.699694580035868
otu_808	otu_306	0.699611542631297
otu_789	otu_29	0.699464873810135
otu_267	otu_202	0.699439891276174
otu_560	otu_532	0.699418675244886
otu_827	otu_808	0.699348202285195
otu_489	otu_54	0.699274552242667
otu_370	otu_80	0.69916237129069
otu_444	otu_265	0.699119842156322
otu_172	otu_53	0.698952718448716
otu_346	otu_5	0.698857145970197
otu_826	otu_438	0.698785033762037
otu_654	otu_164	0.698758125063271
otu_622	otu_135	0.698666936378402
otu_698	otu_276	0.698568662230348
otu_894	otu_587	0.698482538636242
otu_860	otu_66	0.69843291179941
otu_847	otu_116	0.698393963664616
otu_121	otu_92	0.698314938287594
otu_300	otu_254	0.698308996077095
otu_508	otu_295	0.698199741238124
otu_762	otu_536	0.698182685968257
otu_198	otu_89	0.69815899907516
otu_730	otu_306	0.698075705315963
otu_855	otu_154	0.698055589039809
otu_628	otu_66	0.697799984323605
otu_635	otu_12	0.69772777926198
otu_670	otu_482	0.697539069070981
otu_318	otu_265	0.697466091965802
otu_761	otu_512	0.697223055518532
otu_628	otu_80	0.6972179720589
otu_275	otu_263	0.697160114156239
otu_847	otu_508	0.69715116760428
otu_802	otu_183	0.696934539063074
otu_765	otu_677	0.696931050960821
otu_318	otu_148	0.696924962819698
otu_827	otu_730	0.696825729172076
otu_655	otu_300	0.69680064145461
otu_855	otu_346	0.696688234511623
otu_678	otu_447	0.696481391236716
otu_723	otu_432	0.696266456736778
otu_295	otu_116	0.696149744180523
otu_896	otu_209	0.696105856675289
otu_628	otu_116	0.695854520454704
otu_860	otu_508	0.695834524949061
otu_826	otu_577	0.695761102240392
otu_802	otu_751	0.695695216818825
otu_761	otu_314	0.695626110730461
otu_892	otu_763	0.695570621679061
otu_541	otu_438	0.695549342813192
otu_462	otu_330	0.695540758961309
otu_531	otu_118	0.695443761899482
otu_761	otu_306	0.695424032592469
otu_860	otu_808	0.695323538254509
otu_872	otu_609	0.695192868502932
otu_286	otu_230	0.695016714482023
otu_267	otu_160	0.694646333659077
otu_869	otu_863	0.694623194586267
otu_783	otu_330	0.694612447520912
otu_628	otu_489	0.694396482238373
otu_482	otu_237	0.694391781712189
otu_541	otu_462	0.694336639094999
otu_500	otu_217	0.693993899366012
otu_818	otu_38	0.693796607110106
otu_482	otu_90	0.693791601541665
otu_246	otu_4	0.693705069518845
otu_346	otu_327	0.693688342210537
otu_797	otu_462	0.693621166011412
otu_654	otu_609	0.693513609651069
otu_863	otu_312	0.69349386934267
otu_891	otu_452	0.693258294547045
otu_559	otu_558	0.693239639059224
otu_322	otu_38	0.693048138992169
otu_565	otu_337	0.692924292928134
otu_580	otu_232	0.69279368014484
otu_655	otu_496	0.692710999391779
otu_744	otu_565	0.69258015817843
otu_900	otu_164	0.692568783122724
otu_116	otu_92	0.692526130474987
otu_566	otu_79	0.692429402235231
otu_855	otu_314	0.692295907160607
otu_894	otu_14	0.692257013321265
otu_764	otu_183	0.692141323773927
otu_635	otu_493	0.692136307386212
otu_558	otu_439	0.692119370337419
otu_827	otu_761	0.692107478076215
otu_808	otu_154	0.691914018550067
otu_217	otu_164	0.691833613643342
otu_410	otu_254	0.69183182048732
otu_518	otu_1	0.691642690320143
otu_841	otu_797	0.691531647221779
otu_743	otu_246	0.691497017154214
otu_654	otu_640	0.691495654573018
otu_759	otu_538	0.691450398516472
otu_622	otu_217	0.691448718650885
otu_834	otu_103	0.691257896721835
otu_802	otu_618	0.691206715783119
otu_855	otu_66	0.691102949610262
otu_460	otu_95	0.69104395724899
otu_444	otu_409	0.691037744655285
otu_827	otu_477	0.690993504938336
otu_447	otu_444	0.69092402404294
otu_562	otu_29	0.690858283258113
otu_869	otu_12	0.690842654756575
otu_872	otu_29	0.690840686429116
otu_719	otu_74	0.690785493473027
otu_744	otu_482	0.690731164585768
otu_898	otu_896	0.690525581061356
otu_318	otu_113	0.690269532493428
otu_891	otu_48	0.690258353497175
otu_678	otu_538	0.690212945302965
otu_860	otu_154	0.690155036814771
otu_730	otu_346	0.690146758510198
otu_677	otu_70	0.690127351982836
otu_744	otu_589	0.690086852559232
otu_357	otu_161	0.690082900254871
otu_609	otu_267	0.689989556931327
otu_538	otu_482	0.689653909080407
otu_900	otu_744	0.689613679187276
otu_566	otu_275	0.689539786121297
otu_312	otu_12	0.689527054268183
otu_745	otu_246	0.689489768546301
otu_900	otu_330	0.689446175673934
otu_508	otu_10	0.689300347613761
otu_462	otu_430	0.689122779330229
otu_265	otu_67	0.689086682385936
otu_719	otu_300	0.688982344199757
otu_808	otu_183	0.688813560220645
otu_357	otu_1	0.688794630956153
otu_891	otu_280	0.688696403601754
otu_533	otu_183	0.688525982825574
otu_447	otu_286	0.688419606591648
otu_44	otu_16	0.688384152648881
otu_892	otu_113	0.688277485055275
otu_447	otu_284	0.688254428019533
otu_794	otu_107	0.688104457575996
otu_875	otu_801	0.688074972077867
otu_847	otu_232	0.687904920791686
otu_666	otu_625	0.687829262231799
otu_741	otu_577	0.687601421338777
otu_285	otu_168	0.687485063038124
otu_773	otu_761	0.687478299087756
otu_447	otu_67	0.687382081918708
otu_808	otu_115	0.687327128108636
otu_660	otu_462	0.687163641919993
otu_808	otu_346	0.687163188557856
otu_881	otu_640	0.68716144627134
otu_640	otu_160	0.6871234478156
otu_383	otu_38	0.687036191567332
otu_841	otu_660	0.686904614391007
otu_565	otu_237	0.68690453384094
otu_816	otu_439	0.686740040366089
otu_814	otu_38	0.686721600323016
otu_860	otu_116	0.686669523690475
otu_191	otu_154	0.686531814820781
otu_565	otu_265	0.68632278853882
otu_80	otu_10	0.686322044795265
otu_518	otu_184	0.686150440081182
otu_654	otu_500	0.686017157455831
otu_730	otu_115	0.685881062491928
otu_608	otu_292	0.685701535979969
otu_808	otu_727	0.685563860640727
otu_761	otu_346	0.685447898003095
otu_730	otu_727	0.685404803917507
otu_661	otu_38	0.685400231969231
otu_327	otu_115	0.685393628272469
otu_629	otu_254	0.685234526288496
otu_538	otu_261	0.685110256531452
otu_573	otu_215	0.684694638066283
otu_415	otu_204	0.684685889257874
otu_254	otu_74	0.684646877983862
otu_325	otu_74	0.684513247656015
otu_841	otu_421	0.684512609343284
otu_447	otu_299	0.684448775211446
otu_826	otu_609	0.684187350565374
otu_116	otu_10	0.684176238381526
otu_292	otu_91	0.684140653951961
otu_172	otu_38	0.68412761742106
otu_482	otu_118	0.684048541821177
otu_827	otu_533	0.684033145303931
otu_287	otu_45	0.683966518657225
otu_818	otu_53	0.683753648439307
otu_550	otu_48	0.683752803247582
otu_830	otu_477	0.683702245468573
otu_761	otu_115	0.683607205632623
otu_826	otu_202	0.683591391688836
otu_763	otu_538	0.683489662146607
otu_454	otu_95	0.683098884064287
otu_808	otu_314	0.683058409476532
otu_119	otu_38	0.682954086663952
otu_489	otu_10	0.682954028836391
otu_763	otu_678	0.682938072747779
otu_305	otu_250	0.682908772741168
otu_762	otu_288	0.682894421317252
otu_734	otu_402	0.682859849574995
otu_533	otu_154	0.682835975090972
otu_325	otu_300	0.68281086360543
otu_830	otu_559	0.682655717273496
otu_855	otu_643	0.682648798800213
otu_659	otu_499	0.682631959119324
otu_550	otu_280	0.682422282026756
otu_894	otu_299	0.682299341175861
otu_565	otu_118	0.682243405687336
otu_881	otu_698	0.682143615143058
otu_808	otu_801	0.6819295800637
otu_531	otu_224	0.681910174480809
otu_643	otu_5	0.681807942836945
otu_698	otu_160	0.681765843177598
otu_314	otu_5	0.681691724419684
otu_500	otu_103	0.681420112407799
otu_121	otu_74	0.681310280537144
otu_640	otu_430	0.681276485533429
otu_320	otu_161	0.681074859219304
otu_655	otu_10	0.680879578251424
otu_625	otu_258	0.680833676257541
otu_387	otu_318	0.680806434489116
otu_536	otu_215	0.680657804741872
otu_320	otu_1	0.680649898735419
otu_829	otu_523	0.680529833343579
otu_734	otu_77	0.680329841266499
otu_827	otu_66	0.680203684323072
otu_830	otu_198	0.68017233632526
otu_753	otu_300	0.680143813030022
otu_763	otu_541	0.680106362258348
otu_730	otu_643	0.680036658731323
otu_900	otu_609	0.680009934097527
otu_737	otu_215	0.679812354234262
otu_698	otu_337	0.679769045118256
otu_397	otu_272	0.679721518152683
otu_135	otu_29	0.679662710893258
otu_896	otu_640	0.679544643838749
otu_370	otu_263	0.679388512199081
otu_640	otu_135	0.679312436500786
otu_300	otu_121	0.67919131721622
otu_533	otu_139	0.67918112183441
otu_723	otu_677	0.679092471443741
otu_898	otu_589	0.679075507442006
otu_727	otu_66	0.678998774953112
otu_526	otu_3	0.678936589846567
otu_744	otu_698	0.678830244459155
otu_496	otu_320	0.678743290252996
otu_164	otu_107	0.678602132669371
otu_808	otu_278	0.678448450293091
otu_565	otu_90	0.67841053046431
otu_894	otu_113	0.678409640824725
otu_841	otu_587	0.678349001782109
otu_312	otu_295	0.678306170680685
otu_357	otu_139	0.678258987663705
otu_872	otu_531	0.678192856143098
otu_284	otu_39	0.678073587784683
otu_154	otu_66	0.677879938681279
otu_801	otu_730	0.6777742447545
otu_894	otu_421	0.677613064390273
otu_322	otu_53	0.677383764862347
otu_217	otu_113	0.677289946111221
otu_536	otu_499	0.677153739092982
otu_687	otu_254	0.677143148638157
otu_482	otu_276	0.677141827448623
otu_763	otu_609	0.677121126706754
otu_893	otu_311	0.67696777432073
otu_635	otu_116	0.676810770874371
otu_609	otu_438	0.676765450377324
otu_773	otu_745	0.676714354345898
otu_138	otu_108	0.676701036988438
otu_761	otu_643	0.676644051429032
otu_318	otu_261	0.67658845769989
otu_869	otu_92	0.676321198546733
otu_896	otu_545	0.676127881915688
otu_543	otu_4	0.676068927754589
otu_678	otu_330	0.675882549690338
otu_730	otu_314	0.675758027004284
otu_654	otu_622	0.675704692556005
otu_520	otu_31	0.675672127992189
otu_808	otu_643	0.675635907952681
otu_276	otu_261	0.675589458527367
otu_318	otu_267	0.675559244286828
otu_295	otu_184	0.675286517540613
otu_543	otu_254	0.675254431486181
otu_784	otu_677	0.674949606306033
otu_506	otu_206	0.674923275814253
otu_508	otu_191	0.674857685125971
otu_640	otu_337	0.674787642626048
otu_801	otu_761	0.674750932974231
otu_880	otu_805	0.674569122638107
otu_518	otu_10	0.674514359710892
otu_89	otu_45	0.673931426718284
otu_574	otu_312	0.673884810452443
otu_258	otu_193	0.673815626664277
otu_496	otu_300	0.673808127834463
otu_295	otu_275	0.673714416191052
otu_765	otu_19	0.673651958553318
otu_834	otu_500	0.673529821968149
otu_881	otu_224	0.673435927956729
otu_207	otu_3	0.673345696587207
otu_805	otu_305	0.673291938317605
otu_863	otu_176	0.673238773577953
otu_550	otu_488	0.673154375441259
otu_302	otu_32	0.673152748481687
otu_397	otu_258	0.673141425406821
otu_892	otu_734	0.673015732706622
otu_314	otu_66	0.67295872042014
otu_868	otu_107	0.672801179894923
otu_558	otu_45	0.672791973560128
otu_306	otu_66	0.672758060719446
otu_814	otu_63	0.672633401612812
otu_462	otu_237	0.672542711205711
otu_896	otu_698	0.672511781491885
otu_900	otu_29	0.672464740853896
otu_489	otu_357	0.672343355905271
otu_761	otu_154	0.672135937741824
otu_430	otu_224	0.672035605075693
otu_764	otu_74	0.672031978063329
otu_314	otu_176	0.671929585811992
otu_592	otu_387	0.671793471108473
otu_765	otu_107	0.671625511349415
otu_588	otu_508	0.671611239176147
otu_744	otu_462	0.671451830464759
otu_191	otu_116	0.671426976376573
otu_847	otu_520	0.671341393163488
otu_764	otu_263	0.671324279499277
otu_789	otu_284	0.671312520728961
otu_667	otu_376	0.67112492368944
otu_327	otu_306	0.671111773612512
otu_322	otu_63	0.671080793668961
otu_508	otu_306	0.671055450711009
otu_745	otu_154	0.671022627786607
otu_224	otu_160	0.670989217883613
otu_518	otu_325	0.670943999955197
otu_898	otu_350	0.670915829451311
otu_588	otu_53	0.670790534341788
otu_834	otu_224	0.670777382913413
otu_430	otu_265	0.670754335219328
otu_565	otu_482	0.670690090901012
otu_493	otu_116	0.670668418699866
otu_493	otu_80	0.670656059380392
otu_734	otu_406	0.670615550948835
otu_566	otu_176	0.670610138718101
otu_898	otu_538	0.670571212586205
otu_894	otu_330	0.670447557096099
otu_617	otu_297	0.670344962409871
otu_802	otu_280	0.670311245008371
otu_191	otu_139	0.670102355131969
otu_330	otu_261	0.670050103375159
otu_874	otu_288	0.670009543146636
otu_868	otu_402	0.669961791822983
otu_834	otu_759	0.669760807337952
otu_843	otu_276	0.669722120984423
otu_316	otu_183	0.669713301516813
otu_489	otu_306	0.669711050672701
otu_531	otu_217	0.66960804881903
otu_493	otu_489	0.66960277667336
otu_192	otu_69	0.669535148940597
otu_816	otu_717	0.669491277521386
otu_668	otu_387	0.669454001954252
otu_545	otu_206	0.669007151921793
otu_655	otu_357	0.668917558625548
otu_545	otu_350	0.668793025326639
otu_826	otu_409	0.668628791065971
otu_533	otu_295	0.668546242550602
otu_531	otu_267	0.668540341523432
otu_276	otu_209	0.668528610946717
otu_759	otu_276	0.668421247373822
otu_893	otu_721	0.668374980928169
otu_741	otu_237	0.668285178248345
otu_306	otu_80	0.668048245948678
otu_357	otu_80	0.667979153176214
otu_698	otu_499	0.667949293843662
otu_477	otu_300	0.667912536951476
otu_288	otu_107	0.667866043915313
otu_506	otu_482	0.667821421059402
otu_871	otu_72	0.667787459949735
otu_635	otu_508	0.667709325275719
otu_254	otu_1	0.66764547992554
otu_176	otu_12	0.66745238968434
otu_518	otu_254	0.667345125474772
otu_508	otu_417	0.667271048142693
otu_292	otu_149	0.66716402475278
otu_357	otu_263	0.667021979600977
otu_545	otu_267	0.667012722196229
otu_258	otu_79	0.666894321653733
otu_670	otu_565	0.666868613601275
otu_874	otu_731	0.666824554648364
otu_830	otu_302	0.66678547279578
otu_834	otu_622	0.666762273809889
otu_337	otu_267	0.666680659470014
otu_254	otu_154	0.66659004180307
otu_827	otu_139	0.666499572301592
otu_783	otu_609	0.666477104171477
otu_826	otu_744	0.666373310103924
otu_532	otu_438	0.666315630644704
otu_871	otu_432	0.666298738271421
otu_506	otu_288	0.66627516374945
otu_834	otu_482	0.666233408356213
otu_508	otu_493	0.666087453926315
otu_655	otu_208	0.666058472893102
otu_892	otu_284	0.665953342358731
otu_357	otu_184	0.66585811431383
otu_302	otu_92	0.665664402360667
otu_209	otu_29	0.665650166010658
otu_337	otu_224	0.66557984865306
otu_359	otu_70	0.665550773446072
otu_871	otu_497	0.665533414295341
otu_526	otu_107	0.665498653368943
otu_500	otu_261	0.665384559639366
otu_573	otu_305	0.665341606314356
otu_868	otu_311	0.665320522634358
otu_759	otu_654	0.665047817233032
otu_794	otu_783	0.665012152100931
otu_814	otu_53	0.664829238880939
otu_847	otu_802	0.664712440014188
otu_826	otu_237	0.664615745152594
otu_626	otu_176	0.664613065950078
otu_370	otu_295	0.664546689806227
otu_306	otu_116	0.664543499237629
otu_314	otu_254	0.6645335263409
otu_829	otu_650	0.664360952669194
otu_896	otu_202	0.664108631440408
otu_160	otu_39	0.66409966247104
otu_860	otu_764	0.66406984412608
otu_508	otu_115	0.663964508331043
otu_745	otu_512	0.663899456172819
otu_561	otu_477	0.663892993669871
otu_406	otu_204	0.663820261211067
otu_254	otu_161	0.663789380787917
otu_789	otu_118	0.663740955684594
otu_275	otu_54	0.663516526574452
otu_763	otu_276	0.663398176870179
otu_759	otu_678	0.663346630919718
otu_115	otu_66	0.663246441279687
otu_559	otu_287	0.663215997826171
otu_119	otu_53	0.663193064703804
otu_894	otu_224	0.663150125069744
otu_520	otu_183	0.663129588687331
otu_894	otu_678	0.66298831488554
otu_847	otu_580	0.662966351514147
otu_893	otu_280	0.662957062921378
otu_893	otu_232	0.662890200360993
otu_818	otu_63	0.662856675421099
otu_508	otu_346	0.662811166904499
otu_893	otu_48	0.662782134767588
otu_751	otu_312	0.662743988773928
otu_655	otu_184	0.66262966692207
otu_761	otu_493	0.662517686696961
otu_272	otu_193	0.662409952294858
otu_751	otu_635	0.662339970774498
otu_759	otu_506	0.662260489716476
otu_753	otu_496	0.66222363900998
otu_681	otu_55	0.66219376310385
otu_119	otu_63	0.662155608662922
otu_430	otu_39	0.661977333300063
otu_430	otu_67	0.661853411876669
otu_885	otu_871	0.661711644001057
otu_566	otu_40	0.661697673789051
otu_617	otu_87	0.661586670119336
otu_296	otu_77	0.661510405999903
otu_678	otu_640	0.661414883868118
otu_350	otu_261	0.661357937181462
otu_588	otu_172	0.66126804870996
otu_489	otu_346	0.661262282831971
otu_346	otu_80	0.661256072061368
otu_118	otu_44	0.661243448886859
otu_589	otu_482	0.661213939766536
otu_759	otu_500	0.661209712650772
otu_871	otu_302	0.661200027924378
otu_287	otu_198	0.661119031841081
otu_154	otu_139	0.661108907879878
otu_860	otu_520	0.660931072042282
otu_629	otu_4	0.660863064780609
otu_278	otu_92	0.660463938430347
otu_565	otu_67	0.660366508433687
otu_847	otu_574	0.6603451504567
otu_898	otu_206	0.660322586282282
otu_761	otu_727	0.660212041087071
otu_741	otu_409	0.660138880289826
otu_531	otu_209	0.660076136001402
otu_588	otu_181	0.660061695169673
otu_191	otu_183	0.660037169648151
otu_628	otu_316	0.65997864008146
otu_325	otu_161	0.65982378831856
otu_565	otu_444	0.659808768269203
otu_622	otu_261	0.659785691405283
otu_538	otu_267	0.659626074209396
otu_183	otu_5	0.659607399044137
otu_830	otu_677	0.65949075848489
otu_477	otu_154	0.659357889473425
otu_891	otu_738	0.659343935695714
otu_500	otu_135	0.659341591072186
otu_850	otu_201	0.659340368937671
otu_493	otu_87	0.659334258917389
otu_794	otu_499	0.659242176794911
otu_275	otu_80	0.65915959525881
otu_337	otu_39	0.659107613018126
otu_667	otu_439	0.659003143359985
otu_881	otu_39	0.658986499332071
otu_444	otu_430	0.658983330111308
otu_635	otu_489	0.65879519266409
otu_201	otu_157	0.658765525365935
otu_677	otu_287	0.658716378834568
otu_730	otu_278	0.658656576229885
otu_311	otu_169	0.658579650970105
otu_209	otu_103	0.65840061052306
otu_794	otu_148	0.658368578792672
otu_789	otu_744	0.658323093770362
otu_834	otu_678	0.658269913477372
otu_496	otu_74	0.65820501022423
otu_894	otu_284	0.658200162644166
otu_357	otu_116	0.658054722625098
otu_286	otu_239	0.658036344571964
otu_777	otu_737	0.657975374799272
otu_737	otu_499	0.657923883867453
otu_776	otu_717	0.657857546716192
otu_759	otu_589	0.657779548386764
otu_741	otu_539	0.657684264066189
otu_116	otu_115	0.657660497137459
otu_691	otu_523	0.657600897072713
otu_577	otu_267	0.657598693086572
otu_327	otu_154	0.657548500922473
otu_462	otu_227	0.65745871586486
otu_267	otu_118	0.657351413946844
otu_506	otu_124	0.65696379162515
otu_745	otu_561	0.656675764447088
otu_538	otu_500	0.656625765382901
otu_765	otu_526	0.656609454515148
otu_267	otu_14	0.656536586408943
otu_325	otu_1	0.656336533860413
otu_789	otu_609	0.65630387675762
otu_421	otu_207	0.656299285016856
otu_115	otu_80	0.656228853375139
otu_735	otu_406	0.656185229636348
otu_851	otu_66	0.656101189364762
otu_893	otu_305	0.655972708657727
otu_751	otu_746	0.655937551075717
otu_489	otu_115	0.655879101252786
otu_723	otu_72	0.655873448632541
otu_869	otu_312	0.655859728584513
otu_759	otu_622	0.65585410020473
otu_318	otu_296	0.655804846589746
otu_783	otu_744	0.655759607628942
otu_763	otu_135	0.65566930097613
otu_678	otu_224	0.65564126124831
otu_738	otu_659	0.655608189054792
