OTU	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
otu_180	0.006033593	0	0.005669901	0	0.006402372	0	0	0.044802804	0.007007801	0	0	0	0.00928483	0.004504572	0	0	0	0	0.003229195	0.004236355
otu_181	0	0	0.004994841	0	0	0	0	0.25782388	0	0	0	0.003766757	0	0	0	0	0.017456485	0	0	0
otu_182	0	0	0.007340633	0	0.023634974	0	0	0.008524514	0	0	0	0	0	0	0	0	0	0.009695626	0	0
otu_183	0	0.009676419	0	0	0.030074032	0	0.029054703	0.12039552	0	0	0	0.1129446	0.018538684	0.06258269	0.013175974	0	0.08930465	0.08028475	0.064372264	0.08704272
otu_184	0	0	0	0	0.007762647	0	0.09738051	0.018427864	0	0.007111536	0	0.091388784	0	0.01694916	0	0.028395725	0.12965035	0.07945293	0.013103796	0.009023301
otu_185	0	0	0	0	0	0	0.02795166	0.06872921	0	0	0	0	0.044517953	0.009959052	0	0	0	0	0.04166491	0.031390015
otu_186	0	0.083908446	0	0	0.24053138	0.013454722	0.012996269	0.0084472	0.015822923	0.008995112	0	0.035191745	0.10509066	0.015149862	0.18084171	0	0	0.040441126	0	0
otu_187	0	0	0	0	0	0	0	0.0414537	0	0	0	0	0	0	0	0	0	0	0	0
otu_188	0	0	0.19021496	0	0.038706932	0	0	0	0	0	0	0	0.010918886	0	0.08320874	0	0	0.008600029	0.023493309	0.022001898
otu_189	0	0	0	0	0.017167084	0	0	0.007360866	0	0	0	0	0	0	0	0	0.010930171	0.007611917	0	0
otu_190	0.07345076	0.0711746	0.20167048	0.07039427	0.077640004	0.009560646	0.010508116	0.029906344	0.08516256	0	0.059087865	0.02471309	0.1523102	0.07441478	0.07940894	0	0.007597735	0.043649085	0.26000014	0.22380553
otu_191	0	0.013929445	0	0	0	0	0.015911877	0	0	0	0	0.012779295	0	0.07227575	0	0	0.006942016	0.051966526	0.21554922	0.1716609
otu_192	0	0	0.026435094	0.008846535	0.015455733	0	0.005290502	0.16270952	0.016219504	0	0.006815417	0.006230871	0	0	0	0	0	0.010431428	0	0.006906757
otu_193	0	0	0	0	0.005926492	0	0	0.10200612	0	0	0	0	0	0	0	0	0.008054921	0	0	0
otu_194	0	0.005975876	0	0	0	0.021093532	0	0	0	0.03313634	0	0	0	0.03513568	0	0	0	0	0	0
otu_195	0	0.029279076	0.012537788	0.018938065	0	0	0.012653446	0.01903458	0.028916143	0	0.011434301	0	0.08350738	0.039037276	0	0	0	0.030920291	0.04848036	0.052912645
otu_196	0	0	0	0	0	0	0	0.005541777	0	0	0	0	0	0.013252627	0	0	0	0	0.053145923	0.030065853
otu_197	0	0	0	0	0	0	0	0	0	0	0	0	0.011456802	0.028387183	0	0	0	0	0.07391572	0.09913964
otu_198	0	0	0	0	0	0.00747698	0	0	0	0	0	0	0.020178374	0.015033255	0	0	0	0	0.080535315	0.3308416
otu_199	0.02600535	0	0.009513139	0	0	0	0	0.006667761	0.050412666	0	0	0	0.03952804	0	0	0	0	0	0	0.032024745
otu_200	0	0	0.026303409	0	0.029111989	0	0	0.024699675	0	0	0	0	0	0	0	0	0.004433936	0	0	0
otu_201	0	0	0	0	0	0	0	0	0	0	0	0	0.073117875	0.017813908	0	0	0	0	0.1809387	0.19000264
otu_202	0.07938871	0	0.24703144	0.050301433	0	0.005851931	0	0.041062836	0.17247918	0	0.034988124	0	0.07061442	0	0.07962514	0	0	0	0	0
otu_203	0.013892375	0	0	0	0	0	0	0.007498907	0	0	0	0	0	0	0.010610408	0	0	0	0	0
otu_204	0.041704852	0.04762323	0.118526585	0.038810544	0.057997327	0.00838598	0.01241989	0.02627982	0.045307204	0	0.031424917	0.01849613	0.090902336	0.05772469	0.046978027	0	0.008654484	0.037159856	0.18217662	0.1404269
otu_205	0	0	0.004306689	0	0.028000446	0	0.010242326	0.05717155	0	0	0	0.04496171	0	0	0.010299183	0.005040678	0.028711798	0.01632894	0	0
otu_206	0.14002928	0.22817051	0.028063789	0.024781747	0.051224295	0.015609947	0	0	0.06807665	0.011213928	0.011880432	0	0.16604473	0.04993258	0.06897978	0	0	0	0.005108594	0
otu_207	0.115511104	0.07575067	0.091637515	0.036412768	0.08319721	0.010386078	0	0.042735964	0.12755999	0.006413871	0.026455104	0.005347885	0.047433034	0.009524129	0.07928954	0	0	0.033344463	0.014903748	0.024153309
otu_208	0	0.0335631	0.005647038	0	0.050067265	0.018079566	0	0	0	0.016594106	0	0.00842509	0.008004004	0.02545585	0.101531535	0.008674722	0.008364221	0.017005699	0.008014863	0
otu_209	0.059203517	0.03039978	0.6678566	0.07028587	0.10970151	0.007205288	0	0.007668492	0.34390023	0	0.067852534	0	0.054627758	0	0.105916485	0	0	0	0	0
otu_210	0.053276047	0	0.044402633	0.056982417	0	0	0	0	0.013355314	0	0.052653477	0	0.00529326	0	0	0	0	0	0	0
otu_211	0	0.06282282	0	0	0	0	0	0	0	0	0	0	0.010375431	0	0	0	0	0	0	0
otu_212	0	0.020776827	0	0	0.006780004	0	0.051958505	0.08740759	0	0	0	0.007617194	0.030796917	0.061720178	0	0	0.007013997	0.043613896	0.05527284	0.05823382
otu_213	0.07627959	0.01695937	0.08207334	0.023015214	0.02336784	0	0.017887168	0.053329967	0.07268734	0	0.016725043	0.021843381	0.040625103	0.007272885	0.09676794	0	0.007905566	0.07866363	0.009175707	0.02173502
otu_214	0	0	0	0	0	0	0.003299471	0	0	0	0	0	0	0.012957386	0	0	0.005396827	0.005287683	0.02834154	0.015730422
otu_215	0.032896724	0	0.31625745	0.019948112	0	0	0.012008798	0.09986662	0.18366419	0	0.012396439	0	0.063718766	0.008938267	0	0	0	0	0.007395968	0.00894782
otu_216	0	0	0	0	0	0	0	0.28345454	0	0	0	0	0	0	0	0	0	0	0	0
otu_217	0	0	0.36829594	0.014249026	0.014939852	0	0	0	0.016846318	0	0.011091421	0	0.04335122	0.004926625	0.015353428	0	0	0	0	0
otu_218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008392783	0.007964334
otu_219	0	0.0357318	0.013496985	0.018764053	0.05491698	0.006446962	0.011183186	0.009307182	0	0	0.010751495	0.007125041	0.039390255	0.051007222	0.045448944	0	0.006034776	0.027780341	0.06131546	0.07541633
otu_220	0	0	0	0	0	0	0	0.18912657	0	0	0	0	0	0	0	0	0	0	0	0
otu_221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012908875	0.05755847
otu_222	0	0	0	0	0.009191041	0	0	0.006924122	0.007607493	0	0	0.009539428	0	0	0.030645894	0	0	0.016104678	0.005774971	0.005299224
otu_223	0	0	0	0	0	0	0	0.1553403	0	0	0	0	0	0	0	0	0	0	0	0
otu_224	0.1301833	0.018640772	0.042097263	0.057666387	0.019448737	0.005915561	0	0.7267075	0.3935172	0	0.046005096	0	0.073864564	0	0.023052627	0	0	0	0	0
otu_225	0	0	0	0.020355633	0	0	0	0	0	0	0.023653371	0	0.06724949	0	0	0	0	0	0.006333482	0.06854221
otu_226	0.014279981	0	0.025985695	0	0.055127453	0	0	0.006959052	0.0922161	0	0.00673007	0.006985261	0	0	0.09473294	0	0	0	0	0.020685663
otu_227	0.026433317	0.028789742	0.010775586	0	0	0.005162037	0	0	0	0	0	0	0.27481169	0.08546714	0	0	0	0	0	0
otu_228	0	0	0	0.06219382	0	0	0.007211485	0.01075465	0	0	0.060597677	0.011879611	0.017188042	0	0	0	0	0.022935448	0	0
otu_229	0	0	0	0	0	0	0	0	0	0	0	0	0.092188254	0	0	0	0	0	0	0
otu_230	0.02188088	0.013652956	0.24730815	0.014619802	0	0.007648225	0.004071171	0.029273715	0.13730262	0.004973154	0.008719385	0	0.30524716	0.058302995	0	0	0	0.02432216	0.031324267	0.045851137
otu_231	0	0	0	0	0	0	0	0.014865443	0	0	0	0	0	0	0	0	0	0	0	0
otu_232	0	0	0.016065376	0.029386753	0.010150334	0	0.02596792	0.2083091	0	0	0.020651026	0	0.16116413	0.028444143	0	0	0	0.06979553	0.12455903	0.24048685
otu_233	0.008652167	0	0.047899168	0	0.006031751	0	0	0	0.03066851	0	0	0	0.029749664	0.025615107	0	0	0	0	0.024884494	0.021337464
otu_234	0	0	0.34685522	0	0	0	0	0	0	0	0	0	0.02780516	0	0	0	0	0	0	0
otu_235	0	0	0	0	0	0.006652661	0	0	0	0.008767064	0	0	0.02135265	0.034837764	0	0	0	0	0.012815007	0.005368254
otu_236	0.01026109	0.006583648	0.043873712	0.01691332	0	0.004762223	0	0	0	0	0.011432177	0	0.061797366	0	0	0	0	0	0	0
otu_237	0.021297911	0	0.22848658	0.010770381	0	0.026899295	0	0	0.39926755	0.01458692	0.007705748	0	0.0132932	0	0	0	0	0	0	0
otu_238	0	0	0.0289625	0	0.041510064	0	0	0.015466573	0.014228721	0	0	0	0	0	0.006519184	0	0	0.004899476	0	0
otu_239	0.019529909	0.04900049	0.019745039	0.015242517	0.004544149	0.006622974	0.009814758	0.015202145	0.028726429	0	0.005935602	0	0.24575232	0.07728674	0.020336377	0	0	0	0.038356014	0.044085383
otu_240	0.018849147	0.045488395	0.025507236	0	0.069541626	0.017695395	0	0.016582973	0.011986974	0.016633935	0	0	0	0.005910713	0.037758894	0	0	0.010713183	0.005041866	0
otu_241	0	0	0	0	0	0	0	0.12559752	0	0	0	0	0	0	0	0	0	0	0	0
otu_242	0	0.011829958	0.035185613	0.007432591	0	0	0	0	0	0	0.004052448	0	0.039637376	0.03195826	0	0	0	0.014062439	0.058549173	0.06813053
otu_243	0	0.007884332	0	0	0.010144057	0	0.006575172	0.020921346	0	0	0	0	0.025937848	0.02387408	0	0	0	0.006636202	0.0462247	0.03338951
otu_244	0	0	0.021584338	0	0.03656491	0	0	0.025786085	0	0	0	0	0	0	0	0	0.006659391	0	0	0
otu_245	0	0	0	0	0	0	0	0	0	0	0	0	0.010413328	0.13243635	0	0	0	0	0.015309655	0.010917785
otu_246	0.079865806	0.22848354	0	0	0.008586097	0.0505265	0.013387125	0.028360885	0	0.046268344	0	0.013496302	0	0.28058904	0.023153909	0	0.005292319	0.05109735	0.14953984	0.060238097
otu_247	0	0	0	0	0	0	0	0	0	0	0	0	0.005154328	0.009832553	0	0	0	0	0.008471908	0.008785105
otu_248	0	0	0.012575776	0	0.011565013	0	0	0.019696994	0	0	0	0	0	0	0	0	0.004880145	0	0	0
otu_249	0	0	0.005733389	0	0.031298332	0	0.00289999	0.02565173	0	0	0	0.012863585	0	0	0.013685522	0.005748967	0.009707017	0.006157833	0	0
otu_250	0	0	0.040724676	0.05300993	0	0	0.027722348	0.22038332	0.018288614	0	0.03076633	0.005070905	0.29127914	0.019134844	0	0	0	0.05416523	0.03137586	0.2045639
otu_251	0	0	0.005329189	0	0	0	0	0	0.018761773	0	0	0	0.016514184	0	0	0	0	0	0	0
otu_252	0	0	0	0	0	0	0.00421478	0.08312335	0	0	0	0	0	0.005751145	0	0	0	0	0.006748872	0.011767629
otu_253	0	0	0.005477244	0	0.009136571	0	0	0.022685735	0	0	0	0	0.007362591	0.019778648	0	0	0	0	0.021791976	0.031886704
otu_254	0	0.05819569	0	0	0.068414025	0.16902305	0.042300876	0	0	0.17175199	0	0.022650698	0	0.029542336	0	0.012838385	0.031450685	0.015137192	0	0
otu_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_256	0.020778699	0.11718852	0.005931276	0.023119275	0.1429584	0.01555474	0.010730071	0.012277489	0.032451846	0.007126817	0.012048175	0.036378436	0.1309181	0.008498645	0.32419002	0.009672178	0	0.05558123	0.010544767	0.011324159
otu_257	0.06445951	0.011538862	0.04572687	0.03834907	0	0.004821596	0.007141149	0.018287588	0.05335084	0	0.025040058	0.01160981	0.07136629	0	0.05644279	0	0	0.012318276	0	0
otu_258	0	0	0.016946623	0	0	0	0	0.13517232	0	0	0	0	0	0	0	0	0.007810907	0	0	0
otu_259	0	0	0.005199652	0	0.007596145	0.010013638	0	0.005241652	0	0.007425523	0	0.007926025	0	0	0	0.015216989	0	0	0	0
otu_260	0	0	0	0	0	0	0	0	0	0	0	0	0.010877902	0	0	0	0	0	0	0
otu_261	0.056172047	0.02511668	0.06585808	0.028260713	0.023837972	0.007276386	0	0	0.18398587	0	0.018990668	0	0.047255773	0.009102657	0.032282803	0	0	0	0	0
otu_262	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006554461	0	0	0	0	0.009087781	0.011854523
otu_263	0	0	0	0	0	0	0.018837126	0.103783846	0	0	0	0.008259344	0	0	0	0	0.010262714	0.033863876	0.003989785	0.010203337
otu_264	0.008889877	0	0.006554404	0	0.00786812	0	0	0.05533656	0	0	0	0	0.06254724	0.012402906	0	0	0	0	0.030618018	0.031463787
otu_265	0	0	1.0269709	0.035953775	0	0.016982341	0	0	0	0.009150239	0.019658959	0	0.025770653	0	0	0	0	0	0	0
otu_266	0	0	0.038351983	0.019321205	0.01887984	0	0	0.011547118	0.061080106	0	0.015757477	0	0.016745437	0	0.04401294	0	0	0	0	0
otu_267	0	0	0.09771806	0.039744295	0	0.007744262	0	0	0.19029	0	0.024179349	0	0.084773764	0	0	0	0	0	0	0
otu_268	0	0	0	0	0.00688522	0	0	0.07423715	0	0	0	0	0	0	0	0	0	0.04869317	0	0
otu_269	0	0	0.027066203	0	0.020821078	0	0	0.04825014	0.008364958	0	0	0	0.009988577	0.005320455	0	0	0.004882339	0.005280441	0.007040191	0.008046634
otu_270	0	0	0	0	0	0	0	0	0	0	0	0	0.1081644	0.031528734	0	0	0	0	0.062302936	0.058132276
otu_271	0.008443957	0.013030349	0.051636018	0.086058445	0	0	0	0	0.012208056	0	0.03618745	0	0.044111315	0	0	0	0	0	0	0
otu_272	0	0	0	0	0.020508394	0	0	0.11592302	0	0	0	0	0.005871673	0	0	0	0	0	0	0
otu_273	0	0	0	0.029214028	0	0	0	0	0	0	0.016795013	0	0.04669209	0.05347976	0	0	0	0	0.010060144	0.012176457
otu_274	0	0	0.007316308	0	0.022009231	0	0	0.006152129	0	0	0	0	0	0	0	0	0.004641164	0.005047298	0	0
otu_275	0	0	0	0	0.019454964	0	0	0.15180002	0	0	0	0.004349114	0	0	0	0	0.023731831	0.010429245	0	0.007247362
otu_276	0.070036694	0.008556098	0.07815039	0.014132213	0	0.003644832	0	0	0.18117407	0	0.012311164	0	0	0	0	0	0	0	0	0
otu_277	0	0	0	0	0	0.005571943	0	0	0	0.009725817	0	0	0	0	0	0	0	0	0	0
otu_278	0	0.05769837	0	0	0.005857956	0.034154993	0.017491896	0.004099979	0	0.02694363	0	0.013226389	0.012267701	0.07656767	0	0	0	0.07624352	0.21824533	0.27417544
otu_279	0.08138551	0	0.010406868	0.016040094	0	0	0	0.06747069	0.0625625	0	0.013546369	0	0.007096103	0	0	0	0	0	0	0
otu_280	0	0	0	0	0	0	0.005658653	0.001924567	0	0	0	0	0.07483722	0.08074432	0	0	0	0.011261031	0.13386318	0.08238387
otu_281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_282	0.03609514	0	0	0	0	0	0	0	0	0	0	0	0.016974611	0	0	0	0	0.016882317	0	0.006609353
otu_283	0	0	0	0	0	0	0	0.004088987	0	0	0	0	0.031302527	0.037290517	0	0	0	0	0.006786276	0.005507505
otu_284	0.013895434	0.007058415	0.11461033	0.021657227	0.030059734	0	0	0.00525978	0.06726463	0	0.018861525	0	0.02977476	0	0.027978815	0	0	0	0	0
otu_285	0	0	0.047567073	0	0.010543998	0	0.004602456	0.11115338	0.007228712	0	0	0.003921512	0	0	0	0	0	0.006036303	0.004754359	0
otu_286	0.01855853	0.050176755	0.015480394	0.018507896	0	0.005375869	0	0.006278156	0.012529356	0	0.009662267	0	0.18872014	0.06582631	0	0	0	0	0.005136628	0.009161676
otu_287	0.12275755	0	0	0	0	0	0	0	0	0	0	0	0.08198958	0.011582077	0	0	0	0	0.005954767	0.011684575
otu_288	0.01032035	0.013946712	0.049648166	0.022778267	0.011332808	0	0	0.00536569	0.03228422	0	0.016202569	0	0.13579175	0.040151842	0.014267057	0	0	0.011493663	0.040938985	0.076092415
otu_289	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021084731	0	0	0	0	0.050001297	0.020835098
otu_290	0	0	0	0	0	0	0.00689138	0.003043649	0	0	0	0	0	0.022161473	0	0	0	0.007780964	0.05095888	0.029986577
otu_291	0	0	0.01598858	0	0	0	0	0.026928166	0.003847446	0	0	0	0.008387925	0	0	0	0	0	0	0
otu_292	0	0	0	0	0.011263313	0	0.00320397	0.21986711	0	0	0	0	0	0.006633311	0	0	0	0	0	0
otu_293	0	0	0.021505529	0.008044895	0.006470721	0.0053839	0.004493943	0.05360279	0.007287912	0	0.005774467	0.055530816	0.038044	0.010101048	0.016766079	0.004730287	0.004574594	0.02497919	0.024519926	0.06147862
otu_294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_295	0	0	0	0	0	0	0.015079913	0.01112651	0	0	0	0.2223951	0	0	0	0	0.019802792	0.054344933	0	0
otu_296	0.009992464	0.02311173	0.20457959	0.020123335	0.007259526	0.01139264	0	0	0.053168032	0.007028544	0.02051588	0	0.10391541	0.0252379	0.016722146	0	0	0	0.016616566	0.019476507
otu_297	0.010749105	0.032874998	0.04071182	0.011551497	0.09254861	0	0.01030166	0.014624126	0	0	0.007728224	0.014435476	0.03326901	0.05528173	0.044077106	0	0.016312335	0.051887847	0.0915731	0.18781264
otu_298	0.04215356	0.012124295	0.033055436	0.004504851	0.037513874	0	0	0.011982062	0.025577765	0	0.003484781	0	0.018264232	0	0.015424399	0	0	0	0	0
otu_299	0.68215805	0	0	0.038833257	0	0.028889667	0	0	0.06375552	0.006926055	0.026284011	0	0.46806136	0	0	0	0	0	0	0
otu_300	0	0	0	0	0	0.055140827	0.15585046	0	0	0.08968872	0	0.052159596	0	0.15739419	0	0	0.06426274	0.020353077	0.025086122	0
otu_301	0	0	0	0	0	0	0	0	0	0	0	0	0.017005848	0.003677123	0	0	0	0	0.0325256	0.040413886
otu_302	0	0	0	0	0	0.005506028	0	0	0	0	0	0	0	0.04116834	0	0	0	0.022043591	0.1943129	0.22061071
otu_303	0	0.0110044	0.009559945	0.004559543	0	0	0	0.015794504	0	0	0	0	0.07043681	0.050230842	0	0	0	0.007881998	0.069258235	0.05405852
otu_304	0	0	0	0	0	0	0	0	0	0	0	0	0.016171759	0	0	0	0	0	0	0
otu_305	0.010880794	0	0.010835466	0.010229126	0	0	0.01324202	0.15794341	0.019119704	0	0.006807166	0	0.011900336	0	0	0	0	0.019109719	0.006942387	0.013632188
otu_306	0	0.021205477	0	0	0.01554156	0.026708184	0.10309661	0.061403163	0	0.035022143	0	0.041918866	0	0.039052144	0.011038168	0.004964308	0.03289506	0.07982957	0.051075675	0.04304589
otu_307	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020699836	0	0	0	0	0.008769446	0
otu_308	0	0	0.007188578	0	0.020783933	0	0.010800238	0.07201556	0	0	0	0	0.008935257	0.013296693	0	0	0.006887913	0.01249621	0.01674197	0.012945977
otu_309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_310	0	0	0	0	0.011951967	0.015056145	0	0.004077753	0	0.010576136	0	0.006843685	0	0	0	0.027659435	0	0	0	0
otu_311	0.0277592	0	0.016590452	0.017679611	0	0	0.025955888	0.27797997	0.08068272	0	0.010858636	0.004958588	0.018867051	0.008881955	0	0	0	0.03275724	0.017946154	0.022476964
otu_312	0	0	0.005281547	0	0.009882725	0	0.2502349	0.08420337	0	0	0	0.12520956	0.0135591	0	0	0	0.13609137	0.32159168	0.024662746	0.038469333
otu_313	0.022180488	0	0.00976759	0.055483397	0	0	0	0	0.033128355	0	0.044541445	0	0	0	0	0	0	0	0	0
otu_314	0	0.04035781	0	0	0.109234594	0.018846102	0.009796443	0.071131006	0	0.013980209	0	0.03054613	0	0.019192934	0.050160673	0	0.018162308	0.042484023	0.012672719	0
otu_315	0	0	0	0	0.006830385	0	0	0.048859686	0	0	0	0	0.009444972	0	0	0	0	0	0	0
otu_316	0	0	0	0.019396827	0.012261255	0	0.011175207	0.020687165	0	0	0.012183753	0.007212339	0.030371342	0.025082234	0.01785034	0	0.007043271	0.07346043	0.074537605	0.17241056
otu_317	0.078980155	0.08649619	0.20526846	0.07204724	0.10101713	0.01152777	0.012878442	0.034494348	0.088896796	0.005322501	0.06145922	0.039755113	0.16288362	0.088703215	0.10051255	0	0.012060407	0.06863137	0.0952552	0.082104675
otu_318	0.012038975	0.028548017	0.12124948	0.030782625	0	0.054425612	0	0	0.020091234	0.035842914	0.023760552	0	0.19319601	0.018330937	0	0	0	0	0	0
otu_319	0.027584536	0.004748073	0.01791447	0.00665003	0.02527348	0	0.009088803	0.23687868	0.02643266	0	0.004603035	0	0.02190862	0.02037766	0.006393457	0	0	0.013723479	0.014543721	0.018237043
otu_320	0.008449766	0.024666756	0	0	0.025620203	0.064165466	0.16672553	0	0.008336952	0.10315613	0.004730442	0.06734304	0	0.059766613	0	0.018670902	0.149972	0.04581094	0.007738851	0
otu_321	0	0	0.006291698	0	0	0	0	0.005613298	0	0	0	0.004306285	0.009219259	0.018773489	0	0	0	0.013617763	0.045848835	0.047730625
otu_322	0	0	0.011958865	0	0	0	0	0.24229334	0	0	0	0	0	0	0	0	0	0	0	0
otu_323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006598942	0.005670578
otu_325	0.020542197	0	0	0.047847435	0.02026277	0.23267637	2.7178364	0.009792258	0	0.326825	0.062485468	0.66737145	0	0.30342677	0.026307145	0.47618932	2.0058095	0.22401561	0.031015452	0.008177108
otu_326	0	0	0	0	0	0	0	0	0	0	0	0	0.032857336	0.047583304	0	0	0	0	0.043446142	0.03245323
otu_327	0	0	0	0	0.009039923	0.007616194	0.036360405	0	0	0.011818107	0	0.015929893	0	0.009168826	0	0.002406512	0.20733967	0.00968826	0	0
otu_328	0.014576501	0.017783634	0.05504406	0.007309754	0.004604991	0	0.019617774	0.08387043	0.053190965	0	0.003730096	0	0.057828046	0.023985427	0.012665462	0	0	0.006703456	0.0163597	0.02339678
otu_329	0.17266688	0.046621364	0.12831919	0.073637575	0.019509146	0.010235309	0.023919702	0.06395432	0.24523488	0.004884057	0.05538567	0.009954391	0.16995658	0.021655098	0.05888483	0	0	0.05057689	0.019216688	0.0341782
otu_330	0.009006848	0	0.012003624	0.017943833	0	0.006252755	0	0	0.11263595	0	0.006085923	0	0.09557867	0	0	0	0	0	0	0
otu_331	0	0	0.01967338	0	0.014598111	0	0	0.03068115	0.004532561	0	0	0	0.005718898	0.004018212	0	0	0.004500337	0	0.006510212	0.006638982
otu_332	0	0	0	0	0	0	0	0.026459794	0	0	0	0	0	0	0	0	0	0	0	0
otu_333	0	0	0	0	0.052305173	0	0	0.012312796	0	0	0	0.003416737	0	0	0	0	0.010847576	0	0	0.004162132
otu_334	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006389289	0	0	0	0	0.036066853	0.053108104
otu_335	0	0.013479555	0.00898123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_337	0.4713578	0.02172937	0.41917065	0.04263301	0	0.05812518	0	0	2.003648	0.04069111	0.035897456	0	0.007834362	0	0.018510003	0	0	0	0	0
otu_338	0	0	0	0	0.007081931	0	0	0	0	0	0	0	0	0	0	0	0.009479314	0.00782215	0	0
otu_339	0	0	0.005766273	0	0	0	0	0	0.038047947	0	0	0	0.06602457	0.031967048	0	0	0	0	0	0
otu_340	0.008296608	0.018676434	0.007051661	0	0.030667488	0.004369667	0.020727465	0.045629308	0	0	0	0.004331679	0.039893597	0.082417645	0.013237973	0	0.008245796	0.02756381	0.085625984	0.09520678
otu_341	0.008028228	0.028469842	0.07090083	0	0.027724842	0.005771425	0.005010513	0.017372087	0.01794432	0	0	0	0.06060778	0.051187687	0.011946286	0	0	0.023684567	0.047792435	0.03599686
otu_342	0	0	0.045223024	0.009812582	0	0	0	0.006828933	0	0	0.008165566	0	0.017120209	0.005215247	0	0	0	0	0.005805933	0.006385413
otu_343	0.029563041	0.032459866	0.017380642	0	0	0.004168047	0	0	0.018773012	0	0	0	0.33314136	0.08298555	0	0	0	0	0	0
otu_344	0	0.022005592	0.029669931	0	0.013722695	0.005805624	0.039076697	0.11819132	0.08022612	0.004048427	0	0.006711577	0.075731315	0.05167114	0.029239545	0	0.004311986	0.043118518	0.060670946	0.085209295
otu_345	0	0.010084295	0.07866042	0.10013123	0	0.004641453	0.005029445	0.092636235	0.06146639	0	0.07848006	0	0.82527214	0.12329648	0.009014354	0	0	0	0.022341667	0.047839735
otu_346	0	0.043507494	0	0	0.04359796	0.009685648	0.04109398	0.010366038	0	0.011929557	0	0.044149503	0	0.08228552	0.016925663	0.009670953	0.048895184	0.10647859	0.027876101	0.020311275
otu_347	0.01123955	0.02535432	0	0	0.030439831	0.043262724	0.04054653	0.015417293	0	0.05321046	0	0.02310205	0	0.064535245	0.015969984	0.012378175	0.023159118	0.06264072	0.039204746	0.023206698
otu_348	0	0	0.054299526	0	0	0.006507087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_349	0.003639027	0	0.024554435	0	0	0	0	0.034467436	0.005476551	0	0	0	0.004769576	0	0	0	0	0	0	0
otu_350	0.1259624	0.01397057	0.21043195	0.059238125	0.052992582	0.015073967	0	0.004494648	0.26349455	0.011104867	0.051153224	0	0	0	0.040733527	0	0	0	0	0
otu_351	0	0	0	0	0	0	0	0	0	0	0	0	0.016382357	0	0	0	0	0	0	0
otu_352	0.012663452	0.044934515	0.07349854	0.020256609	0.027809404	0.008370252	0.007529864	0.01844741	0.0665979	0.006157127	0.015481886	0	0.19155493	0.052666344	0.027685588	0	0	0.017684674	0.01955276	0.033277456
otu_353	0	0	0	0	0	0	0	0.011262447	0	0	0	0	0.12464375	0.006670327	0	0	0	0	0	0
otu_354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010618482	0	0	0	0	0.027344408	0.020921629
otu_355	0	0	0.020304728	0	0.007212588	0	0	0.02608583	0	0	0	0	0.006534427	0.010166561	0	0	0	0	0	0
otu_356	0.092589244	0.096303426	0.25717837	0.09182049	0.11020771	0.014094029	0.013906166	0.03957111	0.10613869	0.006605309	0.07978855	0.025168778	0.22971569	0.11061207	0.10264322	0	0.009739881	0.061559647	0.08827331	0.08184368
otu_357	0	0.009758864	0	0	0	0.007557394	0.013832911	0.014349022	0	0.013277796	0	0.00427548	0	0.07634667	0	0	0.01844396	0.019127835	0.119939186	0.038326
otu_358	0	0.08211842	0.09124687	0.015516154	0.03128583	0.021718366	0.11510459	0.37721542	0.36264712	0.014980449	0.009525416	0.013345096	0.39785948	0.15340415	0.08001768	0	0.010546231	0.102087714	0.07367273	0.10786374
otu_359	0	0.09505731	0	0	0	0.033320777	0	0	0	0.03830232	0	0	0.024062008	0.24886133	0	0	0	0	0.2794924	0.14232181
otu_360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01205418	0	0	0
otu_361	0.0346511	0.010796232	0.027379477	0.005660932	0.023783049	0	0.007734162	0.072001256	0.018383017	0	0	0	0.030661853	0.00664384	0.011426061	0	0	0	0	0.006412827
otu_362	0.008725236	0.0192479	0.01040627	0	0.031662997	0.00512648	0.030876135	0.061347093	0	0	0	0.006261692	0.039684903	0.07087719	0.014106736	0	0.010885071	0.03911492	0.09248182	0.09023114
