OTU	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
otu_557	0	0	0	0	0	0	0	0.003194785	0	0	0	0	0.01775699	0.013151215	0	0	0	0.009639383	0.06716546	0.06186106
otu_558	0	0.010437081	0	0	0	0	0.007359105	0.004931951	0	0	0	0	0.039007574	0.056239266	0	0	0	0.009233955	0.09792471	0.1061779
otu_559	0	0	0	0	0	0	0	0.003756759	0	0	0	0	0.031509455	0.047678746	0	0	0	0	0.102934696	0.06421912
otu_560	0.008719178	0	0.007164239	0	0.012905763	0	0.012592459	0.20450892	0	0	0	0.007853676	0	0	0	0	0	0.015611717	0.006457756	0
otu_561	0	0.010782561	0	0	0.009738931	0.03807211	0.1299903	0	0	0.05768874	0	0.03574915	0	0.06149582	0	0.01668232	0.08510522	0.040243708	0.022980286	0.008574954
otu_562	0	0	0.013807267	0.019510552	0	0	0	0	0	0	0.011405958	0	0.31805724	0.015607022	0.076990955	0	0	0	0	0
otu_563	0.008684725	0.018705282	0.009046948	0	0.02803516	0.003883075	0.021917904	0.04767563	0	0	0	0.00426674	0.060277186	0.07101117	0.012414516	0	0.007735844	0.029434895	0.07673497	0.082370594
otu_564	0	0	0.007644708	0.018949002	0	0	0	0.06334889	0	0	0.011352031	0	0.0724767	0	0	0	0	0	0	0
otu_565	0	0	0.17842898	0.10955952	0	0.017911779	0	0.022262955	0.11988594	0.006125206	0.04423364	0	0.11572643	0	0.2512491	0	0	0	0	0
otu_566	0	0	0.012706168	0	0.15918343	0	0	0.008401503	0	0	0	0.013909753	0	0	0.023614537	0	0.038419407	0.031650703	0	0
otu_567	0	0	0	0	0	0	0.006939364	0.002046443	0	0	0	0	0.031235412	0.07392431	0	0	0	0.005661723	0.058899082	0.04579362
otu_568	0	0.011796935	0	0.01706302	0.024504673	0.020245364	0.023945598	0	0	0.028414527	0.015539006	0.019599987	0	0.022843907	0	0.015490484	0.03634791	0.016840892	0.009460276	0.012844644
otu_569	0.012778252	0.02864849	0.011937333	0.009066227	0	0	0	0	0	0	0	0	0.048624698	0.04302099	0	0	0	0	0	0
otu_570	0	0	0	0	0.007714321	0	0	0.09236414	0	0	0	0	0	0	0	0	0.032146886	0	0	0
otu_571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009314502	0
otu_572	0	0	0	0	0	0	0	0	0	0	0	0.010726317	0	0	0	0	0	0	0	0
otu_573	0.023459246	0.010933772	0.15350156	0.012210232	0	0.006220385	0.004103287	0.052727975	0.108847514	0	0.006689937	0	0.2501477	0.04248619	0	0	0	0.025833307	0.017314618	0.03012953
otu_574	0	0	0	0	0	0	0.019816129	0.1261485	0	0	0	0.003775329	0	0.007132426	0	0	0.015056713	0.009525425	0.018827643	0.01511704
otu_575	0.3099336	0.025958104	0.13129036	0.08480541	0.014206267	0.005659195	0.024253968	0.09336491	0.20772728	0	0.06669604	0.012313699	0.07525811	0.008268992	0.07314397	0.006724647	0.003642648	0.056691833	0.009627417	0.021053884
otu_576	0	0	0	0	0	0.014368467	0.006906492	0	0	0.016045712	0	0.004269772	0	0	0	0.005738995	0	0.009873937	0.007443078	0
otu_577	0	0	0.13267274	0	0	0	0	0	0.04411459	0	0	0	0.03434815	0	0	0	0	0	0	0
otu_578	0	0	0	0	0	0	0	0	0	0	0	0	0.034540314	0	0	0	0	0	0	0
otu_579	0	0	0.004652319	0	0.06984208	0	0.023174973	0.010267029	0	0	0	0.025702497	0	0	0.020904979	0.006507193	0.006777123	0.033536486	0	0
otu_580	0	0	0	0.03109263	0	0	0.004180063	0.004273278	0	0	0.02143365	0	0.11081565	0.045464344	0	0	0	0	0.021043807	0.0226802
otu_581	0	0	0.014321353	0	0.027403614	0.005759093	0.012397524	0.010716342	0	0.010801604	0	0	0	0.02196585	0	0	0.009250713	0.008615737	0.01743565	0.005379416
otu_582	0	0	0.020354029	0	0	0	0	0	0.007473792	0	0	0	0.017652499	0	0	0	0	0	0.005244696	0.004787082
otu_583	0	0	0.006815445	0	0	0	0.003254914	0.07192421	0	0	0	0	0	0	0	0	0	0	0	0
otu_584	0	0	0	0	0.005794148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_586	0	0	0	0	0.008650617	0	0	0.015029185	0	0	0	0.00939946	0	0	0	0	0.016287787	0.023820972	0.010132317	0.014098737
otu_587	0.012027291	0.07052979	0.039635263	0.009690519	0.028335754	0.030079855	0.015297766	0.019149382	0.038511153	0.020731581	0.007836535	0	0.11170218	0	0.10110983	0	0	0	0	0
otu_588	0	0	0	0	0.016171122	0	0	0.116263285	0	0	0	0.004357611	0	0	0	0	0.022073824	0.010302738	0	0
otu_589	0.45393458	0	0	0.01834058	0.010485129	0.030501837	0	0	0.58528656	0.016519772	0.009092428	0	0	0	0	0	0	0	0	0
otu_590	0	0	0.009252313	0.0127758	0	0	0.010674025	0.01363064	0	0	0.009417708	0	0.076464966	0.009232544	0	0	0	0	0	0
otu_591	0	0	0	0	0	0	0	0	0.00534159	0	0	0	0	0.040040277	0	0	0.01425866	0	0.0434841	0.026328638
otu_592	0	0	0	0.01132278	0	0	0	0	0	0	0.006099124	0	0.12446317	0	0	0	0	0	0	0
otu_593	0	0	0	0	0.017035024	0	0.013356016	0.06944791	0	0	0	0.009925384	0.016233802	0.028628202	0	0	0.008138151	0.015195267	0.007543099	0.006502026
otu_594	0	0	0	0	0.026420299	0	0.011954011	0.08890802	0	0	0	0.06442843	0	0.047556475	0.03573338	0	0.017333755	0.054598857	0.007290872	0.008631691
otu_595	0.006748182	0	0.017763305	0.010946612	0	0	0	0.038310423	0.00692344	0	0.009291344	0	0.032429285	0	0	0	0	0	0	0
otu_596	0	0	0	0	0	0	0.007619183	0.02826935	0	0	0	0	0	0	0	0	0	0	0	0
otu_597	0	0.015423819	0.01639868	0	0.008951435	0	0	0	0	0	0	0	0	0.010823045	0	0	0	0	0	0
otu_598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009455843	0.05539413	0.029413456
otu_599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_600	0.01014956	0.023181343	0.029586015	0.014552118	0.015628299	0.004617126	0.006191305	0.01468598	0.02449979	0	0.010977097	0	0.0836058	0.02723323	0	0	0	0.011544363	0.017635232	0.028554263
otu_601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011096519	0.06365818	0.034444645
otu_602	0	0	0	0	0.006419458	0	0	0	0	0	0	0	0	0	0	0	0	0.006676899	0	0
otu_603	0	0	0	0	0	0	0	0	0	0	0	0	0.23639907	0.008898705	0	0	0	0	0	0
otu_604	0	0	0	0	0	0	0.008823849	0.002409076	0	0	0	0	0.06818575	0.027217964	0	0	0	0.006851957	0.030494986	0.024425114
otu_605	0.04551026	0.015425906	0	0	0	0	0.08757533	0.035798978	0	0	0	0	0.050000932	0.058507666	0	0	0	0	0.024014538	0.026800327
otu_606	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02971551	0	0	0	0	0.005965799	0.005262054
otu_607	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014991307	0	0	0	0	0	0
otu_608	0	0	0	0	0	0	0.009614459	0.27131152	0	0	0	0	0	0	0	0	0	0	0	0
otu_609	0.01384129	0	0.14928263	0.009347342	0	0	0	0.014014305	0.022277191	0	0.007134853	0	0.035082333	0	0	0	0	0	0	0
otu_610	0	0	0	0	0.00835886	0	0	0.053788815	0	0	0	0	0	0	0	0	0.010213492	0	0	0
otu_611	0.062047392	0.024118125	0.012447263	0.012133689	0.029261682	0	0	0.012074245	0	0	0.009727762	0	0.26784065	0.012573944	0.030936683	0	0	0	0.005809621	0.010542664
otu_612	0	0	0	0	0	0	0	0	0	0	0	0	0.384224	0	0	0	0	0	0	0
otu_613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_614	0	0	0	0	0.054739654	0	0	0.009303365	0	0	0	0.006248369	0	0	0.025336046	0	0	0	0	0
otu_615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04345785	0.026952704
otu_616	0	0	0.004327383	0	0	0	0	0.022424063	0	0	0	0	0	0	0	0	0	0	0	0
otu_617	0	0.035288077	0.014233568	0.027962638	0.035180707	0.003818736	0.02262103	0.011328189	0	0	0.017868286	0.007759195	0.08614239	0.085839905	0.027206711	0	0.007137158	0.038861766	0.12461049	0.13386941
otu_618	0	0	0	0	0	0	0.014632751	0.17035763	0	0	0	0	0	0	0	0	0	0.018565308	0.008405195	0.008139162
otu_619	0.054213595	0.016954917	0.09264106	0.024406062	0.02208255	0	0.024319103	0.056735374	0.08483842	0	0.017366856	0.015511977	0.058066364	0.009864572	0.08701807	0	0.005047699	0.08112169	0.017356267	0.034664012
otu_620	0	0	0.030009093	0	0.006118848	0	0	0	0	0	0.0042188	0	0	0	0	0	0	0	0	0
otu_621	0.011133485	0.015914394	0.1131015	0.009514509	0.012141569	0.006575595	0.004819409	0.005769369	0.027427396	0.00535615	0.00837612	0	0.070287384	0.016956376	0.013527914	0	0	0.013528942	0.011933749	0.019559395
otu_622	0	0.006402442	0.2776125	0.014219825	0.007215743	0	0	0	0.026318468	0	0.013339537	0	0	0	0.008091568	0	0	0	0	0
otu_623	0	0	0.010131731	0	0.016833981	0.003745013	0.008077887	0.006881179	0	0.007004829	0	0	0	0.010632178	0	0	0.00655564	0.00610145	0.013151819	0.004519242
otu_624	0	0	0	0	0	0	0.019128578	0.08748109	0	0	0	0.007321754	0.01686319	0	0	0	0	0.08911557	0.02175942	0.034155242
otu_625	0	0	0.1237017	0	0	0	0	0.36623862	0.013238173	0	0	0	0	0	0	0	0	0	0	0
otu_626	0	0.024083884	0	0	0.107380375	0	0	0	0	0	0	0.011460378	0	0	0.061237518	0	0.007035712	0.021427859	0	0
otu_627	0	0	0	0	0	0	0	0	0	0	0	0	0.041822255	0	0	0	0	0	0	0
otu_628	0	0	0.005606956	0	0.049292184	0	0.006891162	0.034421295	0	0	0	0.053327125	0.013865292	0.006443856	0.120045245	0	0.03359522	0.12394957	0.01737774	0.02783105
otu_629	0.031241132	0.400537	0	0	0.04197522	0.14855644	0.008536805	0	0.086967	0.16019751	0	0.009972506	0.010122323	0.026069798	0.025054416	0.01156987	0.009258439	0.014556169	0.005465032	0
otu_630	0	0	0	0	0.03565333	0	0	0.03911052	0	0	0	0	0	0	0	0	0.01152103	0	0	0
otu_631	0	0	0	0	0.015289149	0	0	0.024473038	0	0	0	0	0.005493914	0	0	0	0	0	0.003900664	0
otu_632	0	0	0	0	0.009699079	0	0	0.002940288	0	0	0	0	0	0	0	0	0.009228856	0.006863355	0	0
otu_633	0	0	0	0	0.012758588	0	0	0.004344987	0	0	0	0	0	0	0	0	0	0	0	0.015359886
otu_634	0	0	0	0	0	0	0.003767566	0.061392456	0	0	0	0	0	0	0	0	0	0	0	0
otu_635	0	0	0.007052151	0	0.005928227	0	0.007155344	0.1534172	0	0	0	0.007755726	0.02219025	0	0	0	0.005831861	0.021270342	0.020443814	0.036019783
otu_636	0.006280343	0	0	0	0.00790664	0.018656585	0.00962418	0	0	0.052455444	0.005358782	0.017438313	0	0.022947041	0	0.002430211	0.17846343	0	0	0
otu_637	0	0	0.019174596	0	0.025013393	0	0	0.008568418	0.010286884	0	0	0	0	0	0	0	0	0	0	0
otu_638	0	0	0	0	0.006300563	0	0	0.008969888	0.012715958	0	0	0	0.072508074	0	0	0	0	0	0	0
otu_639	0	0	0	0	0.020540126	0	0	0.060025413	0	0	0	0.013530047	0	0.005809556	0.046223205	0	0.007035112	0.040343057	0	0
otu_640	0.06468486	0.020488625	0.056367144	0.006690772	0.10634203	0.00322012	0	0.006739622	0.039901517	0	0.00475175	0	0.025539368	0	0.032704063	0	0	0	0	0
otu_641	0	0.011920892	0.007096013	0.024627984	0.013588075	0	0.006255257	0.095518	0	0	0.007333463	0	0.04112435	0.029892191	0	0	0	0.035642523	0.057104465	0.06914384
otu_642	0.3253698	0.16409856	0.010743352	0	0.06821934	0.03878337	0.00510577	0.023619482	0.04897331	0.036517598	0	0	0.012451256	0.021673765	0.025217878	0	0	0.009945123	0.015467068	0.01606113
otu_643	0	0.08251248	0	0	0.10869123	0.01307409	0.034560785	0.008667395	0	0.016799463	0	0.084838845	0	0.10187339	0.03279821	0.020156985	0.095050775	0.17627868	0.02679293	0.016114326
otu_644	0	0	0	0	0	0	0	0.099269	0	0	0	0	0	0	0	0	0	0	0	0
otu_645	0	0	0	0	0	0	0	0.012300762	0	0	0	0	0.2358444	0.005946808	0	0	0	0	0	0.009242255
otu_646	0	0	0	0	0.009001249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_647	0	0	0	0	0	0	0.014890301	0.068106264	0	0	0	0	0	0	0	0	0	0	0	0
otu_648	0	0	0.037821505	0	0	0	0	0	0	0	0	0	0.03969381	0.005348928	0	0	0	0	0	0
otu_649	0	0	0	0	0	0	0	0	0	0	0	0	0.08124634	0.023325562	0	0	0	0	0	0
otu_650	0.019168535	0.03721056	0.00844578	0	0.31183717	0	0	0	0	0	0	0	0	0	0.2487093	0.01672	0	0	0	0
otu_651	0.014912418	0.040636126	0	0	0.08402921	0	0	0.003388485	0	0	0	0.009757776	0	0	0.055200182	0	0	0.027905153	0	0
otu_652	0	0	0.006952906	0	0.027811639	0	0	0.017222367	0	0	0	0	0	0	0	0	0	0.008395742	0	0.010118058
otu_653	0.020691331	0.059987128	0.028664216	0.010186279	0.07981941	0.015745204	0.08552752	0.13580921	0.027331362	0.01392905	0.00697007	0.026297422	0.043387335	0.064991824	0.050898716	0	0.023279209	0.09910376	0.050495546	0.054211486
otu_654	0	0	0.15297382	0.048107512	0.020630574	0	0	0.018025259	0.11542405	0	0.041518692	0	0.05770103	0	0.006526669	0	0	0	0	0
otu_655	0	0.0332129	0	0	0.048920386	0.0733783	0.035785604	0	0	0.06865988	0	0.020963728	0	0.21833137	0.015927838	0.01588595	0.010572123	0.072124965	0.058670484	0.014459277
otu_656	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005449348	0	0	0.004879305	0.00615483	0.03336916	0.032591756
otu_657	0	0	0.007037008	0	0	0	0	0.011091898	0	0	0	0	0	0	0	0	0	0	0	0
otu_658	0	0	0	0	0.007105828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_659	0	0.010538674	0.7092792	0.06253331	0	0	0	0	0.009477924	0	0.029351164	0	0.16500877	0.029773481	0	0	0	0.013341983	0.049848128	0.058618695
otu_660	0.1328488	0.028377602	0.15943193	0	0.013670052	0.013993658	0	0.017520687	0.20361155	0.011787418	0	0	0.017840521	0.013266373	0	0	0	0	0	0
otu_661	0	0	0	0	0.00762176	0	0	0.13219327	0	0	0	0	0	0	0	0	0	0	0	0
otu_662	0	0	0	0	0	0	0	0.005583027	0	0	0	0	0.026632825	0.02208558	0	0	0	0	0.014950356	0.011342485
otu_663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_664	0	0.023525419	0.01877497	0	0.021344017	0	0	0.08457567	0	0	0	0	0.010959198	0.010004493	0	0	0	0	0	0
otu_665	0	0	0.038620744	0	0.017025558	0	0	0	0	0	0	0	0	0	0.01880569	0	0	0	0	0
otu_666	0	0	0.13824636	0	0	0	0	0	0.075425826	0	0	0	0	0	0	0	0	0	0	0
otu_667	0	0.009541962	0.010651221	0	0.013232073	0	0.019480752	0.11848649	0.009547587	0	0	0.004750716	0.026830906	0.022925623	0.011567303	0	0.00642249	0.028290836	0.050728362	0.056780938
otu_668	0	0.013903592	0	0.030636732	0	0.008155212	0	0.005338984	0	0	0.017760344	0	0.7749909	0.05501751	0	0	0	0	0	0
otu_669	0	0	0	0	0	0	0.015013661	0.002531991	0	0	0	0	0.035833135	0.06923143	0	0	0	0.008739322	0.05090992	0.04401961
otu_670	0.10101227	0	0.061636426	0.046159793	0	0.011355592	0	0	0.10379391	0.005566457	0.03138456	0	0.021146856	0	0	0	0	0	0	0
otu_671	0	0	0	0	0.03643481	0	0	0	0	0	0	0	0	0	0.010931212	0	0	0	0	0
otu_672	0	0	0	0	0.013316297	0	0	0.012158224	0.009521298	0	0	0	0.022321085	0	0	0	0	0	0	0
otu_673	0.1056931	0.032725167	0.20166385	0.04886631	0.0543081	0.004668915	0.069827534	0.1395427	0.1693511	0	0.033128686	0.03926129	0.11674902	0.020590138	0.19976944	0	0.012241996	0.20319732	0.033142123	0.068744056
otu_674	0	0	0	0	0	0	0	0.07895513	0	0	0	0	0	0	0	0	0	0	0	0
otu_675	0	0	0	0	0	0	0.0029724	0.001985762	0	0	0	0	0.02417298	0.029365113	0	0	0	0	0.0394285	0.044635404
otu_676	0.00559275	0.030328419	0.014143645	0.007251321	0.081426136	0.018742405	0.18695742	0.46387416	0.024950683	0.021839479	0	0.08815175	0.027647717	0.03703112	0.054661807	0.015613212	0.113075405	0.29336575	0.07842285	0.08285166
otu_677	0	0.009754919	0	0	0	0	0	0	0	0	0	0	0.14818168	0.03463516	0	0	0	0	0.032366928	0.027099172
otu_678	0	0.022488138	0.139336	0.11149335	0	0.009389563	0	0	0.07926648	0	0.08832927	0	0.11040239	0	0.19615363	0	0	0	0	0
otu_679	0.027518574	0.01013825	0.02649769	0	0.020212714	0	0	0.014456333	0.015643477	0	0.004313894	0	0.031084673	0.006070179	0.009647641	0	0	0	0	0
otu_680	0.00883033	0.012594235	0.040285308	0.006572487	0.022844266	0.00452967	0	0.004575375	0.033621565	0	0.006091895	0	0.013688171	0.008677348	0.023535442	0	0	0.010804842	0.006382374	0.010658672
otu_681	0	0	0	0	0	0.004491587	0	0	0	0	0	0	0.12257841	0.07655547	0	0	0	0	0	0
otu_682	0.005709719	0.012696492	0.22622928	0	0.016939415	0.00506436	0	0.048655443	0.053403594	0	0	0	0	0	0	0	0	0	0.004432867	0.005597018
otu_683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22475043	0	0	0
otu_685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_687	0	0.20749833	0	0	0.08758675	0.30500108	0.009833886	0	0	0.26586396	0.006131365	0.005427423	0	0.080997065	0.022928657	0.030301822	0	0.013208188	0.025853321	0.009818731
otu_688	0	0.014758332	0.04299518	0	0.009235212	0.003801541	0.00340975	0.014116811	0.006991642	0	0	0	0.04811937	0.026730286	0	0	0	0.008872096	0.016086226	0.012099423
otu_689	0	0	0.039673194	0	0.025154114	0	0	0.014482104	0.009911803	0	0	0	0.006866163	0	0	0	0.004895432	0	0	0
otu_690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00827016	0.005904485
otu_691	0	0	0	0	0.16735107	0	0	0	0	0	0	0	0	0	0.030970227	0	0	0	0	0
otu_692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_693	0.004881505	0	0.012362571	0.011955644	0.016737035	0	0	0.005442585	0.011219991	0	0.008824356	0	0.017206583	0	0.01203298	0	0	0	0	0
otu_694	0	0	0.013884597	0	0	0	0	0	0.012396154	0	0	0	0.08404947	0	0	0	0	0	0	0
otu_695	0	0	0.03320383	0	0.043775216	0	0	0.004904677	0.015874794	0	0	0	0	0	0.006817827	0	0	0	0	0
otu_696	0	0	0.004629306	0	0.027202182	0	0	0.020297721	0	0	0	0.007589893	0	0	0.010447595	0.00298415	0.005428283	0	0	0
otu_697	0	0	0	0	0.022476075	0	0.024446713	0.031415515	0	0	0	0.027950173	0.008291028	0.014705889	0	0.00538875	0.029377587	0.046087895	0.017643126	0.021200627
otu_698	0.012671105	0.009156682	0.040301893	0.022339227	0	0.006351539	0	0	0	0	0.013433052	0	0.103474565	0	0	0	0	0	0	0
otu_699	0	0	0.006540562	0.014468343	0.00675669	0	0.06413097	0.08323189	0	0	0.010692378	0.07888426	0.022920387	0	0.03457237	0	0	0.05362745	0	0
otu_700	0	0	0.083630025	0.006435105	0.004541082	0	0	0	0.014123367	0	0.006455109	0	0.006611656	0	0	0	0	0	0	0
otu_701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029379293	0.41066757
otu_702	0	0	0	0	0	0	0	0.015581393	0	0	0	0	0	0	0	0	0	0	0	0
otu_703	0	0.027509682	0	0	0	0	0.011668073	0.002668151	0	0	0	0	0.04603859	0.12494065	0.029718816	0	0	0.02317355	0.10462115	0.060875505
otu_704	0	0	0	0	0	0	0	0.07078822	0	0	0	0.00802459	0	0	0	0	0	0.039325356	0	0
otu_705	0	0	0	0	0	0	0	0.006867659	0	0	0	0	0	0	0	0	0	0	0	0
otu_706	0	0	0	0	0.017039895	0	0	0.021225443	0	0	0	0.003493042	0	0	0	0	0.01102852	0.007334469	0	0
otu_707	0	0	0.047201622	0	0	0	0	0	0.005009472	0	0	0	0.057471916	0	0	0	0	0	0	0
otu_708	0	0	0.040037125	0	0	0	0	0.014013288	0	0	0	0	0.02575576	0.009150904	0	0	0	0	0	0
otu_709	0	0	0.007524585	0	0	0	0	0	0	0	0	0	0.04384114	0.007905338	0	0	0	0	0	0
otu_710	0	0	0.041815307	0.00325797	0.007667008	0	0	0.008328687	0	0	0.002388349	0	0.009953441	0	0.003242322	0	0	0	0	0
otu_711	0.037083488	0.06650913	0.10520974	0.041719627	0.073635936	0.012777681	0.04598514	0.07392572	0.045394	0.010539507	0.031004395	0.025619846	0.13878989	0.089794025	0.07475964	0	0.015854433	0.14936027	0.10188726	0.111840844
otu_712	0	0	0	0	0	0	0.060091063	0.08382014	0	0	0	0.017933305	0.012927359	0	0.030837795	0	0	0.044635393	0	0
otu_713	0.008808339	0.02397777	0.011279015	0	0.010949257	0.009895502	0.034738027	0.02488817	0.01992969	0.011648057	0	0.011960599	0.04922384	0.063241415	0	0	0.005331111	0.05700019	0.14432156	0.10875347
otu_714	0	0	0.015021788	0	0.070739016	0	0	0	0	0	0	0.014518255	0	0	0.12319687	0	0	0.120688535	0	0
otu_715	0	0.01627207	0.06755748	0	0	0	0	0.004787741	0.018646501	0	0	0	0.06271861	0.02788323	0.011577528	0	0	0	0	0
otu_716	0.016830644	0	0.004996005	0.00972955	0.03282892	0	0	0.016656999	0.009724809	0	0.007553186	0	0	0	0.024265902	0	0	0	0	0
otu_717	0.00982144	0	0.014401661	0.010927763	0.00542964	0	0.021868827	0.24119374	0.017989924	0	0.005419176	0.004606889	0.012981189	0.005708197	0	0	0	0.031175157	0.013015118	0.02153868
otu_718	0.005254436	0.025453566	0.004034779	0	0.027343024	0.004989293	0.013608788	0.023486702	0	0.005619708	0	0.003748019	0.045885183	0.11094579	0.016382169	0	0.006507017	0.021405624	0.11955147	0.13369161
otu_719	0	0	0	0.025375193	0.007376263	0.07032251	0.13427465	0.012992075	0	0.059686884	0.02761882	0.24677987	0	0.034973577	0	0.020800134	0.059353292	0.089211605	0.007338479	0.009616094
otu_720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006031493	0.005202482
otu_721	0	0.008661276	0.004071305	0	0	0	0.028736863	0.033221837	0	0	0	0	0.049375344	0.038043864	0	0	0	0.056806345	0.119585656	0.13137205
otu_722	0	0	0	0	0.020385481	0	0	0.003664391	0	0	0	0	0	0.043836776	0.023788964	0	0	0.023680696	0.030458998	0.024219638
otu_723	0	0	0	0	0	0	0	0	0	0	0	0	0.007579175	0	0	0	0	0	0.10683703	0.3921728
otu_724	0	0	0	0	0.023368385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu_726	0	0	0	0	0	0.006895801	0	0	0	0.008244502	0	0	0.011514801	0.042639125	0	0	0	0	0.01355867	0.005477862
otu_727	0	0.033924334	0.020367004	0.020449214	0.052478142	0.006896864	0.06809113	0.08688412	0	0.006394237	0.012098402	0.015964607	0.053543493	0.06006451	0.03584878	0	0.0145316	0.094139755	0.13176087	0.17533588
otu_728	0.009353284	0.008724692	0.0761144	0.010430284	0.063069	0	0.008053255	0.20433414	0.033910573	0	0.007482692	0	0.027604753	0.013565947	0.012202067	0	0.008142586	0.017659841	0.020908969	0.028703723
otu_729	0	0	0	0	0	0.0443547	0.021051915	0	0	0.07166458	0	0	0	0.035837885	0	0	0	0	0.008748122	0
otu_730	0	0.032996558	0.010089628	0	0.105155595	0.009113409	0.033646636	0.02239928	0	0.008183804	0	0.054450825	0.0260163	0.045998827	0.076068506	0	0.038937695	0.13104723	0.2321232	0.21379253
otu_731	0.06389466	0.049512766	0.06298156	0.029680563	0.041552804	0.007150433	0.004074897	0.025722189	0.06871842	0	0.021601563	0	0.12867273	0.016250378	0.03799338	0	0	0.023971206	0.021085447	0.034073807
otu_732	0	0	0	0	0.00817199	0	0.004845086	0.013614806	0	0	0	0.003999678	0	0	0	0	0.008077661	0.006302796	0	0
otu_733	0.004241988	0	0.015273909	0.007973474	0	0	0	0.014628047	0.005687689	0	0.006859591	0	0.023039155	0	0	0	0	0	0	0
otu_734	0.045010153	0.019807499	0.10659643	0.08240869	0.0189351	0.004969878	0	0.015963808	0.12867437	0	0.06007423	0	0.11712546	0.010917715	0.050044503	0	0	0.011889553	0.006564502	0.012140815
otu_735	0.34888652	0.033162847	0.03465251	0.012805878	0.03170517	0	0.017437948	0.007278109	0.051671002	0	0.007610783	0	0.07945971	0.06562381	0.043364502	0	0	0.02464926	0.06703976	0.09888119
otu_736	0	0	0	0	0.012777455	0	0.008109115	0.00598242	0	0	0	0.019979205	0	0.01297132	0	0	0.03332823	0.06723655	0.012011012	0.019045401
otu_737	0.016379803	0	0.08296942	0.028354721	0.007998954	0.006948016	0	0.005248466	0.1685473	0	0.02271339	0	0.15326668	0.02453577	0	0	0	0	0.01966735	0.03259448
otu_738	0	0.018808758	0.013447452	0.008514822	0.004107039	0	0	0.016340502	0	0	0.00408408	0	0.12618753	0.08580116	0	0	0	0.008767602	0.118302636	0.08965597
otu_739	0	0.04653513	0	0	0	0	0	0.07515779	0	0	0	0	0	0	0	0	0	0	0	0
otu_740	0	0.007176224	0.007028721	0	0.024355697	0	0	0.03973676	0	0	0	0.004330978	0	0	0	0.003031464	0	0	0	0
otu_741	0	0	0.06763074	0	0	0.014329773	0	0	0.41005483	0.007078547	0	0	0.032350145	0	0	0	0	0	0	0.008273068
otu_742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10795405	0.035084046
otu_743	0.00711634	0.031543862	0.012380153	0	0.02454255	0.015710846	0.00340882	0.15381142	0	0.015106372	0	0	0	0.013046651	0.012426319	0	0	0.010713838	0.01105463	0.008454424
otu_744	0.017438948	0	0.31350657	0.01415791	0	0.008140069	0	0	0.29733446	0.005289136	0.012647719	0	0.032025117	0	0	0	0	0	0	0
otu_745	0.022419011	0.07219111	0	0	0.08541607	0.073860966	0.033785403	0.003395626	0.017240932	0.07829514	0	0.030919181	0.024050323	0.14885534	0.044945985	0.013715717	0.0488069	0.0649166	0.050160687	0.018096486
otu_746	0	0	0.022712432	0	0.042702027	0	0.003508522	0.15739901	0.006801351	0	0	0	0.006973252	0.007294823	0	0	0.01866236	0	0.007797357	0.008794429
otu_747	0	0	0	0	0	0	0.003287575	0.002650783	0	0	0	0	0.020494778	0.027835445	0	0	0	0	0.045636207	0.0523261
